Modified:,2025,,,,,,,,,,,,,,,,,,
1,,,41:06,,What is Jeta's Grove?,,Buddha/Biography,,,,Great disciples,Ajahn Sucitto,,,,,,,
1,Vinaya,,,,Anāthapiṇḍika purchases Jeta's Grove (Kd 16.4.8).,,Great disciples,Generosity,,,,,,,,,,,
1,,,44:27,49:23,Why is the story of Sarakāni controversial in Sri Lanka?,,Stream entry,Intoxicants,History/Sri Lankan Buddhism,,Stages of awakening,,,,,,,,
1,Sutta,,,,SN 55.24-25: Sarakāni,,,,,,,,,,,,,,
1,Comment,,,,regarding the wide range of views about stream entry.,AKd,Stream entry,Views,,,,,,,,,,,
1,,,49:31,51:50,The suttas say 'The wise protect their diligence as their greatest treasure.' How does one protect one's diligence?,,Heedfulness,Ardency,,,Sickness,Mindfulness,Discernment,Mindfulness of mind,Right Effort,,,Heedfulness,100
1,Extra tags,,,,,,,,,,,,,,,,,,
1,,,51:55,,Is there a meditation practice to use with someone who is dying?,,Meditation,,,,Faith,Simplicity,Happiness,Recollection/Death,Ageing,,,,
1,Extra tags,,,,,,,,,,Sickness,,,,,,,,
1,Story,,,,"about Ram Dass's dying mother: ""Richard, shut up!""",,Ram Dass,Death,Fear,Restlessness and worry,,,,,,,,,
1,Comment,s,55:22,,"about uncertainty, impermanence, and denial of the reality of one's own death.",,Impermanence,Culture/West,Heedfulness,Virtue,,,,,,,,Impermanence,90
1,Extra tags,,,,,,Recollection/Death,,,,Happiness,Spaciousness,,,,,,,
1,Response,,,,,,,,,,,,,,,,,,
1,Comment,2,57:14,59:50,"We can't know the kamma or state of mind of someone who is dying. Because the dying person's consciousness can be very open, it's useful to remind them of their wholesome actions.",JDaskais,Kamma,Consciousness,Spaciousness,Recollection/Virtue,,,,,,,,,
1,Story,,,,Sri Lankans keep a lifelong record of the good things they have done. Friends and relatives read this to them at the time of death.,AP,Death,Skillful qualities,Recollection/Virtue,History/Sri Lankan Buddhism,,,,,,,,,
1,Story,,59:52,1:01:00,A woman dies peacefully while retelling the story of their life together with her partner of 60 years.,RCenter,Relationships,Family,Recollection/Virtue,,,,,,,,,,
1,,,1:01:03,,"Living in the West, chances are most of us will die in a hospital, which could be quite chaotic. Any advice?",,Culture/West,Health care,,,Spiritual friendship,Community,Saṅgha,,,,,,
1,Story,,,,The Abhayagiri community attends to a dying lay supporter.,,Abhayagiri,Death,,,,,,,,,,,
1,Comment,2s,,,about hospitals,AKd,,,,,,,,,,,,,
1,Story,,1:06:05,1:06:54,about creating sacred space around her dying husband.,BSteff,Health care,Devotional practice,Relationships,,,,,,,,,,
1,Comment,,1:06:57,,One can sign oneself out of hospital against the physician's wishes.,,Health care,,,,,,,,,,,,
1,Comment,s,1:07:37,1:08:36,about hospital care and advance directives.,,Health care,Commerce/economics,,,,,,,,,,,
1,,,1:18:50,1:21:51,Is it possible to dedicate merit to our four-legged companions after they pass?,,Animal,Merit,Grief,,Generosity,,,,,,,Animal,200
1,Sutta,,,,AN 10.177: Jāṇussoṇī,,,,,,,,,,,,,,
1,Comment,2,1:21:52,,As a Westerner who hasn't participated in dedication of merit until this winter–it's worth trying.,Anon,Culture/West,Merit,,,,,,,,,,Merit,95
1,,,1:22:27,,Can you dedicate merit to someone who is approaching death?,,Merit,,,,,,,,,,,Merit,120
1,Story,,,,Ajahn Paññānanda speaks out against superstition but tells the story of a shipwrecked sailor who benefited from dedication of merit. ,,Ajahn Paññānanda,Superstition,Merit,Suffering,,,,,,,,,
1,,,1:26:17,,I read about the advice given to dying devas. Should more people know about the cosmological background of the Buddha's teachings?,,Deva,Realms of existence,,,,,,,,,,,
1,Sutta,,,,Iti 83: Five omens that appear when a deva is about to pass away.,,Deva,Death,Rebirth,,,,,,,,,,
1,,,1:27:11,,In Vajrayāna you visualize a column of light and going out the top of your head in preparation for death. Is there a related practice in this tradition?,,Vajrayāna,Visualization,Recollection/Death,Theravāda,Tranquility,Mindfulness,,,,,,,
1,Reference,,,,"""Our Real Home"" in Collected Teachings p. 145.",,,,,,,,,,,,,,
1,,,1:29:16,,"If beings are reborn immediately, how does ritual [sharing of merit] benefit the person who has passed?",,Rebirth,Ceremony/ritual,Merit,,Theravāda,Realms of existence,Goodwill,,,,,,
1,Sutta,,,,AN 10.177: Jāṇussoṇī,,,,,,,,,,,,,,
1,Comment,,1:32:06,,"Merit is faith driven, so there aren't any limitations to where that can take you, and it has real value.",Anon,Merit,Faith,Realms of existence,,,,,,,,,,
1,Story,,,,Two Thai doctors take temporary ordination to make merit to rejoin their deceased brother in a future life.,Anon,Culture/Thailand,Merit,Death,Monastic life/Motivation,Temporary ordination,Family,Rebirth,,,,,,
1,Story,,,,The mother of a woman killed in a bus crash dedicates merit so that the dead woman will be reborn in the family.,AP,Death,Merit,Rebirth,Family,Wat Pah Nanachat,Ghost,Relinquishment,Ceremony/ritual,Kamma,,,,
1,Extra tags,,,,,,Volition,,,,,,,,,,,,
1,Quote,,,,We live in a fairly limited concept of the world; it's very material in the West. There's a lot more happening than what we can see.,AP,Nature of the cosmos,Culture/West,Realms of existence,,,,,,,,,,
1,,,1:37:12,1:39:52,"If a family member who has passed turns into a hungry ghost, how might one help them when they're in that realm?",,Family,Rebirth,Ghost,Compassion,Merit,,,,,,,Ghost,180
1,Sutta,,,,AN 10.177: Jāṇussoṇī,,,,,,,,,,,,,,
1,Follow-up,,,,Does it work the same way if the person hasn't made much merit?,,Kamma,Skillful qualities,Unskillful qualities,Human,,,,,,,,,
2,Other,,0:20,0:46,Introduction to Ajahn Yatiko's reflection.,AP,Christianity,,,,,,,,,,,,
2,Other,,0:50,2:47,Information about the memorial service for Iris Landsberg.,Anon,Abhayagiri,Funerals,Culture/West,,,,,,,,,,
2,Reflection,,2:55,18:19,"""Authenticity and Freedom"": Ajahn Yatiko reflects on his brother Glenn’s life, values, and suicide from the perspective of a “Siamese twin joined at the soul” and from the perspective of a Buddhist monk. Originally offered at Glenn’s memorial service on September 30, 2013, at Ascension Lutheran Church in Edmonton, this talk was replayed during the 2014 Upasika Day on Death and Dying.",AY,Family,Suicide,Truth,Liberation,Christianity,Monastic life/Motivation,Mental illness,Idealism,Spiritual search,,,,
2,Extra tags,,,,,,,,,,Judgementalism,Impermanence,Kamma,,,,,,
2,Reflection,o,18:18,,How Dhamma practice helped me be with my mother's death and support my family through the process.,JDaskais,Parents,Sickness,Buddhist identity,Family,Grief,Christianity,Health care,Relationships,Recollection/Death,,,,
2,Extra tags,,,,,,,,,,Generosity,,,,,,,,
2,Sutta,,,,SN 47.19: The Bamboo Acrobat,,,,,,,,,,,,,,
2,Reflection,,29:51,52:58,Caring for dying and grieving Abhayagiri supporters and family members.,DS,Abhayagiri,Sickness,Family,Parents,Ajahn Pasanno,Ajahn Karuṇadhammo,Christianity,Forgiveness,Fear,,,,
2,Extra tags,,,,,,Grief,Health care,,,Impermanence,Merit,Doubt,,,,,,
2,Reference,,,,"Debbie transcribed Ajahn Pasanno's [2008 Metta Retreat](event:Metta2008), published it as [Abundant, Exalted, Immeasurable](https://www.abhayagiri.org/books/584-abundant-exalted-immeasurable), and dedicated the merit to her mother.",,Ajahn Pasanno,Meditation retreats,Dhamma books,Merit,,,,,,,,,
2,Extra tags,,,,,,Parents,,,,,,,,,,,,
2,Story,,,,Ajahn Ñāṇiko hikes to the top of Mount Dana to dedicate merit to deceased relatives.,,Ajahn Ñāṇiko,Death,Merit,,,,,,,,,,
2,,,53:06,,Have you found a difference between being afraid of death and being afraid of dying?,DS,Fear,,,,,,,,,,,,
2,Comment,,54:00,56:20,The reflection on kamma has helped me watch this person [my stepmother] disappear through the course of Alzheimer's disease and other loss.,JDaskais,Kamma,Sickness,Grief,,Recollection/Virtue,Compassion,Right Speech,,,,,,
2,Comment,,58:05,,It's hard to convey the naturalness of death in Western culture.,AKd,Naturalness,Culture/West,,,,,,,,,,,
2,Story,s,59:14,1:02:27,about being with dying relatives.,DS;JDaskais,Parents,Family,Children,,,,,,,,,,
2,Comment,,1:02:28,1:02:55,I appreciate the Buddha's saying that the real stable investment is your merit.,,Merit,Commerce/economics,,,,,,,,,,,
2,Comment,,1:03:01,1:04:15,"When we stop fixing the dying process, we can be with it in such a different way.",RCenter,Naturalness,,,,,,,,,,,,
2,Comment,,1:04:21,,"In Western culture, we're not given enough space to be with death.",Anon,Culture/West,Spaciousness,Grief,,,,,,,,,,
2,Story,,,,Hospice workers took the body of my father-in-law away too quickly.,,Death,Health care,Grief,,,,,,,,,,
2,Story,,,,"When my husband died, we kept and washed the body.",,Death,Grief,Ceremony/ritual,,,,,,,,,,
2,Response,,,,,DS,,,,,,,,,,,,,
2,Story,s,1:08:24,1:10:20,about ageing and dying relatives.,Anon,Grief,Humor,Ageing,Sickness,,,,,,,,,
2,,,1:10:25,1:11:35,"Ajahn Pasanno, in your Dhamma talk ""[Letting Go of the Wheel](https://www.abhayagiri.org/talks/6152-letting-go-of-the-wheel),"" you described a driver who saw an oncoming car cross into his lane and let go of the wheel. Is this a metaphor?",AP,Relinquishment,Similes,,,,,,,,,,,
2,Quote,,,,"When there's death in your face, you don't start negotiating. You have to be willing to let go.",,Death,Relinquishment,,,,,,,,,,,
2,Follow-up,,,,So do you let your merit carry you?,,Death,Merit,,,,,,,,,,,
2,Story,s,1:11:46,,about car accidents.,Anon,Clear comprehension,Perception,,,,,,,,Yes,,,
2,Story,s,1:14:31,1:15:51,of two dreams about deceased Abhayagiri supporter Iris Landsberg.,Anon,Dreams,Abhayagiri,,,,,,,,,,,
2,Comment,,1:15:55,1:17:15,You spoke of death as the dissolution of the body and awareness coming home. The life that we think we're leading is not the life that we know about when we're aware.,Anon,Form,Knowing itself,Nature of mind,,,,,,,,,,
2,Response,,,,"When death comes, our life is like something that is built up out of crystal that becomes a pile of rubble in the end. It's so important to recognize that within that there is this possibility of awareness and purity of heart.",AP,Similes,,,,,,,,,,,,
