Modified:,2025,,,,,,,,,,,,,,,,,,
Session #,Kind,Flags,Start time,End time,Text,Teachers,QTag1,QTag2,QTag3,QTag4,ATag1,ATag2,ATag3,ATag4,ATag5,Off topic?,Exclude?,FTags,FTagOrder
3,Reflection,,11:00,16:35,Long-term effective strategies for dealing with pain.,,Pain,Long-term practice,,,Mindfulness,Ajahn Pasanno,Aversion,,,,,Pain,250
3,Teaching,,26:10,37:19,Applying the factors of first jhāna in mindfulness of breathing.,,Jhāna,,,,Directed thought and evaluation,Rapture,Unification,,,,,,
3,Teaching,,37:26,44:09,The importance of sustaining attention with neutral sensations.,,Neutral feeling,Directed thought and evaluation,,,,,,,,,,,
3,Sutta,,,,SN 36.6: The Dart.,,,,,,,,,,,,,,
4,Summary,,Session,,Ajahn Pasanno elucidates the Buddha's similes for the Five Hindrances (MN 39.14). He encourages us to investigate the tone of the mind to identify the presence or absence of hindrances and to delight in the inherent well-being of the mind when the hindrances are relinquished.,,,,,,,,,,,,,,
4,Simile,,6:30,11:22,Sensual desire is like being in debt. (MN 39.14),,Sensual desire,,,,,,,,,,,,
4,Simile,,11:23,17:27,Ill-will is like being sick. (MN 39.14),,Ill-will,,,,Ajahn Pasanno,Sickness,Happiness,,,,,Ill-will,105
4,Simile,,17:31,22:52,Sloth and torpor is like being in prison. (MN 39.14),,Sloth and torpor,,,,,,,,,,,,
4,Simile,,22:53,26:08,Restlessness and worry is like being a slave.,,Restlessness and worry,,,,Mindfulness of body,,,,,,,Restlessness and worry,90
4,Simile,,26:10,29:00,Skeptical doubt is like a merchant travelling through a dangerous desert.,,Doubt,,,,,,,,,,,,
5,Summary,,Session,,Using the breath to steep the body and mind with attention and awareness can reveal and dispel subtle hindrances. (Incomplete recording),,,,,,,,,,,,,,
5,Teaching,,8:24,13:41,Bringing attention to the breath is an alternative to sensual gratification.,,Sensual desire,,,,,,,,,,,,
5,Teaching,,13:43,20:22,Recognizing subtle forms of irritation.,,Aversion,Ill-will,,,,,,,,,,,
5,Teaching,0,,,Tibetan Buddhism translates klesha as affliction.,,Vajrayāna,Unwholesome Roots,Translation,,,,,,,,,,
5,Teaching,,20:23,23:16,Preventing the settled mind from sinking into dullness.,,Sloth and torpor,,,,,,,,,,,,
5,Indirect quote,,23:21,24:31,You have to be willing to die...and then the mind easily goes into jhāna.|Ajahn Jumnien,,Ajahn Jumnien,Energy,Jhāna,,,,,,,Yes,,,
6,Summary,,Session,,"Following the outline of SN 46.51, Ajahn Pasanno describes the factors that feed or attenuate each of the Five Hindrances. (Incomplete recording)",,,,,,,,,,,,,,
6,Teaching,,5:40,,Attending to attractive objects nourishes sensual desire. (SN 46.51),,Sensual desire,,,,,,,,,,,,
6,Reference,,,,Chanting Book p. 55: The Five Recollections,,,,,,,,,,,,,,
6,Teaching,,10:23,,Attending to what we feel obstructed by nourishes ill-will. (SN 46.51),,Ill-will,,,,Divine Abidings,Discernment,,,,,,,
6,Story,,,,A monk with an aversive temperament worsens it with repeated asuba and death contemplation. ,,Aversion,Unattractiveness,Recollection/Death,Idealism,Goodwill,,,,,,,,
6,Teaching,,17:06,22:21,Following the path of least resistance nourishes sloth and torpor. (SN 46.51),,Sloth and torpor,,,,Energy,,,,,,,,
6,Cut audio,,17:33,17:41,,,,,,,,,,,,,,,
6,Cut audio,,18:02,18:18,,,,,,,,,,,,,,,
6,Story,,,,The novice's nibbāna.,,Sloth and torpor,,,,,,,,,,,,
7,Reflection,s,0:33,13:33,on the value of noble silence during Winter Retreat.,,Meditation retreats,Idle chatter,Right Speech,,Community,Culture/Natural environment,Tranquility,,,,,,
7,Teaching,,14:14,30:54,"Ajahn Pasanno urges the Abhayagiri community to cultivate mindfulness, composure, sensitivity, and silence in the details of moving and speaking during Winter Retreat.",,Meditation retreats,Posture/Walking,Tranquility,,,,,,,,,,
7,Note,,,,Abhayagiri's communal space consisted of two small buildings in 2005.,,,,,,,,,,,,,,
7,Teaching,,32:22,57:01,The [commentaries](Path of Purification p. 135) contast the Five Hindrances with the five factors of first jhāna.,,Hindrances,Jhāna,,,Directed thought and evaluation,Sloth and torpor,Doubt,Rapture,Ill-will,,,,
7,Extra tags,,,,,,,,,,Happiness,Restlessness and worry,Unification,Sensual desire,,,,,
7,Story,,,,Ajahn Boon Choo dispels sloth and torpor.,,Ajahn Boon Choo,Devotion to wakefulness,Sloth and torpor,,,,,,,,,,
7,Indirect quote,,,,Sensual desire is like looking for the turtle with the mustache.|Ajahn Chah,,Ajahn Chah,Sensual desire,Similes,,,,,,,,,,
7,Fragment,,54:04,57:01,,,,,,,,,,,,,,,
7,Meditation instruction,,,,Breathing with the five factors of first jhāna.,,Mindfulness of breathing,Jhāna,,,,,,,,,,,
8,Meditation instruction,,0:00,15:41.5,Be present with the physical experience of the breath. Bring a sense of ease into the body. Ground awareness in the body.,,Mindfulness of breathing,Mindfulness of body,,,,,,,,,,,
8,Indirect quote,u,,,Keeping the breath in mind is like getting the spoon into the mouth and the mouth onto the spoon.|Ajahn Lee Dhammadharo,,Ajahn Lee Dhammadharo,Mindfulness of breathing,Similes,,,,,,,,,,
8,Fragment,,7:03,11:38,,,,,,,,,,,,,,,
8,Story,,,,"""The body understands!""",,Direct experience,Mindfulness of body,,,Zen,Koan,Ajahn Pasanno,,,,,,
8,Fragment,,13:15,15:41.5,,,,,,,,,,,,,,,
8,Teaching,,,,Body and mind are not separate things.,,Form,Heart/mind,,,Aggregates,Dependent origination,Consciousness,,,,,Aggregates,80
8,Teaching,,,,Water similes for the mind with and without hindrances. (SN 46.55),,Hindrances,Similes,,,Sensual desire,Ill-will,Sloth and torpor,Restlessness and worry,Mindfulness of breathing,,,,
8,Extra tags,,,,,,,,,,Doubt,Mindfulness of body,,,,,,,
8,Sutta,,,,"DN 2.98: ""These are shoals of fish...""",,,,,,,,,,,,,,
8,Asked by,,34:34,42:02.5,Composed attention to the body and reflection on Dhamma in walking meditation.,,Mindfulness of body,Posture/Walking,,,Tranquility,,,,,,,,
8,Indirect quote,,,,You can get a lot of wisdom from walking meditation.|Ajahn Chah,,Ajahn Chah,Posture/Walking,Discernment,,,,,,,,,,
9,Summary,,Session,,"Continuing with the second tetrad of the Ānāpānasati Sutta (MN 118), Ajahn Pasanno urges us to use awareness grounded in mindfulness of breathing to investigate feelings, perceptions, and hindrances.",,,,,,,,,,,,,,
9,Story,,11:41,13:49,"Winnie-the-Pooh hears a buzzing sound, associates it with honey, and begins climbing a tree.",,Winnie-the-Pooh,Perception,,,Conditionality,,,,,Yes,,,
9,Cut audio,,13:25,13:35,,,,,,,,,,,,,,,
9,Teaching,,19:33,24:01,Relaxing into the breath when experiencing pain in meditation.,,Pain,Tranquility,,,,,,,,,,,
9,Teaching,,24:19,27:42,Maintaining alertness in the midst of pleasant feeling.,,Happiness,Energy,,,,,,,,,,,
9,Teaching,,27:44.5,34:30.5,Developing sensitivity to neutral feeling.,,Neutral feeling,,,,Equanimity,Factors of Awakening,,,,,,,
10,Summary,,Session,,"Beginning the third tetrad of the Ānāpānasati Sutta (MN 118), Ajahn Pasanno teaches that by attending to the mind itself with each breath, we can recognize that the direct experience of the defiled mind is suffering. Relinquishing the defilements brings peace.",,Mindfulness of breathing,,,,,,,,,,,,
10,Sutta,,,,"MN 10.34: Satipaṭṭhāna Sutta, mindfulness of mind section.",,,,,,,,,,,,,,
10,Indirect quote,,4:25,5:17,One who is lost in the world is lost in their moods. One who is lost in their moods is lost in the world.,,Ajahn Chah,Moods of the mind,,,,,,,,,,,
10,Story,,15:16,18:49,Three Harvard professors take a course in meditation.,,,,,,Direct experience,Larry Rosenberg,,,,,,,
10,Story,,21:14.5,23:36,"""I'm not very peaceful, but I don't have any excuses anymore.""",,Unwholesome Roots,,,,Poo Jum Gom,Ajahn Pasanno,Culture/Natural environment,,,,,,
10,Teaching,,26:53,35:19,Discerning the fundamental mind base amidst the moods of the mind.,,,,,,Ajahn Mun,Ajahn Chah,Mindfulness of breathing,Similes,Concentration,,,,
10,Extra tags,,,,,,,,,,Relinquishment,,,,,,,,
10,Reflection,,38:12,45:57,"Differing interpretations of citta; returning to the knowing, our refuge of peace.",,Heart/mind,Nature of mind,Knowing itself,,Unwholesome Roots,Unconditioned,Commentaries,P. A. Payutto,Ajahn Chah,,,Nature of mind,200
11,Summary,,Session,,"AN 10.2 explains that samādhi and liberation follow naturally from gladdening the mind with a foundation of virtue. Elucidating the tenth step of the Ānāpānasati Sutta (MN 118), Ajahn Pasanno describes various ways to allow the mind to delight in Dhamma and stillness.",,Mindfulness of breathing,,,,,,,,,,,,
11,Reflection,,6:22,13:37,Fine-tuning the balance between stillness and investigation.,,Calming meditation,Insight meditation,,,Mindfulness of breathing,,,,,,,Calming meditation,200
11,Extra tags,,,,,,,,,,,,,,,,,Insight meditation,200
11,Sutta,,,,"SN 15.1: ""Bound by ignorance and obstructed by craving.""",,Ignorance,Craving,,,,,,,,,,,
11,Reflection,,36:17,40:12,Gladdening the mind through corpse contemplation.,,Recollection/Death,Unattractiveness,,,Mae Chee Sansanee,Disasters,Dispassion,,,,,,
12,Summary,,Session,,"Practicing the eleventh step of ānāpānasati (MN 118) involves purifying the mind of obstructive states and firmly establishing the mind with the breath so that it becomes pliant, malleable, and bright.",,Mindfulness of breathing,,,,,,,,,,,,
12,Teaching,,6:18,11:23,Delighting in the beautiful and benevolent breath.,,Mindfulness of breathing,Gladdening the mind,,,Ajahn Brahmavaṃso,,,,,,,,
12,Cut audio,,6:51,6:58,,,,,,,,,,,,,,,
12,Reflection,s,13:31,18:35,on jhāna and attainment.,,Jhāna,Conceit,,,Ajahn Chah,Mindfulness of mind,Suffering,,,,,,
12,Sutta,,,,"SN 43.1: ""Meditate [jhāyatha] bhikkhus, do not be negligent, lest you regret it later.""",,,,,,,,,,,,,,
12,Teaching,,19:06.5,27:57,"Ārammaṇupanijjhāna (meditation using an object as a focus) and lakkhaṇupanijjhāna (meditation using the characteristics as a focus); when to contemplate anicca, dukkha, anatta.",,Jhāna,Calming meditation,Insight meditation,Characteristics of existence,,,,,,,,,
12,Teaching,,29:14,42:58,The four results of samādhi described in AN 4.41.,,Meditation/Results,,,,Jhāna,Perception of light,Psychic powers,Mindfulness,Clear comprehension,,,,
12,Extra tags,,,,,,,,,,Aggregates,Impermanence,Outflows,,,,,,
12,Cut audio,,30:02,30:15,,,,,,,,,,,,,,,
12,Cut audio,,32:07,32:13,,,,,,,,,,,,,,,
12,Story,,,,"As a novice, Ajahn Puth directed his mind to which questions would be on the Nak Tam exams.",,Ajahn Puth,Psychic powers,Learning,,,,,,,,,,
13,Summary,,Session,,"When practicing the twelfth step of ānāpānasati (MN 118), each breath is the occasion to release the clinging that binds us to suffering.",,Mindfulness of breathing,,,,,,,,,,,,
13,Simile,,13:15,15:41.5,A trap for monkeys who don't let go.,,Animal,Clinging,Similes,,,,,,,Yes,,,
13,Reflection,,17:05,23:16,We're not diminished beings if we don't get what we want.,,Sensual desire,,,,Food,Drawbacks,Mindfulness of breathing,,,,,,
13,Simile,,,,A dog gnawing on meatless bones (MN 54.15).,,Similes,Sensual desire,,,,,,,,,,,
13,Teaching,,23:19,33:10,The drawbacks of wrong view and clinging to views.,,Drawbacks,Views,,,Kamma,Conflict,,,,,,,
13,Cut audio,,31:55,32:08,,,,,,,,,,,,,,,
13,Teaching,,33:13,38:32,Attending wisely to the breath versus blindly clinging to the practice.,,Attachment to precepts and practices,Mindfulness of breathing,,,,,,,,,,,
13,Sutta,,,,MN 57: The Dog-Duty Ascetic.,,Attachment to precepts and practices,,,,,,,,,,,,
13,Teaching,,38:34,45:33,Attending to what is rather than concepts about a self.,,Doctrine-of-self clinging,Direct experience,,,Mindfulness of breathing,Cause of Suffering,Self-identity view,,,,,,
13,Reflection,,45:44,47:28,Our suffering is fed and sustained by clinging.,,Suffering,Cause of Suffering,,,Translation,,,,,,,Clinging,120
14,Summary,,Session,,"Introducing the fourth tetrad of the Ānāpānasati Sutta (MN 118), Ajahn Pasanno reflects on impermanence as the doorway into the relam of insight. Mindfulness of breathing can illuminate all three characteristics of impermanence, suffering, and not-self.",,,,,,,,,,,,,,
14,Teaching,,20:23,26:47,Making impermanence the focal point for attending to the breath.,,,,,,Insight meditation,Direct experience,,,,,,,
14,Teaching,,31:33,35:21,Animitta samādhi takes impermanence as its object and is not drawn into the characteristics of things.,,Concentration,,,,Robes,Nimitta,Knowing itself,,,,,,
14,Teaching,,41:14,48:23,"When one sees through dukkha, the concentration that develops is called appaṇihita samādhi.",,Suffering,Concentration,,,Desire,Directed thought and evaluation,Liberation,,,,,,
14,Quote,,,,Imagine a mental state that isn't looking for anything else.,,,,,,,,,,,,,,
14,Teaching,,48:24,51:57,Emptiness is the experiential counterpoint of not-self.,,Not-self,Emptiness,,,Conditionality,,,,,,,Emptiness,80
15,Summary,,Session,,"Passion is the deep belief in what feelings, objects of attention, and views represent. Expounding the fourteenth step of the Ānāpānasati Sutta (MN 118), Ajahn Pasanno explains how to cultivate dispassion with each in and out breath.",,Mindfulness of breathing,,,,,,,,,,,,
15,Story,,12:01,16:35,A man diagnosed with AIDS loses his story.,,Sickness,Self-identity view,Dispassion,,Amaravati,Ajahn Amaro,,,,Yes,,,
15,Teaching,,22:56,41:07,Developing dispassion by reflecting on the body.,,Mindfulness of body,Unattractiveness,,,Food,Self-identity view,,,,,,,
15,Cut audio,,25:21,25:26,,,,,,,,,,,,,,,
15,Cut audio,,34:02,34:17,,,,,,,,,,,,,,,
16,Summary,,Session,,"The contemplation of death resets our priorities and lays the ground for dispassion to cool the heart of its impusles to follow desires, moods, and biases.",,,,,,,,,,,,,,
16,Simile,,12:36,14:05,"As dawn precedes sunrise, when one recognizes the quality of appamāda (heedfulness), one can expect the unfolding of the Eightfold Path. (SN 45.55)",,Similes,Heedfulness,Eightfold Path,,Liberation,,,,,,,,
16,Cut audio,,13:00,13:07,,,,,,,,,,,,,,,
16,Story,,15:18,17:20,"Larry Rosenberg watches a 1938 film and realizes that the actors, directors, and producers are all dead.",,Larry Rosenberg,Artistic expression,,,,,,,,,,,
16,Reflection,,17:55,20:55,"If this were the last moment of my life, is this the kind of mental state I want to carry into death?",,,,,,Mindfulness of breathing,Ajahn Pasanno,,,,,,,
16,Reflection,,20:55,24:16,"from Ajahn Koon Balisoodtoh: ""Am I dying?"" with each breath.",,Mindfulness of breathing,,,,,Amulets,,,,,,,
16,Story,,24:48,29:53,A group of Thai villagers are afraid to dig up their dead in order to conduct funeral rites.,,Funerals,Fear,Death,,Ajahn Pasanno,Dtao Dum,,,,,,,
16,Story,,29:55,32:52,A Thai monastery turns into a makeshift morgue after the 2005 tsunami.,,Death,Disasters,,,,,,,,,,,
16,Quote,,36:11,37:09,"Ajahn Chah was larger than life, but he's been dead for over 10 years now.",,Ajahn Chah,,,,Naturalness,,,,,,,,
16,Reflection,,37:16,43:19,We will be alone when we die.,,Death,,,,Heedfulness,Rodney Smith,Mindfulness of breathing,,,,,,
16,Indirect quote,,,,"In the end, one is cooked and eaten by the King of Death.|Varapañño Bhikkhu (Paul Breiter)",,Paul Breiter,,,,,,,,,,,,
17,Summary,,Session,,Allowing things to cease is the middle way between the extremes of clinging to becoming and annihilation. Abiding in the quality of cessation between each in and out breath breaks the habit of becoming and forms the basis of peace.,,,,,,,,,,,,,,
17,Simile,,12:26,14:59,The mind that does not allow cessation is like the derelict Chithurst House stuffed with junk.,,Chithurst,Cessation,Similes,,,,,,,Yes,,,
17,Teaching,,17:20,29:12,The cessation of self view is a window into emptiness.,,Self-identity view,Emptiness,Becoming,,,,,,,,,,
17,Meditation instruction,1s,,,Rest attention midway between the eye and a visual object.,AJumnien,Sense bases,Emptiness,,,,,,,,,,,
17,Fragment,,22:50,24:56,,,,,,,,,,,,,,,
17,Teaching,0,,,Samatha practices allow us to become familiar with peaceful places in our mind.,,Calming meditation,Tranquility,,,,,,,,,,,
17,Fragment,,26:20,28:21.5,,,,,,,,,,,,,,,
17,Teaching,1,,,Can you be continuously angry for two hours?,AChah,Aversion,Impermanence,,,Becoming,Cessation,,,,Yes,,,
17,Teaching,,29:12,30:31,Ajahn Buddhadāsa translates nirodha as quenching.,,Ajahn Buddhadāsa,Cessation,Translation,,,,,,,Yes,,,
18,Summary,,Session,,"Reflecting on the last step of the Ānāpānasati Sutta (MN 118), Ajahn Pasanno explains how relinquishment is key to entering and abiding in Dhamma. He encourages us to contemplate relinquishment with each in and out breath.",,Mindfulness of breathing,,,,,,,,,,,,
18,Recollection,,6:30,8:49,Total relinquishment was a characteristic of Ajahn Chah's practice.,,Ajahn Chah,,,,Ajahn Pasanno,Dhamma,,,,,,Relinquishment,80
18,Story,,12:05,17:19,Practicing the Dhamma is to renounce this life.,,Dhamma,,,,Vajrayāna,,,,,,,,
18,Reflection,,19:24,24:31,Seeing things as they are.,,Knowledge and vision,,,,Aggregates,Self-identity view,,,,,,Knowledge and vision,100
18,Teaching,,24:37,35:26,Attending to the simplicity of the elements.,,Elements,Direct experience,,,Mindfulness of breathing,Self-identity view,,,,,,Elements,250
18,Teaching,,37:12,41:41,"Ajahn Buddhadāsa translates paṭinissagga as ""giving back"".",,Ajahn Buddhadāsa,Translation,,,Naturalness,Mindfulness of breathing,,,,,,,
18,Cut audio,,39:30,39:36,,,,,,,,,,,,,,,
19,Summary,,Session,,"Mindfulness is critical at all stages of meditation. Mindfulness of breathing develops calm, stable, focused attention and can be a vehicle for the discernment that frees us from discontent.",,Mindfulness,,,,,,,,,,,,
19,Story,,1:44,3:06,A Zen student complains that the breath is boring.,,Zen,,,,,,,,,,,,
19,Indirect quote,,3:47,4:35,A moment of lack of mindfulness is a moment of derangement.|Ajahn Chah,,Ajahn Chah,Mindfulness,,,,,,,,Yes,,,
19,Story,,11:10,12:07.5,A student gets hit by a car while engrossed in reading _Mindfulness in Plain English_.,,Mindfulness,Bhante Gunaratana,,,,,,,,Yes,,,
19,Teaching,,12:15,28:36,The four constituents of Right Mindfulness.,,Right Mindfulness,,,,Mindfulness,Ardency,Clear comprehension,Relinquishment,,,,,
19,Extra tags,,,,,,,,,,Right Effort,,,,,,,,
19,Sutta,,,,MN 10: Satipaṭṭhāna Sutta.,,,,,,,,,,,,,,
19,Commentary,,,,"Clear comprehension has the characteristic of non-confusion, its function is to investigate, and it manifests as scrutinty. (Path of Purification p. 154)",,Clear comprehension,,,,,,,,,,,,
19,Commentary,,,,"Mindfulness has the characteristic of remembering, its function is not forgetting, and it manifests as guarding. (Path of Purification p. 154)",,Mindfulness,,,,,,,,,,,,
19,Teaching,,35:44,42:58,"When mindfulness is established and the breath becomes subtle, attend to the presence of the breath and the knower itself.",,Tranquility,Knowing itself,,,Relinquishment,Delusion,,,,,,Knowing itself,250
19,Indirect quote,,,,"If you let go a little, you get a little peace. If you let go a lot, you get a lot of peace. If you let go completely, you get complete peace.|Ajahn Chah",,Relinquishment,,,,,,,,,,,,
