Modified:,2025,,,,,,,,,,,,,,,,,,
1,,,21:57,24:50,"What to do when you have a lot of freedom in your mind, but in your body you're stuck with a bad habit?",,Desire,Liberation,Heart/mind,Form,Direct experience,Meditation/Techniques,Translation,Mindfulness of breathing,,,,,
1,Extra tags,,,,,,Habits,Craving,,,,,,,,,,,
1,,,25:00,28:07,Could you speak to how we sink into a place and you lift yourself with brightness?,,Gladdening the mind,,,,Concentration,Meditation,Language,Spaciousness,,,,,
1,,,28:15,33:57,Any advice for cures for burnout? I'm in a helping profession and feel depleted and exhausted. I need help getting the balance between giving and receiving.,,Depression,Work,Health,Generosity,Culture/West,Idealism,Commentaries,Selfishness,,,,Compassion,180
1,Extra tags,,,,,,Compassion,,,,,,,,,,,,
1,Quote,,,,"Compassion in the English language means 'to suffer with.' If you end up suffering with too much, you end up burnt out.",,Compassion,Language,Suffering,,,,,,,,,,
1,Indirect quote,,,,Don't think you're a ten-wheeled dump truck when all you are is a wheelbarrow.|Ajahn Chah,,Ajahn Chah,Idealism,,,,,,,,,,,
1,Commentary,,,,"Path of Purification p. 291: Classical cultivation of goodwill and compassion, first to yourself. ",,Commentaries,Goodwill,Compassion,,,,,,,,,,
1,Quote,,,,Our ability to be with others and to help and to give is dependent on our being kind and compassionate to ourselves.,,Generosity,Goodwill,Compassion,Spiritual friendship,Self-reliance,,,,,,,,
1,,,34:03,36:23,Is sexuality and wanting an intimate connection with another considered a negative desire?,,Sensual desire,Relationships,Desire,Unskillful qualities,Food,Clear comprehension,Compassion,Selfishness,Discernment,,,,
1,Extra tags,,,,,,,,,,Precepts,Trust,,,,,,,
1,Quote,,,,"It's not so much a matter of thwarting desire, but understanding how desire works so we can build those bonds of trust and care.",,Sensual desire,Relationships,Discernment,Trust,Compassion,,,,,,,,
2,,,0:00,10:31,"I've been struggling with sleepiness while trying to meditate, having the intention to be present and aware, but finding myself dozing off.",,Sloth and torpor,Clear comprehension,Meditation retreats,,Conditionality,Lay life,Craving not to become,Directed thought and evaluation,,,,,
2,Story,,,,Ajahn Boon Choo meditates through tiredness after staying up for days.,,Ajahn Boon Choo,Kaṭhina,Wat Pah Pong,Sloth and torpor,Energy,Devotion to wakefulness,Ardency,,,,,,
2,Quote,,,,"The boundaries we set for ourselves are oftentime much smaller than what we can actually deal with, work with, or be with.",,Self-identity view,Clinging,Patience,,,,,,,,,,
2,,,10:33,20:12,A film came out recently called _Monk with a Camera_. How does one balance between pursuing one's artistic interests and sincerely following a path of relinquishment.,,Monastic life,Renunciation,Artistic expression,,Self-identity view,Relinquishment,Entertainment and adornment,Generosity,Energy,,,Artistic expression,120
2,Extra tags,,,,,,,,,,Devotional practice,,,,,,,,
2,Story,,,,Rev. Heng Sure uses music to teach Dhamma.,,Rev. Heng Sure,Artistic expression,Self-identity view,Teaching Dhamma,,,,,,,,,
2,Story,,,,Two Abhayagiri monks learn icon painting from the abbot of the Ukrainian Uniate monastery next door.,,Abhayagiri,Ajahn Jotipālo,Artistic expression,Christianity,,,,,,,,,
2,,,20:32,26:54,"A lot of my life has been based on guilt, punishment, achievement, feeling driven, and perfectionism. Recently I experienced the reverse of this. Perfectionism is mixed up with wholesome desire. Could you respond?",,Guilt/shame/inadequacy,Judgementalism,Perfectionism,Desire,Discernment,Self-identity view,Human,,,,,,
2,Extra tags,,,,,,Contentment,,,,,,,,,,,,
2,Story,,,,Ajahn Pasanno can't translate the question 'How do I work with guilt?' into Thai.,,Ajahn Paññānanda,Ajahn Pasanno,Guilt/shame/inadequacy,Language,Culture/West,Culture/Thailand,Suffering,,,,,,
2,,,27:00,,"I've heard 'not being in control' as a description of anatta. In relation to desire, do we really have any choice or free will in the context of Buddhist understanding?",,Not-self,Desire,Volition,Nature of the cosmos,Kamma,Clear comprehension,Right Effort,,,,,,
2,,,30:56,34:10,Do we have any control over the arising of desire?,,Volition,Desire,,,Cause of Suffering,Relinquishment,Four Noble Truths,Cessation of Suffering,Cessation,,,,
2,Extra tags,,,,,,,,,,Pāli,,,,,,,,
