3,25/08/2024,2024-08-26 Perspectives on Buddhist Practice from Ajahn Chah (Part 2).mp3,1:45:58,AP,Knowing and Liberation,https://www.abhayagiri.org/media/audio/DT%202024/PerspectivesOnBuddhistPracticeFromAjahnChah_pt2_LPP_08.25.2024.mp3,10,,,,,6358,,,,,,,
<---->,,,,,,,,,,,,,,,,,,,
Session #,Kind,Flags,Start time,End time,Text,Teachers,QTag1,QTag2,QTag3,QTag4,ATag1,ATag2,ATag3,ATag4,ATag5,Off topic?,Exclude?,FTags,FTagOrder
1,Reflection,,1:20,3:27.5,There is no such thing as the Ajahn Chah method of meditation.,,Meditation/Techniques,,,,Teaching Dhamma,Self-reliance,,,,,,,
1,Indirect quote,,4:35,4:58,"Be very careful what you build, because you've got to look after it.|Ajahn Chah",,Ajahn Chah,Building projects,Lodging,,Simplicity,,,,,,,,
1,Teaching,0,30:01.5,33:39,Ajahn Chah emphasized the importance of sīla during his second trip to the West.,,Culture/West,Virtue,,,Communal harmony,,,,,,,,
1,Indirect quote,,,,Teaching Buddhism without sīla is like sending someone out in the open sea in a leaky boat.|Ajahn Chah,,Ajahn Chah,Virtue,Similes,,,,,,,,,,
1,Simile,,,,A millipede's many legs all work together in harmony.,,Similes,Communal harmony,Virtue,,,,,,,,,,
1,Teaching,0o,33:31,34:39.5,"The precepts are foundations for training ourselves in body, speech, and mind.",,Precepts,Learning,,,,,,,,Yes,,,
1,Reading,,41:29,47:18,Ajahn Mun answers Ajahn Chah's questions about Vinaya.,,Ajahn Mun,Vinaya,,,Commentaries,Conscience and prudence,Simplicity,Mindfulness,,,,,
1,Reference,,,,"""Understanding Vinaya,"" Collected Teachings pp. 533-534.",,,,,,,,,,,,,,
1,Teaching,0,,,The meaning of hiri-otappa.,,Conscience and prudence,Translation,,,Respect,,,,,,,,
1,Recollection,o,47:13,48:39,"Ajahn Chah taught that the precepts are a mirror for the mind to understand the intention behind actions of body, speech, and mind.",,Precepts,Virtue,Volition,,,,,,,,,,
1,Reflection,2,50:12,50:43,"for approaching difficulties: ""What am I hanging on to here?""",,Clinging,Relinquishment,,,,,,,,Yes,,,
1,Indirect quote,0,50:55,54:22.5,"Ajahn Chah greets Jack Kornfield: ""I hope you're not afraid to suffer.""",,Ajahn Chah,Jack Kornfield,Suffering,Fear,Isan,Ajahn Pasanno,Relinquishment,Faith,,,,,
1,Reflection,,58:41,59:39,Relinquishment is the doorway to unshakeability.,,Equanimity,Relinquishment,,,Fear,,,,,Yes,,,
1,Indirect quote,,1:03:05,1:05:38,"You can go back to your cave and learn to be peaceful there, or you can stay here and learn how to be peaceful anywhere.|Ajahn Chah",,Ajahn Chah,Tranquility,Seclusion,Equanimity,Upatakh,,,,,,,,
2,,,0:48,6:51,Please tell us where the nuns [attending this event] are from?,,Bhikkhunī,,,,Aranya Bodhi Hermitage,Dhammadharini Monastery,Ayya Tāthalokā,Ajahn Mahā Prasert,Lodging,,,,
2,Story,,,,Ajahn Chah tells the early Wat Pah Nanachat monks to clear the underbrush.,,Ajahn Chah,Wat Pah Nanachat,Lodging,,,,,,,,,,
2,,,7:53,15:00,Any advice for an upāsikā who is able to spend long periods on retreat but finds herself tossed around when at home?,,Lay life,Everyday life,Meditation retreats,,Three Refuges,Spiritual friendship,Online community,,,,,,
2,Story,,,,Ajahn Amaro advises a layman having difficulty with his Theravāda group to practice with Thubten Chodron.,,Ajahn Karuṇadhammo,Ajahn Amaro,Thubten Chodron,Vajrayāna,,,,,,,,,
2,,,15:01,18:11,What to do with negative thoughts?,,Proliferation,Unskillful qualities,Guilt/shame/inadequacy,,Skillful qualities,,,,,,,,
2,,,18:11,27:45,How did Ajahn Chah speak about non-self and consciousness?,,Ajahn Chah,Not-self,Consciousness,,Impermanence,Doctrine-of-self clinging,Language,Thai,Pāli,,,,
2,Extra tags,,,,,,,,,,Sense bases,Unestablished consciousness,Knowing itself,Cessation of Suffering,,,,,
2,Fragment,,21:30.5,22:00,,,,,,,,,,,,,,,
2,Quote,C,,,One of the beauties of the Thai language is that it is wonderfully imprecise....it's a feeling language.,,Thai,Language,,,Proliferation,,,,,,,Thai,120
2,Append audio,-,23:47.5,24:24.5,,,,,,,,,,,,,,,
2,Story,,,,"George Sharp asks Ajahn Chah why he teaches ""Buddho"" all the time. Ajahn Chah responds, ""Namo viññāṇa dhātu"" [homage to the element of consciousness].",,,,,,,,,,,,,,
2,,,27:47,34:25,"Can you give some context to the story of Ajahn Chah getting angry and yelling at a monk and then regretting it, practicing with it?",,Ajahn Chah,Aversion,,,Unwholesome Roots,Fierce/direct teaching,Protocols,,,,,,
2,Recollection,,,,Ajahn Chah said that it wasn't until he took on the responsibility of teaching others that he really gained wisdom.,,Ajahn Chah,Teaching Dhamma,Discernment,,,,,,,,,,
2,Reference,,,,"""Toilets on the Path,"" Collected Teachings p. 723.",,Fierce/direct teaching,,,,,,,,,,,,
2,,,34:25,39:42,You mentioned that often Ajahn Chah pushed his students through their suffering in order to help them let go. Can you share specific examples of this happening?,,Ajahn Chah,Suffering,Teaching Dhamma,Relinquishment,,,,,,,,,
2,Story,,,,A restless ex-monk asks to reordain. Ajahn Chah says he will keep him as an anagārika for seven years.,,Ajahn Chah,Restlessness and worry,Postulants,Sequence of training,,,,,,,,,
2,Story,,,,"After one year, the restless monk asks to go tudong.",,Restlessness and worry,Tudong,Ajahn Chah,,,,,,,,,,
2,,,39:42,47:02,"You mentioned how much Ajahn Chah emphasized the importance of letting go. As a lay person, how do we do that? And how do we reconcile letting go with being kind to ourselves? For instance, it could be seen as a kindness to oneself to listen to one's favorite music or eat one's favorite foods.",,Ajahn Chah,Relinquishment,Lay life,Compassion,Right Effort,Idealism,Eight Precepts,Contentment,,,,,
2,Story,,,,A monk practices letting go by not fixing his roof.,,Ajahn Chah,Lodging,Relinquishment,,,,,,,,,,
2,,C,47:02,54:18,"Mindfulness and meditation practices of the Eightfold Path have gained tremendous popularity in modern times. Can you please elaborate on how the ethics-related practices (Right Speech, Right Action, Right Livelihood) contribute towards the end of suffering?",,Eightfold Path,Virtue,Cessation of Suffering,,Generosity,Conscience and prudence,Respect,Language,Pāli,,,Eightfold Path,200
2,Cut audio,,47:25,47:47,,,,,,,,,,,,,,,
2,,,54:21,56:11,"I'm struggling with the concept of unshakiness, as ""I"" am falling into the trap of envisioning an unshakeable self. How can letting go be allowed without an I that lets go?",,Equanimity,Self-identity view,Relinquishment,,Knowing itself,Human,Ajahn Chah,Three Refuges,,,,,
3,Indirect quote,,1:04:15,1:07:31,[Ponting to his heart]|It's all here|Ajahn Khao to Ajahn Sumedho,,Ajahn Khao,Ajahn Sumedho,Knowing itself,,Ajahn Chah,Ajahn Mahā Amorn,Isan,,,,,,
3,Simile,1,1:07:35,1:10:11,The mind is like a bell struck by sense contact and moods.,AChah,Nature of mind,Contact,Moods of the mind,Similes,Knowing itself,,,,,,,,
3,Read by,,,,,,,,,,,,,,,,,,
3,Reference,,,,??,,,,,,,,,,,,Yes,,
3,Simile,1s,1:10:15,1:13:08,The natural state of the mind is like clear water or a still leaf.,AChah,Nature of mind,Similes,,,Contact,Feeling,Moods of the mind,Knowing itself,,,,,
3,Read by,,,,,,,,,,,,,,,,,,
3,Reference,,,,"""A Gift of Dhamma,"" Collected Teachings p. 226.",,,,,,,,,,,,,,
3,Indirect quote,,1:13:10,1:15:51.5,Mindfulness is the graveyard of all things.|Ajahn Chah,,Ajahn Chah,Mindfulness,Cessation,,Self-identity view,Proliferation,Compassion,,,,,,
3,Story,o,1:15:51,1:20:18,A woman asked Ajahn Chah if she would have to give up listening to music to practice Buddhism. Ajahn Chah replied that learning to listen to the peaceful heart would be more pleasurable and satisfying.,,Ajahn Chah,Artistic expression,Tranquility,Happiness,Cessation,Nature of mind,,,,,,,
3,Reference,,,,Recollections of Ajahn Chah p. 52.,,,,,,,,,,,,,,
3,Quote,,,,That quality of being without boundaries can be so peaceful. It's much more compelling.,,Spaciousness,Tranquility,,,,,,,,,,,
3,Sutta,,,,"AN 3.32: ""This is peaceful, this is sublime...""",,,,,,,,,,,,,,
3,Indirect quote,0,1:22:29,1:27:21,"Ajahn Chah's letter to Ajahn Sumedho: ""Whenever you have feelings of love or hate for anything whatsoever, these will be your aides and partners in buliding pārami. The Buddha Dhamma is not to be found in moving forwards, nor in moving backwards, nor in standing still. This, Sumedho, is your place of non-abiding.""",,Ajahn Chah,Ajahn Sumedho,Feeling,Perfections,Self-identity view,Knowing itself,,,,,,,
3,Extra tags,,,,,,Dhamma,Emptiness,,,,,,,,,,,
3,Fragment,,1:26:36,1:26:50,,,,,,,,,,,,,,,
3,Quote,,,,"As long as we're willing to be a somebody, we've got to be willing to suffer. We volunteered.",,Self-identity view,Suffering,,,,,,,,,,Self-identity view,50
3,Story,,1:27:35,1:29:08,"When asked to teach about vipassanā, Ajahn Chah instructed practitioners to observe a wilting flower.",,Ajahn Chah,Insight meditation,Impermanence,,Thai Forest Tradition,Liberation,Manjushri Institute,,,,,,
3,Main fragment,,1:28:08,1:29:08,,,Ajahn Chah,Insight meditation,Impermanence,,Manjushri Institute,,,,,,,Insight meditation,80
3,Indirect quote,,1:29:34.5,1:30:52,Samādhi is the one-pointed mind fixed on the point of balance.|Ajahn Chah,,Ajahn Chah,Concentration,Unification,Equanimity,,,,,,,,Concentration,70
3,Indirect quote,,,,Samādhi is a holiday for the heart.|Ajahn Chah,,Ajahn Chah,Concentration,Heart/mind,Ajahn Sumedho,,,,,,,,,
