Modified:,2025,,,,,,,,,,,,,,,,,,
1,Comment,,1:03:55,1:05:15,"Michael Olds translates sutta as 'magical spell.' The format, repetition, and structure of the suttas has a certain potency. When I read the suttas after meditating, it's completely different.",,Sutta,Psychic powers,Meditation,,,,,,,Yes,,,
1,Response,,,,,,Buddha,Teaching Dhamma,,,,,,,,,,,
2,Reading,s,Session,,AN 7.6: Treasures.,,Treasures,,,,,,,,,,,,
2,Translated by,,,,,AThan,,,,,,,,,,,,,
2,Story,,20:22,,"A man in an airport asks Ajahn Chah, ""If everyone is Buddhist, why are there so many thieves in Thailand?""",,Ajahn Chah,Culture/Thailand,Stealing,Virtue,,,,,,,,,
2,Extra tags,,,,,,Precepts,,,,,,,,,,,,
2,Comment,,22:50,,"When I practice and share Dhamma as a lay person, others complain when I make mistakes.",,Lay life,Virtue,Buddhist identity,,,,,,,,,,
2,Response,,,,,,,,,,,,,,,,,,
2,Story,,24:36,24:55,"Once a junior monk approached Ajahn Chah and listed all Ajahn Chah's faults. Ajahn Chah replied, ""It's a good thing you're not looking for perfection in yourself!""",AJoti,Ajahn Chah,Virtue,Perfectionism,,,,,,,,,,
2,Comment,,32:34,34:01,"When I hear the word ""shame,"" it's.a cousin of guilt. But in this context (AN 7.6), it seems more acceptable.",,Treasures,Guilt/shame/inadequacy,Conscience and prudence,,,,,,,,,,
2,Response,,,,,AP;AKd,Language,Christianity,,,,,,,,,,,
2,,,34:04,37:48,This year my whole family got lice. How do we respond to this skillfully?,,Lay life,Family,Killing,Animal,Human,Patience,,,,,,,
2,Story,,47:22,55:03,Ajahn Pasanno visits the elderly Cambodian monk Mahāgossānanda who has Alzheimer's disease.,,Preah Mahāghosānanda,Ajahn Pasanno,Sickness,,Dalai Lama,Divine Abidings,Ajahn Chah,Heart/mind,,,,,
2,Indirect quote,,,,That thing you learn in meditation—that you don't lose.|Ajahn Fuang,,Ajahn Fuang,Meditation,Liberation,Sickness,,,,,,,,,
2,Story,,,,"A monk known for psychic powers visits Ajahn Chah's sick room and reports: ""You don't have to worry about Ajahn Chah. His heart is so bright.""",,Ajahn Chah,Psychic powers,Sickness,Dependent origination,Ajahn Pasanno,Wat Pah Nanachat,Lunar observance days,,,,,,
2,Indirect quote,0,55:43,57:53,"A diligent early support of Wat Pah Nanachat reflects, ""I don't have money, but I'm not poor.""",,Treasures,Wat Pah Nanachat,Wat Pah Pong,Lay life,Lunar observance days,Thai,,,,,,,
2,Extra tags,,,,,,Poverty,,,,,,,,,,,,
2,,,57:56,1:00:32,Is the list of Seven Treasures sequential?,,Treasures,,,,Stream entry,Practicing in accordance with Dhamma,Conditionality,Eightfold Path,,,,,
2,,,1:00:35,1:05:59,"I like the translations 'conscience' and 'concern' for hiri and otappa. Having done unskillful actions in the past that create suffering, and being aware of the tendency to personalize, how can it be over and done?",AP;AKd,Treasures,Conscience and prudence,Unskillful qualities,Suffering,Four Noble Truths,Divine Abidings,,,,,,Conscience and prudence,150
2,Extra tags,,,,,,Kamma,Self-identity view,,,,,,,,,,,
2,Edited audio,,,5:08,UD2016-2_S02_F09.mp3,,,,,,,,,,,,,,
2,Quote,,,,"As a human being, I have the opportunity to learn from the past and move on to skillful action in the future. I don't have to be like a dog that barfs stuff up and goes back and eats it again.",AP,Human,Learning,Skillful qualities,Similes,,,,,,,,,
2,Quote,,,,"The not-self refrain, 'This is not me, this is not mine, this is not what or who I am,' is not an abdication of responsibility but an understanding, 'This is the way I can put things down and move on, move past the things that are still creating suffering.'",AP,Not-self,Kamma,Relinquishment,Suffering,,,,,,,,,
2,Sutta,s,,,SN 42.8 The Conch Blower; AN 3.100: A Lump of Salt.,,Kamma,Divine Abidings,,,,,,,,,,,
2,,,1:06:04,1:10:29,"What is a good balance between listening to Dhamma and practicing more deeply? How long should one keep one's practices, and when to expand or shrink them?",,Hearing the true Dhamma,Practicing in accordance with Dhamma,Determination,Dhamma online,Four Noble Truths,Direct experience,,Ajahn Chah,Dhamma books,,,Practicing in accordance with Dhamma,100
2,Extra tags,,,,,,,,,,Mindfulness of mind,Learning,,,,,,Hearing the true Dhamma,100
2,Extra tags,,,,,,,,,,,,,,,,,Determination,130
2,Comment,,1:10:34,1:12:16,"I listen to the Abhayagiri Dhamma talks, focusing more on the timbre of the voice rather than trying to get an intellectual grasp of what was said. That projects me into a dimension of well-being.",,Hearing the true Dhamma,Abhayagiri,Happiness,Learning,,,,,,,,,
2,Response,,,,,,Ajahn Chah,Tranquility,,,,,,,,,,,
2,Comment,s,1:23:25,1:25:23,about ongoing Dhamma practice and coming back to the heart.,RCenter,Long-term practice,Suffering,Cessation of Suffering,Ill-will,,,,,,,,,
2,Extra tags,,,,,,Forgiveness,Mindfulness of mind,,,,,,,,,,,
2,Response,,,,,,Merit,,,,,,,,,,,,
2,Quote,-,,,We're making choices all the time anyway; we may as well choose to be happy.,AP,Volitional formations,Happiness,,,,,,,,,,,
2,,,1:25:30,1:32:11,"When you're living on the precepts, how do I relate to (for example) a friend who tells me about an affair they are having?",AP;AJoti,Precepts,Spiritual friendship,Sexual misconduct,,Skillful qualities,Admonishment/feedback,Discernment,Right Speech,Vinaya,,,,
2,Extra tags,,,,,,,,,,Abhayagiri,,,,,,,,
2,Indirect quote,,,,Don't admonish your fellow monks before the meal.|Ajahn Chah,AP,Ajahn Chah,Admonishment/feedback,Monastic life,Food,Eating after noon,,,,,,,,
2,,,1:32:16,1:34:50,Could you comment on the tendency to use one aspect of the teaching to bypass another?,,Spiritual bypass,,,,Four Noble Truths,Recollection/Dhamma,Relinquishment,,,,,,
2,Quote,,,,"With some things, letting go means you're willing to commit to hard work, and other times you're willing to put down what is burdensome.",,Relinquishment,Ardency,,,,,,,,,,,
2,,,1:34:55,1:39:51,"AN 5.38 says, 'Not by sorrow can even the slightest good come.' How does this work with the natural process of grieving?",,Grief,Skillful qualities,,,Cultural context,Family,Ajahn Chah,Death,Characteristics of existence,,,,
2,,,1:39:59,,Part of the sense of loss and sorrow is the joys that have created attachment. How to approach this?,,Grief,Happiness,Clinging,,Naturalness,Human,Spaciousness,,,,,,
2,Sutta,,,,Thag 1062: Mahākassapa delights in nature.,,Great disciples,Culture/Natural environment,,,,,,,,,,,
