Modified:,2025,,,,,,,,,,,,,,,,,,,
3,19/09/2010,2010-09-27 Recollections of Ajahn Chah - Walking Meditation.mp3,7:41,AP,Walking Meditation,https://www.abhayagiri.org/media/audio/AP_09_19_2010_AC_Daylong_03_Walking_Morn.mp3,2,Ajahn Chah,,,,461,,,,,,,,
4,19/09/2010,2010-09-27 Recollections of Ajahn Chah - Meditation Instruction 2.mp3,11:15,AP,Meditation Instruction 2,https://www.abhayagiri.org/media/audio/AP_09_19_2010_AC_Daylong_04_Med_Instruct_2.mp3,5,Ajahn Chah,,,,675,,,,,,,,
5,19/09/2010,2010-09-27 Recollections of Ajahn Chah - Alms Reflection.mp3,12:20,AP,Alms Reflection,https://www.abhayagiri.org/media/audio/AP_09_19_2010_AC_Daylong_05_Alms_Reflection.mp3,3,,,,,740,,,,,,,,
6,19/09/2010,2010-09-27 Recollections of Ajahn Chah - Mealtime Blessing.mp3,3:17,AP,Mealtime Blessing,https://www.abhayagiri.org/media/audio/AP_09_19_2010_AC_Daylong_06_Meal_Blessing.mp3,2,,,,,197,,,,,,,,
7,19/09/2010,2010-09-27 Recollections of Ajahn Chah - His Life and Teachings - Part 2.mp3,29:43,AP,His Life and Teachings Part 2,https://www.abhayagiri.org/media/audio/AP_09_19_2010_AC_Daylong_07_Aft_Recollection.mp3,6,Ajahn Chah,,,,1783,,,,,,,,
8,19/09/2010,2010-09-27 Recollections of Ajahn Chah - Meditation Instruction 3.mp3,15:32,AP,Meditation Instruction 3,https://www.abhayagiri.org/media/audio/AP_09_19_2010_AC_Daylong_08_Med_Instruct_3_aft.mp3,1,Ajahn Chah,,,,932,,,,,,,,
9,19/09/2010,2010-09-27 Recollections of Ajahn Chah - Purpose of Walking.mp3,5:33,AP,Purpose of Walking,https://www.abhayagiri.org/media/audio/AP_09_19_2010_AC_Daylong_09_Walking_Aft.mp3,1,Ajahn Chah,,,,333,,,,,,,,
10,19/09/2010,,,AP,Short readings,,4,Ajahn Chah,,,,,,,,,,,,
11,19/09/2010,2010-09-27 Recollections of Ajahn Chah - His Life and Teachings - Part 3.mp3,44:48,AP,His Life and Teachings Part 3,https://www.abhayagiri.org/media/audio/AP_09_19_2010_AC_Daylong_14_Final_Recollections.mp3,10,Ajahn Chah,,,,2688,,,,,,,,
<---->,,,,,,,,,,,,,,,,,,,,
Session #,Kind,Flags,Start time,End time,Text,Teachers,QTag1,QTag2,QTag3,QTag4,ATag1,ATag2,ATag3,ATag4,ATag5,Off topic?,AListen?,Exclude?,FTags,FTagOrder
1,Recollection,,0:30,,My connection with Ajahn Chah.,,Ajahn Pasanno,,,,Wat Pah Pong,,,,,,,,,
1,Indirect quote,,,,"If you want to stay here, you have to stay at least five years.|Ajahn Chah",,Ajahn Chah,Ajahn Pasanno,Wat Pah Pong,Sequence of training,,,,,,,,,,
1,Other,,,,Jack Kornfield arrives with a large picture of Ajahn Chah.,,Jack Kornfield,Ajahn Chah,,,,,,,,,,,,
1,Story,,,,The needlepoint Ajahn Chah portrait at Abhayagiri.,,Ajahn Chah,Abhayagiri,Wat Pah Nanachat,Devotional practice,,,,,,,,,,
1,Other,,5:30,8:55,Outline of the day; progress of Ajahn Jayasaro's biography of Ajahn Chah.,AP,Ajahn Jayasaro,Dhamma books,,,,,,,,,,,,
1,Reference,,,,[Stillness Flowing](),,,,,,,,,,,,,,,
1,Reflection,,9:11,12:06,The impact and inspiration of Ajahn Chah,,,,,,Thai Ajahn Chah monasteries,Western Ajahn Chah monasteries,Ajahn Chah Remembrance Day,Wat Pah Pong,,,,,,
1,Reading,,12:08,16:37,from the [draft biography](): Ajahn Chah's birthplace and early life.,AJaya,Culture/Thailand,Family,Children,,,,,,,,,,,
1,Reference,,,,Stillness Flowing p. 22,,,,,,,,,,,,,,,
1,Reading,,16:41,19:09,"from the [draft biography](): At the age of nine, Ajahn Chah asks to go to the village monastery.",AJaya,Family,Novices,,,,,,,,,,,,
1,Reference,,,,Stillness Flowing p. 25,,,,,,,,,,,,,,,
1,Story,,19:20,,Novice Chah disrobes at age 16.,,Disrobing,Culture/Thailand,,,,,,,,,,,,
1,Reading,,20:56,,from the [draft biography](): Ajahn Chah falls in love.,AJaya,Relationships,,,,Culture/Thailand,Spiritual urgency,Sensual desire,,,,,,,
1,Reference,,,,Stillness Flowing p. 34,,,,,,,,,,,,,,,
1,Reading,,25:06,,from the [draft biography](): Ajahn Chah ordains at age 20.,AJaya,Ordination,,,,Culture/Thailand,Military,Merit,Spiritual urgency,Learning,,,,,
1,Extra tags,,,,,,,,,,Pāṭimokkha,,,,,,,,,
1,Reference,,,,Stillness Flowing p. 37,,,,,,,,,,,,,,,
1,Reading,,29:21,,from the [draft biography](): Ajahn Chah obsesses about food.,AJaya,Food,Sensual desire,,,,,,,,,,,,
1,Reference,,,,Stillness Flowing p. 39,,,,,,,,,,,,,,,
1,Indirect quote,,,,Close the doors. I'm going to eat noodles today!|Ajahn Chah,AP,Ajahn Chah,Food,,,,,,,,,,,,
1,Reading,,31:14,37:17,from the [draft biography](): Ajahn Chah accepts his dying father's request to stay as a monk for life.,AJaya,Parents,Monastic life/Motivation,Sickness,Death,Mindfulness of body,Spiritual urgency,Saṃsāra,,,,,,Ajahn Chah,200
1,Extra tags,,,,,,Determination,,,,,,,,,,,,,
1,Reference,,,,Stillness Flowing p. 40,,,,,,,,,,,,,,,
1,Indirect quote,,,,"I dedicate my body and mind, my whole life, to the practice of the Lord Buddha’s teachings in their entirety. I will realize the truth in this lifetime … I will let go of everything and follow the teachings. No matter how much suffering and difficulty I have to endure I will persevere, otherwise there will be no end to my doubts. I will make this life as even and continuous as a single day and night. I will abandon attachments to mind and body and follow the Buddha’s teachings until I know their truth for myself.|Ajahn Chah",,Ajahn Chah,Determination,Ardency,Patience,Doubt,Continuity of mindfulness,Relinquishment,Knowledge and vision,,,,,,
1,Reference,-,,,Stillness Flowing p. 42,,,,,,,,,,,,,,,
1,Reflection,3,,,The singular quality of Ajahn Chah's resolution.,AP,Ajahn Chah,Determination,,,,,,,,,,,,
1,Story,,37:41,40:03,Ajahn Chah begins wandering in search of teachers.,,Tudong,,,,Culture/Thailand,Ajahn Mun,Wat Khao Wongkot,,,,,,,
1,Reading,,40:09.6,,from the [draft biography](): Ajahn Mun's character and legacy.,AJaya,Ajahn Mun,Thai Forest Tradition,,,Culture/Thailand,Perception of a samaṇa,Great disciples,Ascetic practices,Rains retreat,,,,Ajahn Mun,120
1,Extra tags,,,,,,,,,,Almsround,Psychic powers,Discernment,Liberation,History/Thai Buddhism,,,,,
1,Reference,,,,Stillness Flowing p. 52,,,,,,,,,,,,,,,
1,Sutta,s,,,"Dhp 65, Dhp 92",,,,,,,,,,,,,,,
1,Story,,,,Ajahn Mun disappears after being appointed abbot.,,Ajahn Mun,Abbot,Seclusion,,,,,,,,,,,
1,Reading,,45:12.5,,from the [draft biography](): Ajahn Chah visits Ajahn Mun.,AJaya,Ajahn Mun,Tudong,,,Relics,Cleanliness,Perception of a samaṇa,Personal presence,Vinaya,,,,Ajahn Chah,250
1,Extra tags,,,,,,,,,,Conscience and prudence,Teaching Dhamma,Knowing itself,Nature of mind,Conventions,,,,,
1,Extra tags,,,,,,,,,,Unconditioned,Faith,,,,,,,,
1,Reference,,,,Stillness Flowing p. 54,,,,,,,,,,,,,,,
2,Guided meditation,0a,0:22,,"Aware of the in-breath, aware of the out-breath. ++Guided meditation++ from Ajahn Chah.",AChah,,,,,,,,,,,,,,
2,Read by,,,,,AP,,,,,,,,,,,,,,
2,Reference,,,,"Collected Teachings p. 255 ""Just Do It!""",,,,,,,,,,,,,,,
3,Teaching,1,0:00,,The role of walking meditation.,,Posture/Walking,,,,Thai Forest Tradition,Continuity of mindfulness,Lodging,Sloth and torpor,,,,,,
3,Indirect quote,u,,,"Ajahn Chah admonishes the monks: ""I've looked at the huts in the forest where you monks live. I see the walking meditation paths, and I don't see human tracks. All I see are dog tracks!""",,Ajahn Chah,Posture/Walking,Lodging,Fierce/direct teaching,,,,,,,,,,
3,Meditation instruction,0,5:33,,Walking meditation instructions by Ajahn Chah and Ajahn Pasanno.,AChah;AP,Posture/Walking,,,,Buddho mantra,Tranquility,Continuity of mindfulness,,,,,,,
3,Reference,,,,"Collected Teachings p. 258 ""Just Do It!""",,,,,,,,,,,,,,,
3,Quote,,,,Where we really start to see the Dhamma or taste the Dhamma is in that continuity of awareness.,,Dhamma,Continuity of mindfulness,,,,,,,,,,,,
4,Reflection,,0:08,2:09,Context of Ajahn Chah's early efforts at meditation.,,Meditation,,,,Thai sects,Ajahn Mun,Practicing in accordance with Dhamma,,,,,,,
4,Teaching,1,2:20,,Skillful effort in meditation.,AChah,Meditation/General advice,Determination,Right Effort,,Conceit,Posture/Sitting,Relinquishment,Equanimity,Tranquility,,,,,
4,Extra tags,,,,,,,,,,Mindfulness of breathing,Restlessness and worry,Clinging,Craving,Judgementalism,,,,,
4,Reference,,,,"Collected Teachings p. 467 ""Unshakeable Peace""",,,,,,,,,,,,,,,
4,Read by,,,,,,,,,,,,,,,,,,,
4,Teaching,1,8:58,9:48,The contemplation of conditionality leads to the Dhamma.,AChah,Conditionality,Dhamma,,,Characteristics of existence,,,,,,,,,
4,Read by,,,,,,,,,,,,,,,,,,,
4,Teaching,1,9:52,,"Meditation is like a single piece of wood. Insight is one end of the stick, and serenity is the other.",AChah,Similes,Insight meditation,Calming meditation,,Naturalness,,,,,,,,,
4,Read by,,,,,,,,,,,,,,,,,,,
4,Indirect quote,,10:28,,I sacrificed my life for the Dhamma because I had faith in the reality of enlightenment and the path to get there.|Ajahn Chah,,Ajahn Chah,Spiritual search,Dhamma,Faith,Practicing in accordance with Dhamma,Determination,Courage,,,,,,,
4,Extra tags,,,,,,Eightfold Path,,,,,,,,,,,,,
5,Reflection,3a,0:00,3:44,The tradition of almsround.,,Almsfood,Almsround,Generosity,Almsbowl,Ajahn Chah,Vinaya,,,,,,,,
5,Reflection,3a,3:49,,The monks' requisites sustain our livelihood and are a focal point for our cultivation of mindfulness and attention.,,Requisites,Almsbowl,Mindfulness,,Robes,,,,,,,,,
5,Story,,5:00,,A group of military generals ask Ajahn Chah to bless amulets to create a kitchen fund.,,Amulets,Ajahn Chah,Military,Almsfood,Culture/Thailand,Saṅgha decision making,Festival days,Almsbowl,Stupas/monuments,,,,,
5,Extra tags,,,,,,Wat Pah Pong,,,,,,,,,,,,,
5,Indirect quote,,,,"The Buddha set up the foundation 2,500 years ago with just one baht.|Ajahn Chah",,Ajahn Chah,Buddha,Almsbowl,Saṅgha,,,,,,,,,,
6,Teaching,0,0:00,,Explanation of the meal blessing chant.,,Anumodanā,Almsfood,,,Pāli,Gratitude,Merit,,,,,,,
6,Reference,,,,Chanting Book p. 50,,,,,,,,,,,,,,,
6,Chanting,0,1:03,,"++Anumodana chanting:++ ""Yathā vāri-vahāpūrā..."" and ""Bhavatu sabba-maṅgalaṃ..."" (Chanting Book p. 50) offered by the Abhayagiri Saṅgha.",AbhSangha,Anumodanā,Almsfood,Pāli,,Gratitude,Merit,,,,,,,,
7,Question,,0:19,5:53,You talked about having lost a gread deal of institutional knowledge in the Forest Tradition through not having monasteries. Do you think Ajahn Chah wanted to have the knowledge from Ajahn Mun passed down? Is that why he had lots of monasteries?,,Thai Forest Tradition,Tudong,Ajahn Mun,Thai Ajahn Chah monasteries,Culture/Thailand,Commerce/economics,Environment,History/Thai Buddhism,Politics and society,,,,,
7,Extra tags,,,,,,Learning,,,,,,,,,,,,,
7,Indirect quote,,,,Nowadays there aren't any tudong monks left. There's only taludong (through the forest) monks.|Ajahn Chah,,Ajahn Chah,Tudong,Environment,Culture/Thailand,,,,,,,,,,
7,Question,,6:06,13:46,"When you and other Western seekers went to Thailand [and returned to teach], are the teachings of lay and monastic disciples of Ajahn Chah the same or different? How can we as laypeople relate to the teachings and tradition of the monastic establishment?",,Teaching Dhamma,Ajahn Chah lineage,Lay teachers,Mutual lay/Saṅgha support,History/Thai Buddhism,Military,History/Western Buddhist monasticism,Ajahn Sumedho,Virtue,,,,,
7,Extra tags,,,,,,,,,,Right View,,,,,,,,,
7,Story,,,,Abhayagiri's bell is an American bomb casing.,,Abhayagiri,Military,,,,,,,,,,,,
7,Recollection,3a,,,Diligent lay meditators attend Wat Pah Pong's all-night vigil on the lunar observance days.,,Lay life,Ardency,Wat Pah Pong,Devotion to wakefulness,Lunar observance days,,,,,,,,,
7,Question,,13:55,16:29,What characteristics differentiate Thai Buddhism from Tibetan Kadampa or Japanese Zen?,,Culture/Thailand,Vajrayāna,Zen,,Community,,,,,,,,,
7,Reflection,,17:42,21:26,Why Ajahn Chah spent only three days with Ajahn Mun.,,Ajahn Mun,,,,Thai sects,Politics and society,Psychic powers,Dreams,,,,,,
7,Reference,,,,Stillness Flowing p. 61,,,,,,,,,,,,,,,
7,Indirect quote,,,,Mahānikāya needs good monks as well.|Ajahn Mun to Ajahn Chah,,Ajahn Mun,Ajahn Chah,,,Thai sects,,,,,,,,,
7,Reading,,21:30,26:35,from the [draft biography](): Ajahn Chah's mentors: Ajahn Tongrat and Ajahn Kinaree,AJaya,Mentoring,Ajahn Tongrat,Ajahn Kinaree,,Personality,Respect for elders,Upatakh,Tudong,Visiting holy sites,,,,,
7,Extra tags,,,,,,,,,,Robes,Relinquishment,Monastic crafts,Pace of life,Craving,,,,,
7,Reference,,,,Stillness Flowing p. 73,,,,,,,,,,,,,,,
7,Story,,,,Ajahn Chah meets Ajahn Tongrat.,,Ajahn Tongrat,Ajahn Chah,,,,,,,,,,,,
7,Story,,,,"Ajahn Mun teaches his teacher, Ajahn Sao.",,Ajahn Sao,Ajahn Mun,Liberation,,,,,,,,,,,
7,Reading,,26:39,,from the [draft biography](): Ajahn Chah leaves his companions and stays alone.,AJaya,Tudong,Seclusion,Culture/Thailand,,Spiritual friendship,,,,,,,,,
7,Reference,,,,Stillness Flowing p. 89,,,,,,,,,,,,,,,
7,Indirect quote,,,,"Where is the good person? He lies within us. If we're good, then wherever we go, the goodness stays with us.|Ajahn Chah",,Ajahn Chah,Virtue,Spiritual friendship,Blame and praise,,,,,,,,,,
8,Guided meditation,0,0:00,,"++Guided meditation:++ Resolve right now is the time for training the mind and nothing else. From ""[The Key to Liberation](https://www.budsas.org/ebud/ajchah_lib/03_meditation.htm)"" by Ajahn Chah.",AChah,Calming meditation,Proliferation,Determination,,Mindfulness,Discernment,Mindfulness of breathing,Body scanning,Relinquishment,,,,,
8,Extra tags,,,,,,,,,,Unification,Restlessness and worry,Concentration,Present moment awareness,Clear comprehension,,,,,
8,Extra tags,,,,,,,,,,Impermanence,Continuity of mindfulness,Sense restraint,,,,,,,
8,Read by,,,,,AP,,,,,,,,,,,,,,
8,Quote,,,,"Sitting and walking meditation are in essence the same, differing only in the posture used.",,Posture/Sitting,Posture/Walking,,,,,,,,,,,,
8,Simile,,,,Chicken in a coop.,,Similes,Concentration,,,,,,,,,,,,
8,Simile,,,,"Mindfulness, clear comprehension, and wisdom are like three workers lifting heavy planks.",,Similes,Mindfulness,Clear comprehension,Discernment,,,,,,,,,,
9,Guided meditation,,0:00,,The rythym of the sensation of the body as it is walking.,,Posture/Walking,Mindfulness of body,,,Calming meditation,Present moment awareness,Proliferation,Tranquility,Investigation of states,,,,Posture/Walking,110
10,Reading,,0:00,,Beyond Doubt.,AChah,Doubt,,,,Hearing the true Dhamma,Teachers,Buddha,Spiritual search,Relinquishment,,,,,
10,Extra tags,,,,,,,,,,Present moment awareness,Emptiness,Characteristics of existence,Conditionality,Practicing in accordance with Dhamma,,,,,
10,Extra tags,,,,,,,,,,Liberation,,,,,,,,,
10,Alternate audio,,,5:23,2010-09-27 Recollections of Ajahn Chah - Beyond Doubt.mp3|https://www.abhayagiri.org/media/audio/AP_09_19_2010_AC_Daylong_10_Short_1.mp3,,,,,,,,,,,,,,,
10,Reading,,0:00,,Everyday.,AChah,Everyday life,,,,Ardency,Sloth and torpor,,,,,,,,
10,Alternate audio,,,0:50,2010-09-27 Recollections of Ajahn Chah - Everyday.mp3|https://www.abhayagiri.org/media/audio/AP_09_19_2010_AC_Daylong_11_Short_2.mp3,,,,,,,,,,,,,,,
10,Simile,,,,A child learning to write.,,Similes,,,,,,,,,,,,,
10,Reading,,0:00,,Catching a Lizard.,AChah,Similes,,,,Meditation/General advice,Sense restraint,Mindfulness of breathing,Mindfulness,,,,,,
10,Extra tags,,,,,,,,,,Clear comprehension,,,,,,,,,
10,Alternate audio,,,1:40,2010-09-27 Recollections of Ajahn Chah - Catching a Lizard.mp3|https://www.abhayagiri.org/media/audio/AP_09_19_2010_AC_Daylong_12_Short_3.mp3,,,,,,,,,,,,,,,
10,Reading,,0:00,,One Seat.,AChah,Similes,,,,Mindfulness,Buddho mantra,Volitional formations,,,,,,,
10,Alternate audio,,,2:06,2010-09-27 Recollections of Ajahn Chah - One Seat.mp3|https://www.abhayagiri.org/media/audio/AP_09_19_2010_AC_Daylong_13_Short_4.mp3,,,,,,,,,,,,,,,
11,Question,2,0:12,7:18,about how Ajahn Chah taught to deal with people externally.,,Community,,,,Ajahn Mun,Virtue,Doubt,Monastic life,Views,,,,,
11,Story,,,,A ghost tries to align the visitors sleeping in his hall.,,Ajahn Chah,Culture/Thailand,Lodging,Ghost,Communal harmony,,,,,,,,,
11,Quote,,,,You have to have an anchor in your own practice.,,Similes,,,,,,,,,,,,,
11,Question,,7:28,14:58,Did you as a Westerner have any difficulties meeting Ajahn Chah either with Buddhism or with Thailand? How did it get resolved or did it get resolved?,,Culture/West,Theravāda,Culture/Thailand,,,,,,,,,,,
11,Story,,,,Ajahn Chah replies evasively when asked three straightforward questions to teach his translator (Ajahn Pasanno) a lesson.,,Ajahn Chah,Ajahn Pasanno,Aversion,Questions,Simplicity,Teaching Dhamma,Food,Suffering,,,,,,
11,Question,,15:06,18:29,"As an abbot taking care of a community, how do you handle it when a kerfluffle comes up?",,Abbot,Ajahn Pasanno,Community,Conflict,Patience,Views,Skillful qualities,Four Noble Truths,,Yes,,,Conflict,100
11,Edited audio,,,,SRD2010_S11_F03.mp3,,,,,,,,,,,,,,,
11,Follow-up,,,,What are the antidotes to the next two Noble Truths?,,Four Noble Truths,,,,,,,,,,,,,
11,Question,,18:42,20:16,"When I'm mindful, then I become more aware of suffering. I could just go into story and not know that I'm suffering, so why would we choose to become aware of the suffering?",,Mindfulness,Suffering,Proliferation,,Cessation of Suffering,Clinging,,,,Yes,,,,
11,Quote,,,,The flavor of the end of suffering—I like that.,,Cessation of Suffering,,,,,,,,,,,,,
11,Story,,20:41,22:44,Ajahn Chah's practice matures and he receives permission to teach.,,Teaching Dhamma,,,,Wat Pah Pong,Rapture,Almsround,Ajahn Kinaree,,,,,,
11,Reading,,23:17,26:00,"from the [draft biography](): Ajahn Chah in the early years: spare, stern, and vigorous.",AJaya,Personality,Personal presence,Ardency,Ascetic practices,Similes,,,,,,,,,
11,Reference,,,,Stillness Flowing p. 137,,,,,,,,,,,,,,,
11,Indirect quote,,,,Nibbāna lies on the shores of death.|Ajahn Chah,,Ajahn Chah,Nibbāna,Death,,,,,,,,,,,
11,Reading,,26:22,29:26,from the [draft biography](): Building the road to Tam Sang Pet.,AJaya,Wat Tam Saeng Pet,Work,,,Culture/Natural environment,Ajahn Anek,Patience,Perception of a samaṇa,Ardency,,,,,
11,Reference,,,,Stillness Flowing p. 428,,,,,,,,,,,,,,,
11,Indirect quote,,,,Patient endurance is the general of practice.|Ajahn Chah,,Ajahn Chah,Patience,,,,,,,,,,,,
11,Reading,,29:28,34:47,from the [draft biography](): Ajahn Chah's ability to draw people in and respond with compassion.,AJaya,Personal presence,Compassion,Generosity,,Wat Tam Saeng Pet,Rains retreat,Sickness,Almsround,Teaching Dhamma,,,,,
11,Extra tags,,,,,,,,,,Similes,Upatakh,,,,,,,,
11,Reference,,,,Stillness Flowing p. 705,,,,,,,,,,,,,,,
11,Reading,,35:31,40:38,Ajahn Chah's first Western disciple.,,Ajahn Sumedho,History/Western Buddhist monasticism,,,Military,Humor,Monastic life,Wat Pah Pong,,,,,,
11,Reference,,,,Stillness Flowing p. 486,,,,,,,,,,,,,,,
11,Reading,,40:53,44:30,Ajahn Gavesako's first impressions of Wat Pah Pong.,,Ajahn Gavesako,Wat Pah Pong,,,Almsround,Perception of a samaṇa,Cleanliness,Humor,Unwholesome Roots,,,,,
11,Extra tags,,,,,,,,,,Dhamma,Gratitude,Upatakh,,,,,,,
11,Reference,,,,Stillness Flowing p. 502,,,,,,,,,,,,,,,
