Modified:,2025,,,,,,,,,,,,,,,,,,,,
4,Quote,0-,,,"++Reflection++: ""Five years is five years. I'll go back and give myself to Ajahn Chah."" — Ajahn Pasanno",,Ajahn Pasanno,Ajahn Chah,Relinquishment,Mentoring,,,,,,,,,,,
4,Quote,,,,There's no such thing as the ideal monastic or the ideal practitioner.,,Idealism,Monastic life,Lay life,Faith,Disrobing,Suffering,Energy,Patience,Long-term practice,,,,,,
4,,,47:36,52:32,It's been so helpful to hear stories from your own experience. Could you talk about some of the more challenging moments in your practice and how you worked with them?,,Gratitude,Ajahn Pasanno,Long-term practice,,Doubt,Patience,,,,,,,,Doubt,120
4,Quote,,,,"It's not me resolving doubt, but it's allowing the practice or the Dhamma to work.",,Doubt,Self-identity view,Dhamma,Practicing in accordance with Dhamma,Faith,Three Refuges,Patience,,,,,,,,
4,Simile,-,,,"""Getting in the vehicle and allowing it to carry you.""",,Three Refuges,Similes,,,,,,,,,,,,,
4,,,52:54,57:26,What is the Pali word for letting go or relinquishment? Is this the opposite of upādāna?,,Pāli,Relinquishment,Clinging,,Release,Progress of insight,Ajahn Pasanno,,,,,,,Progress of insight,80
4,Sutta,,,,MN 37: Sabbe dhammā nālaṁ abhinivesāya–All dhammas are not to be clung to.,,Conditionality,Clinging,,,,,,,,,,,,,
4,Sutta,,,,"SN 46.1: ...based upon seclusion, dispassion, and cessation, maturing in release.",,Progress of insight,,,,,,,,,,,,,,
4,Sutta,,,,MN 118: Ānāpānasati Sutta,,Mindfulness of breathing,,,,,,,,,,,,,,
4,,,57:29,1:00:21,Is attavādupādāna clinging to sakkāyadiṭṭhi?,,Doctrine-of-self clinging,Self-identity view,,,Fetters,Stream entry,Conceit,Views,,,,,,,
4,,,1:00:53,1:04:31,Do you think being introduced to Buddhism guided you to the contemplative life or would you have become a monk in any tradition?,,Ajahn Pasanno,Monastic life,Spiritual traditions,,Meditation,,,,,,,,,,
4,Story,,,,Ajahn Pasanno's aunt remembers that he said he wanted to be a priest when he was young.,,Ajahn Pasanno,Monastic life,,,,,,,,,,,,,
4,,u,1:04:35,1:11:15,"(A) ""Please say a few more words on posture. For example, I noticed that my body was leaning towards the left. If I weighted my right hand with intention, this seems to stop. Is this a correct tactic?"" (B) ""In my martial arts training, a goal is to relax and make the breathing easier. Is that true of vipassanā as well?""",,Posture/Sitting,Mindfulness of body,Volition,Tranquility,Aggregates,Energy,Buddha images,,,,,,,,
4,Extra tags,,,,,,Mindfulness of breathing,Insight meditation,,,,,,,,,,,,,
4,Indirect quote,,,,That looks like a farang [Western] Buddha. It looks very tense.|Ajahn Chah,,Ajahn Chah,Ajahn Sumedho,Buddha images,Artistic expression,Culture/West,Posture/Sitting,,,,,,,,,
4,,,1:12:00,1:19:58,"I had an experience yeserday in which I may have seen a group of beings above us, particularly above you....I don't think I'm crazy, but I'm very interested in what the Dhamma says about otherworldly/non-material beings.",,Deva,Goodwill,Compassion,Mental illness,Ajahn Pasanno,Culture/Thailand,Realms of existence,Culture/Natural environment,,,,,,,
4,Recollection,,,,Spirits at Wat Pah Nanachat would request Ajahn Pasanno to dedicate merit.,,Ajahn Pasanno,Wat Pah Nanachat,Funerals,Ghost,Deva,Merit,,,,,,,,,
4,Quote,-,,,"They always had to use an intermediary because I was thick, thick, thick.",,Ajahn Pasanno,Ghost,Deva,Psychic powers,,,,,,,,,,,
4,Story,,,,Ajahn Plien declares Casa Serena free of ghosts.,,Ajahn Plien,Abhayagiri,Culture/Thailand,Ghost,Rebirth,,,,,,,,,,
4,,,1:20:10,1:26:25,What is the difference between 'meditating on' versus 'contemplating' or just thinking about something. Can you give some examples how one may skillfully meditate on something versus unskillfully? What does saṅkhāra mean?,,Meditation,Recollection,Directed thought and evaluation,Skillful qualities,Concentration,Progress of insight,Self-identity view,Aggregates,,,,,,,
4,Extra tags,,,,,,Volitional formations,Pāli,,,,,,,,,,,,,
4,Reference,,,,Chanting Book p. 11: A passage to arouse urgency.,,,,,,,,,,,,,,,,
4,,,1:26:49,1:32:34,"When I think of people with spontaneous open generous hearts, they are full of mettā, karuṇā, and muditā, but do not seem equanimous. Can upekkhā come naturally or is it a result of cultivation?",,Divine Abidings,Equanimity,Conditionality,,Becoming,Liberation,Craving,Technology,,,,,,,
4,Quote,,,,"When we say not moved, it doesn't mean dull, shut down, closed off, but being completely in tune, being very clear, and then not being shaken by anything.",,Equanimity,Clear comprehension,,,,,,,,,,,,,
4,,,1:32:44,1:41:35,What is the difference between pīti and sukha?,,Rapture,Happiness,,,Continuity of mindfulness,Concentration,Jhāna,Tranquility,Unification,Mindfulness,,,,,
4,Simile,,,,A traveller through a desert learns of an oasis (pīti) then drinks and bathes at the oasis (sukha) (Path of Purification p. 139).,,Rapture,Happiness,Similes,,,,,,,,,,,,
4,Question,,1:42:00,,I'm glad that people have questions and people are reflecting on their experience of what the practice is. It's very heartening to see.,,Questions,Appropriate attention,Empathetic joy,,,,,,,,,,,,
5,,,0:00,7:17,"In the palm reader story, you mentioned that Ajahn Chah still had a lot of anger, but he chose not to act from it. So does this mean that if there was a troublesome monk, Ajahn Chah would still experience a flare of anger but have the wisdom to set it aside and consider what to do with a cool head? This sounds similar to something Ram Das said about his practice....",,Ajahn Chah,Aversion,Discernment,Ram Dass,Personality,Kamma,,,,,,,,Aversion,200
5,Extra tags,,,,,,Unwholesome Roots,,,,,,,,,,,,,,
5,Story,,,,Ajahn Jayasaro is massaging Ajahn Chah's feet when a monk undergoing a disciplinary procedure walks by.,,Ajahn Chah,Ajahn Jayasaro,Vinaya,Aversion,Fierce/direct teaching,Emotion,,,,,,,,,
5,Story,,,,Ajahn Pasanno observes Ajahn Mahā Boowa's fierce behaivor.,,Ajahn Mahā Boowa,Arahant,Fierce/direct teaching,Ajahn Pasanno,Rapture,Goodwill,,,,,,,,,
5,Quote,,,,"You never quite knew...you were always very careful around [Ajahn Chah] because you never knew which side was going to come out. It wasn't as if he was just playing with you, but he always responded to the situation or the person.",,Ajahn Chah,Heedlessness,Fierce/direct teaching,Personal presence,Teaching Dhamma,,,,,,,,,,
5,,,7:30,10:33,Would you explain the duties adult children have towards ageing parents and the duties of parents towards their children as taught by the Buddha?,,Family,Parents,Ageing,Children,Health care,Culture/Asia,,,,,,,,Parents,100
5,Extra tags,,,,,,,,,,,,,,,,,,,Children,110
5,Sutta,,,,AN 2.33: The greatest gifts to one's parents.,,Virtue,Generosity,Right View,,,,,,,,,,,,
5,,,11:00,16:00,"Reflecting on your 35 years in robes, do you have any strong lessons that stand out?",,Ajahn Pasanno,,Monastic life,Long-term practice,Patience,Ajahn Chah,Virtue,Meditation retreats,,,,,,Patience,100
5,Extra tags,,,,,,Discernment,,,,,,,,,,,,,,
5,Quote,,,,Oftentimes we don't really recognize the goodness that we're doing.,,Virtue,Perfectionism,Judgementalism,Patience,,,,,,,,,,,
5,Quote,,,,Patience isn't just enduring. It's being able to be present with experience.,,Patience,Direct experience,Present moment awareness,,,,,,,,,,,,
5,,,16:04,18:59,Is it hopeless to send loving-kindness to Mara?,,Goodwill,Māra,,,Craving,Suffering,Kamma,,,,,,,,
5,,,19:19,22:34,"When you guided meditation in the past two afternoons, I've enjoyed slipping past the high energy of rapture/joy. I found these meditations grounding and at the same time streaming with energy. I'm finding it difficult to get past joy without your vocal guidance. Can you offer suggestions?",,Rapture,Energy,Right Concentration,,Mindfulness of body,Mindfulness of breathing,,,,,,,,,
5,,,22:53,28:07,"What are the characteristics of personality? Are they conditioned by kamma and our family, culture, and nationality? How do I learn not to take mine as truth and real?",,Personality,Conditionality,Kamma,Family,Suffering,Characteristics of existence,Humor,,,,,,,Personality,70
5,Extra tags,,,,,,Cultural context,Self-identity view,,,,,,,,,,,,,
5,Fragment,r,2:28.5,3:28,,,,,,,,,,,,,,,,,
5,Recollection,,,,Ajahn Chah tended to translate anicca as uncertain or not sure.,,Ajahn Chah,Impermanence,Translation,Proliferation,Direct experience,,,,,,,,,Impermanence,85
5,,,28:36,31:46,"Just to clarify – when doing loving-kindness practice, is any phrase OK to repeat? They can be said as a chant, right? At any speed? Is any chant best for achieving concentration?",,Goodwill,Meditation/Techniques,Chanting,Concentration,Nature of mind,,,,,,,,,,
5,Quote,,,,What is really important is not so much the phrases or the methodology but the feeling that is established within the heart of lovingkindness.,,Goodwill,Meditation/Techniques,Emotion,,,,,,,,,,,,
5,Simile,,,,A tradesman with only one tool.,,Similes,Meditation/Techniques,,,,,,,,,,,,,
5,,,31:49,33:45,Sometimes when I get concentrated I have spontaneous body and/or facial movements both gross and subtle. Any comments?,,Concentration,Meditation/Unusual experiences,,,Mindfulness of body,Goodwill,,,,,,,,Meditation/Unusual experiences,100
5,,,33:55,37:38,Is gladness the same as thankfulness?,,Empathetic joy,Gratitude,,,Translation,Divine Abidings,,,,,,,,,
5,Sutta,,,,AN 6.10 Mahānāma,,Recollection/Dhamma,Gladdening the mind,,,,,,,,,,,,,
5,,,37:43,39:10,What does Pasanno mean?,,Ajahn Pasanno,Translation,,,Faith,,,,,,,,,,
5,Story,,,,Why Ajahn Pasanno's name is mispronounced.,,Ajahn Pasanno,Wat Pah Nanachat,,,,,,,,,,,,,
5,,,39:10,39:39,Can I give a metta hug to the cute little Ajahn?,,Goodwill,Ajahn Pasanno,,,,,,,,,,,,,
5,,,39:47,43:18,The near enemy to equanimity is aloofness. Can you offer clues on how to differentiate between these in oneself?,,Equanimity,Discernment,,,Skillful qualities,Unskillful qualities,Aversion,Present moment awareness,,,,,,Equanimity,130
5,Quote,,,,Tuning into kusala/akusala sorts things out really quickly.,,Skillful qualities,Unskillful qualities,Discernment,,,,,,,,,,,,
5,Sutta,,,,AN 3.65: Kālāma Sutta,,,,,,,,,,,,,,,,
5,,,43:42,51:09,"In your opinion, why do you think Mogallana is portrayed in the scriptures as mostly an idiot/unwise and Sariputta is portrayed as wise?",,Tipiṭaka,Great disciples,,,Psychic powers,Saṅgha,Conflict,Mahāyāna,Personality,,,,,,
5,Quote,,,,"But Ānanda, since when has Anuruddha been involved in disciplinary issues in the midst of the Saṅgha?|AN 4.243",,Great disciples,Saṅgha,Vinaya,Conflict,,,,,,,,,,,
5,Story,,,,Moggallāna sees a yakkha clobber Sāriputta. Ud 4.4,,Great disciples,Non-human beings,Psychic powers,,,,,,,,,,,,
