Modified:,2025,,,,,,,,,,,,,,,,,,
1,,,45:31,46:06,"In regard to self and emotions, you acknowledge and embrace it but don't hold tightly?",,Emotion,Clinging,Relinquishment,Middle Path,Discernment,,,,,,,,
1,Comment,,46:10,48:03,"In the classes I teach, we use the acronym R.A.I.N. – Recognize, Allow, Investigate, Not-identify. I explain not-identify by asking my students, ""If you say, 'I am angry,' when anger goes away, what happens to you?"" ",MMotaghy,Teaching Dhamma,Self-identity view,,,,,,,,,,,
1,,,48:05,,"The Buddha asks us to look at the things we identify with as self and notice they are not who we are. But if there's nothing else but those things, there is no self, right?",,Buddha,Middle Path,,,Teaching Dhamma,Learning,Liberation,Suffering,,,,Not-self,90
1,Follow-up,,,,Isn't there then an implication that there is something else that could be self?,,Liberation,Views,Middle Path,,,,,,,,,,
1,Comment,s,49:43,51:36,regarding not-self.,,Nature of the cosmos,Kamma,Self-identity view,,,,,,,,,,
1,Response,,,,,,Buddha,Teaching Dhamma,,,,,,,,,,,
1,Comment,,51:38,,"I've found it helpful to recognize that for me there aren't any right answers, only right questions.",,Culture/West,Questions,,,,,,,,,,,
1,Response,,,,,,Self-identity view,,,,,,,,,,,,
1,,,52:16,,"Is the heir to my thoughts, words, and deeds me or some other guy?",,Kamma,Rebirth,,,Becoming,Cessation,Self-identity view,Direct experience,,,,,
1,,,53:47,56:57,The fear that arises upon the realization that there's nothing there is so strong that it takes away from the awareness being able to stay with it. Any suggestions?,,Fear,Knowledge and vision,,,Recollection,Goodwill,Gladdening the mind,Suffering,Cessation of Suffering,,,,
1,Extra tags,,,,,,,,,,Learning,Faith,,,,,,,
2,Comment,,27:47,,"With the analogy of the scent and the flower (SN 22.89), it sounds like it [the sense of self] is relational and there is an effect. But it gets tricky...",,Conditionality,,,,,,,,,,,,
2,Response,,,,,,Self-identity view,,,,,,,,,,,,
2,,,28:35,,Does everything point back to the third satpaṭṭhāna (mindfulness of mind)?,,Mindfulness of mind,,,,Aggregates,,,,,,,,
2,Sutta,,,,Dhp 1,,,,,,,,,,,,,,
2,,,29:44,32:43,Ajahn Mun taught Ajahn Chah to distinguish between the mind and mind objects. Is the mind that distinguishes between these a development of ordinary mind or a larger mind that we tap into as we develop wisdom?,,Ajahn Mun,Ajahn Chah,Heart/mind,Moods of the mind,Conditionality,Liberation,Direct experience,,,,,,
2,Extra tags,,,,,,Nature of mind,Discernment,,,,,,,,,,,
2,Response,,,,Both of these are wrong.,,Proliferation,,,,,,,,,,,,
2,Sutta,,,,MN 11 Cūḷasīhanāda Sutta,,,,,,,,,,,,,,
2,Comment,,32:47,34:58,about working with not-self in direct experience in relation to discomfort and awareness of embodied release.,RCenter,Direct experience,Feeling,Suffering,Impermanence,,,,,,,,,
2,Extra tags,,,,,,Mindfulness of body,Relinquishment,Fear,,,,,,,,,,
2,Response,,,,,,Proliferation,,,,,,,,,,,,
2,,,35:06,,I wanted to confirm that we're also not putting this self on other objects like the redness belonging to the rose.,,Proliferation,,,,,,,,,,,,
2,Quote,,,,It makes me suffer when those roses turn black and they're still on the shrine...which happens all the time!,,Ajahn Pasanno,Abhayagiri,Devotional practice,Impermanence,,,,,,,,,
2,,,36:43,37:31,Things change. But can't that be part of its nature that things change?,,Impermanence,,,,,,,,,,,,
2,,,46:44,47:14,Could you say that attavādupādāna is that very trying to say 'Is it self or is to no self?',,Doctrine-of-self clinging,,,,,,,,,,,,
2,,,53:59,,Do you think it's enough to just be aware of the suffering that's caused by the clinging to self?,,Suffering,Clinging,Self-identity view,Dispassion,Characteristics of existence,Cessation,Ignorance,Knowledge and vision,Release,,,,
2,Extra tags,,,,,,,,,,Proliferation,,,,,,,,
2,Quote,,,,The most efficacious investigation comes from a still mind.,,Concentration,Calming meditation,Insight meditation,,,,,,,,,,
2,Comment,,58:20,59:50,What you said reminds me of 'da resin.' [audio unclear],,,,,,,,,,,,,,
2,Response,,,,"""It's that sticky bit that creates the problems.""",,Clinging,Self-identity view,Views,Becoming,Present moment awareness,,,,,,,,
2,Quote,,59:52,1:01:04,"One of the things I often attend to is the juxtaposition of stillness and movement. It's not that one is right and the other wrong. We can be still and really dull or the mind can move with clarity and acuity. But stillness and movement, what's generating it, what's pushing it? That bhavadiṭṭhi/vibhavadiṭṭhi is the engine behind it and the force behing the arising of a sense of self, a sense of me.",,Ajahn Pasanno,Insight meditation,Calming meditation,Right Concentration,,,,,,,,Becoming,150
2,Extra tags,,,,,,Clear comprehension,Nature of mind,Conditionality,Becoming,,,,,,,,Self-identity view,200
2,Extra tags,,,,,,Craving not to become,Views,Self-identity view,,,,,,,,,,
2,Comment,,1:01:06,1:03:31,"Before I get to all that [deep reflection on not-self], in the meantime I thing of Luang Por Sumedho's saying, 'Every time I think of myself, I get depressed.'",,Ajahn Sumedho,Self-identity view,Depression,,,,,,,,,,
2,Response,,,,,AP,Five Precepts,,,,,,,,,,,,
2,Quote,-,,,"It's difficult but it's not that complicated. The Buddha's teachings go against the grain of our conditioning and habits, but the essence of it is quite simple.",AP,Proliferation,Right Effort,Craving,Simplicity,Practicing in accordance with Dhamma,,,,,,,,
2,Comment,,1:03:40,,"I notice how the mind defends suffering because it's so closely related to that idea of self. But if I let go of defending, what am I?",RCenter,Clinging,Self-identity view,Relinquishment,,,,,,,,,,
2,Response,,,,,,Practicing in accordance with Dhamma,Learning,Cessation of Suffering,,,,,,,,,,
2,,,1:05:12,1:06:41,Is bhavadiṭṭhi the same word as cultivation (bhāvanā)?,,Becoming,Views,Meditation,Pāli,Etymology,,,,,,,,
