Modified:,2026,,,,,,,,,,,,,,,,,,
1,Story,,,,Ajahn Paññānanda gives a talk at an Isan school where pictures of Marx and Lenin were placed in the assembly hall.,,Ajahn Paññānanda,Culture/Thailand,Politics and society,,,,,,,,,,
1,Story,,,,Driving through military checkpoints on the way to Ajahn Fun's funeral.,,Ajahn Fun,Funerals,Ajahn Chah,Military,,,,,,,,,
1,Story,,,,Communist guerillas attend a Kaṭhina ceremony by night and government soldiers by day.,,Kaṭhina,Ajahn Waen,Politics and society,Military,,,,,,,,,
1,,,56:50,58:36,Why did Isan become such an epicenter for spiritual development?,,Geography/Thailand,Culture/Thailand,,,Poverty,Simplicity,Community,,,Yes,,,
1,,,58:52,1:01:55,"You're one of the first Western monks that came to see and study under Ajahn Chah. How did Ajahn Chah give you lessons, especially in the beginning when you didn't speak Thai? Dhamma talks were given in Thai. How did you understand them and how did you learn Thai?",,Teaching Dhamma,Language,Thai,,Isan,Direct experience,,,,,,,
1,Indirect quote,,,,Teaching Westerners isn't difficult. It's just like teaching buffaloes.|Ajahn Chah,,Ajahn Chah,Teaching Dhamma,Similes,Humor,,,,,,,,,
1,Indirect quote,,,,The language of Dhamma is the language of feeling.|Ajahn Chah,,Ajahn Chah,Language,Dhamma,Direct experience,,,,,,,,,
1,Reading,,1:01:56,1:11:44,Stillness Flowing pp. 93-97: Ajahn Chah trains his mind while making a bowl lid.,,Work,Meditation,Almsbowl,,,,,,,,,,
1,Reading,,1:11:45,1:14:21,"Stillness Flowing pp. 97-98: ""Teachings from a Barking Deer.""",,Tudong,Sickness,Discernment,,,,,,,,,,
2,Reflection,s,1:23:00,1:28:13.5,before the meal offering at Spirit Rock.,,Almsfood,,,,Requisites,Anumodanā,Generosity,Perception of a samaṇa,Mutual lay/Saṅgha support,,,,
2,Indirect quote,0,,,"Ajahn Chah regarding almsfood in London: ""You're not going for the food; you're going for the people.""",,Ajahn Chah,Hampstead Vihara,Almsround,,,,,,,,,,
3,Reflection,s,1:29:13,1:32:56.5,on the lasting benefit of Ajahn Chah's life.,,,,,,Dhamma books,Ajahn Jayasaro,Sickness,Teaching Dhamma,,,,,
3,Recollection,,1:33:15,1:36:18,Ajahn Pasanno's first visit to Wat Pah Pong and impressions of Ajahn Chah.,,Ajahn Pasanno,Wat Pah Pong,,,Monastic life,Temporary ordination,,,,,,,
3,Reflection,,1:36:39,1:37:04,Ajahn Chah was a trustworthy human being.,,Trust,,,,,,,,,,,,
3,Recollection,,1:37:07.5,1:39:39,Ajahn Chah was hard on Ajahn Pasanno for a year before Ajahn Pasanno gave up.,,Ajahn Pasanno,Fierce/direct teaching,Relinquishment,,,,,,,,,,
3,Recollection,o,1:39:21,1:43:44,Ajahn Chah's lay disciples practiced all night on lunar observance days.,,Lay life,Lunar observance days,Devotion to wakefulness,,Ajahn Pasanno,Festival days,,,,,,,
3,Recollection,,1:43:52,1:48:12,The 100th Anniversary Ajahn Chah Remembrance Day.,,Ajahn Chah Remembrance Day,,,,Wat Pah Pong,Weather,Technology,,,,,,
3,Reflection,,1:48:28.5,1:49:26,"Ajahn Chah's teachings laid the foundations for Right View and sīla, integrity.",,Right View,Virtue,,,,,,,,,,,
3,Reflection,,1:49:28,1:55:39,Ajahn Chah encouraged a mature faith in the Three Refuges.,,Three Refuges,Faith,,,Buddha,Dhamma,Superstition,,,,,Three Refuges,90
3,Reading,,,,Stillness Flowing pp. 612-614.,,,,,,,,,,,,,,
3,Sutta,,,,"SN 22.87: ""Whoever sees the Buddha sees the Dhamma.""",,Buddha,Dhamma,,,,,,,,,,,
3,Comment,0,1:57:11,1:58:14,Information about the [_Stillness Flowing_ audiobook](https://www.jayasaro.panyaprateep.org/en/audio-album/9).,,Dhamma books,Dhamma online,,,Ajahn Siripañño,,,,,Yes,,,
3,Note,,,,The audio book was finally published in 2021.,,,,,,,,,,,,,,
3,Reading,,1:58:50,2:03:33,Stillness Flowing pp. 678-680.,,Heedlessness,Similes,Lay life,,,,,,,,,,
3,,,2:04:19,2:06:51,I came across a section of _The Island_ talking about the Tenfold Path (p. [235](The Island p. 235)). Could you speak a little bit about the last two (Right Knowledge and Right Liberation)?,,Eightfold Path,Knowledge and vision,Liberation,,Suffering,,,,,Yes,,,
3,Sutta,,,,"MN 22.37: ""I teach dukkha and the end of dukkha.""",,Suffering,,,,,,,,,,,,
3,,,2:07:00,2:11:25,"At these celebrations [at Wat Pah Pong], are there a lot of little kids and family members? How can I encourage my seven and eight year old daughters to practice?",,Festival days,Wat Pah Pong,Children,Meditation,Monasteries,Culture/Thailand,Abhayagiri,Novices,Culture/Natural environment,Yes,,,
3,,,2:11:33,2:12:00,Are you inviting us to the birthday party on June 17 at Abhayagiri?,,Abhayagiri,Festival days,,,,,,,,,,,
3,,,2:12:04,2:13:15,Could you say more about Ajahn Chah's irritability?,,Fierce/direct teaching,,,,Heedlessness,,,,,,,,
3,Comment,,2:13:27,2:15:06.5,I found reading [Stillness Flowing]() an amazing journey. ...,,Dhamma books,,,,,,,,,,,,
3,Response,,,,,,Ajahn Jayasaro,,,,,,,,,,,,
3,,,2:15:21,2:18:15,"There's tremendous value in having a teacher who can remind you or impose that urgency of practice. As a layperson who doesn't have that resource, what strategies would you use to call the urgency back in and not get distracted?",,Spiritual urgency,Lay life,,,Dhamma books,Sutta,Dhamma online,Time management,,Yes,,Spiritual urgency,120
3,,,2:18:25,2:22:21,"Referring to the inner coach or the inner voice, what advice would you give in distinguishing between ferocious wisdom that redirects you back to the path and the inner critic that is just telling you that you suck?",,Spiritual urgency,Fierce/direct teaching,Guilt/shame/inadequacy,,Discernment,Skillful qualities,Judgementalism,,,Yes,,,
3,Comment,0,2:22:38,2:25:39,Appreciation for hearing Ajahn Chah's teachings to lay people and reflections on spiritual perfectionism.,,Lay life,Perfectionism,,,,,,,,,,,
3,Response,,,,,,Culture/West,Idealism,Culture/Thailand,Cessation of Suffering,,,,,,,,,
3,,u,2:25:51,2:28:20,A Burmese monk I met credited Ajahn Chah as the person who raised the level of monastic conduct in Thailand. Is this characterization true?,,Vinaya,History/Thai Buddhism,,,Thai Forest Tradition,,,,,,,,
3,Quote,,,,One of the beauties of the Buddha's teaching is that he sowed the seeds within the teaching of its own regeneration if people pick it up and practice it.,,Teaching Dhamma,,,,,,,,,,,,
3,,,2:28:24,2:34:27,When Ajahn Chah was making the lid for his bowl (Stillness Flowing p. 94) and he stopped himself from thinking about working while he was resting or meditating ... how did that flow for him?,,Almsbowl,Proliferation,Fierce/direct teaching,,Discernment,Patience,Learning,Humor,,,,,
3,Quote,,,,"If you can't laugh at yourself as a practitioner, then you're sunk.",,Humor,,,,,,,,,,,,
3,Story,,,,"Ajahn Chah makes a large ball of sticky rice for himself then comments, ""When I was younger, I used to be able to pack it; I'm getting old now.""",,Ajahn Chah,Ageing,Food,Humor,,,,,,,,,
4,Reflection,,2:39:26,2:42:10,Ajahn Chah would encourage people to use whatever practice helped support mindfulness and reflective investigation.,,Meditation/Techniques,Mindfulness,Recollection,,,,,,,,,,
4,Story,,,,"When Ajahn Sumedho arrived at Wat Pah Pong, he asked Ajahn Chah if he can continue the hua tou practice he had been using.",,Ajahn Sumedho,Ajahn Chah,Hua tou,,Master Hsu Yun,Meditation/Techniques,Meditation/Results,,,,,,
4,Indirect quote,,2:42:44,2:44:02,"If you see someone going off in the ditch on the right-hand side, you say, 'Go left, go left!' If you see them wandering off the trail on the left-hand side, you say, 'Go right, go right!'|Ajahn Chah",,Ajahn Chah,Jack Kornfield,Middle Path,,Meditation/Techniques,,,,,,,,
4,Reading,,2:44:12,2:47:47,"Stillness Flowing pp. 325-326: ""The Single Chair.""",,Meditation,Mindfulness,,,,,,,,Yes,,,
4,Reading,,2:48:07,2:49:27,Stillness Flowing pp. 326-327: Ajahn Chah's teachings about meditation posture.,,Posture/Sitting,,,,,,,,,,,,
4,Recollection,o,2:49:16,2:51:15,Ajahn Chah learned to deal with the machinations of the minds of his Western disciples.,,Proliferation,Culture/West,,,Tranquility,Patience,Investigation of states,,,,,,
4,Reading,,2:51:28,2:58:21,Stillness Flowing pp. 373-374: Ajahn Chah's approach to jhāna.,,Jhāna,Right Concentration,,,Wrong concentration,,,,,,,,
4,Reflection,3,,,A sense of ease and the quality of knowing is what takes one to places of insight.,AP,Happiness,Knowing itself,Insight meditation,,,,,,,,,,
4,Reading,,2:59:31,3:05:52,Stillness Flowing pp. 370-373: Ajahn Chah's perspective on samatha and vipassanā.,,Calming meditation,Insight meditation,,,,,,,,,,,
4,Comment,,3:06:49,3:08:20,I really liked the way Ajahn Chah and you explained the chain of Dependent Origination. I'm trying to just observe and be in the moment. I'm noticing that awareness breaks the chain in Dependent Origination.,,Dependent origination,Present moment awareness,Knowing itself,,,,,,,,,,
4,Response,,,,,,,,,,,,,,,,,,
4,,,3:08:38,3:11:31,"I have a question about attachment. When you mentioned 1,000 monks [at Wat Pah Pong], does this have anything to do with attachment?",,Clinging,Ajahn Chah Remembrance Day,,,Suffering,Cause of Suffering,Pāli,Ajahn Chah,,Yes,,,
4,,,3:11:31,3:14:33,"My understanding of samādhi is the one-pointedness of attention that focuses on the ānāpāna spot, whereas vipassanā is not. When you were reading about how they were the same (Stillness Flowing p. 372), my understanding went right out the window.",,Concentration,Unification,Mindfulness of breathing,Insight meditation,Language,,,,,,,,
4,Other,,,,"""The firm establishing of the mind""---The Thai translation of samādhi.",,Concentration,Thai,Translation,,,,,,,,,,
4,Sutta,,,,AN 3.102: Pliable and ready to work.,,,,,,,,,,,,,,
4,,,3:14:37,3:15:45,What is your view of the mindfulness movement that has happened in the United States? I think it lacks the ethical component that is taught in Buddhism.,,Secular Buddhism,Virtue,,,,,,,,Yes,,,
4,,,3:15:50,3:24:47,Can you speak about Ajahn Chah's time with Ajahn Mun and the influence of that time on his sense of practice?,,Ajahn Mun,,,,History/Thai Buddhism,Thai sects,Vinaya,Conscience and prudence,,,,Ajahn Mun,250
4,Indirect quote,,,,Mahānikāya needs good monks too.|Ajahn Mun,,Ajahn Mun,Thai sects,Ajahn Chah,,,,,,,,,,
4,Indirect quote,,,,"In the end, what you have to understand is the difference between the moods of the mind and the essential mind, the mind itself.|Ajahn Mun",,Ajahn Mun,Moods of the mind,Heart/mind,,,,,,,,,,
4,Recollection,,,,Ajahn Chah also trained with Ajahn Mun's disciples Ajahn Kinaree and Ajahn Tongrat.,,Ajahn Chah,Ajahn Mun,Ajahn Kinaree,Ajahn Tongrat,,,,,,,,,
4,,,3:24:49,3:27:28,"You made a distinction between wrong samādhi and right samādhi. I imagine wrong samādhi has a certain lack of clarity but a feeling of settledness. Earlier you mentioned that you could hear the tone of the voice of the inner critic. Can you apply the same thing to samādhi? If one becomes aware of wrong samādhi, would it be concentration or mindfulness that reveals that?",,Wrong concentration,Right Concentration,Investigation of states,Concentration,,,,,,Yes,,,
4,Extra tags,,,,,,Mindfulness,,,,,,,,,,,,
4,Quote,,,,"As the mind becomes more settled, then the mind becomes more sneaky as well.",,Wrong concentration,Delusion,,,,,,,,,,,
4,Follow-up,,,,Is this knowing somatically or more of a mental experience?,,Mindfulness of body,Mindfulness of mind,,,,,,,,,,,
4,,,3:28:10,3:30:02,Could you speak about metta in the context of both samādhi and vipassanā?,,Goodwill,Concentration,Insight meditation,,Self-identity view,Relinquishment,,,,Yes,,,
4,Quote,,,,I never heard Ajahn Chah talk much about metta. He just oozed it.,,Ajahn Chah,Goodwill,Personal presence,,,,,,,,,,
4,,B,3:30:18,3:33:20,"After you became a monk, how long did it take you to have your first insight that was significant to you? What was it?",,Ajahn Pasanno,Monastic life,Insight meditation,,Not-self,Relinquishment,,,,Yes,,,
4,,u,3:33:25,3:36:33,"[After describing 20 years of meditation practice], ""A few weeks ago, I noticed that I had a lot of wrong view. ... Now, when I sit in meditation and part of me is very calm and still, there's a voice that comes up. I can't tell whether it's a doubting voice, the restlessness creeping in again, or discernment and mindfulness of not being too calm and asleep.",,Concentration,Views,Discernment,,Ajahn Chah,Mindfulness,,,,Yes,,,
4,,,3:36:50,3:40:48,"How did Ajahn Chah distinguish between positive passing mood states and the essential qualities of the mind, the radiance of the mind?",,Moods of the mind,Skillful qualities,Heart/mind,Nature of mind,Impermanence,Not-self,Self-identity view,,,,,,
4,Indirect quote,,,,It's just that much.|Ajahn Chah,,Ajahn Chah,,,,,,,,,,,,
4,Follow-up,,,,And yet we're not always able to rest in the radiant qualities of the essential mind either.,,Heart/mind,Impermanence,,,,,,,,,,,
4,,,3:41:04,3:42:20,I always hear that it's rare to get a precious human life. Why are we incarnated? What are we achieving on this plane that we can't achieve on a spiritual plane?,,Human,Rebirth,Realms of existence,,Discernment,Compassion,,,,Yes,,,
4,Reading,,3:43:13,3:56:16,"Stillness Flowing pp. 375-379: ""Beyond the Monkey.""",,Disenchantment,Characteristics of existence,Liberation,,,,,,,,,,
4,Reflection,3,,,The quality of disenchantment is bright and radiant.,AP,Disenchantment,Translation,Etymology,,,,,,,,,,
4,Sutta,,,,AN 11.1: Causal chain from delight to disenchantment.,,Happiness,Conditionality,Disenchantment,,,,,,,,,,
