Modified:,2025,,,,,,,,,,,,,,,,,,
Session #,Kind,Flags,Start time,End time,Text,Teachers,QTag1,QTag2,QTag3,QTag4,ATag1,ATag2,ATag3,ATag4,ATag5,Off topic?,Exclude?,FTags,FTagOrder
2,Quote,0,,,"""This is the nature of enlightenment. It's the extinguishing of fire, the cooling of that which was hot. This is peace. This is the end of saṃsāra, the cycle of birth and death.""",AChah,Liberation,Nibbāna,Similes,Cessation,,,,,,,,,
2,Extra tags,,,,,,Saṃsāra,,,,,,,,,,,,
2,Fragment,,,,,,,,,,,,,,,,,,
2,Quote,0,,,"""If the tears don't come, we don't really accept truth.""",AChah,Suffering,Truth,,,,,,,,,,,
2,Note,-,,,"""Living with the Cobra"" omits this quote and other more personal aspects of Ajahn Chah's teaching to Marjorie.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2,Append audio,,10:16,11:02,,,,,,,,,,,,,,,
2,Append audio,,11:54,12:44,,,,,,,,,,,,,,,
2,Append audio,,14:13,15:46,,,,,,,,,,,,,,,
2,Append audio,,16:48,18:01.5,,,,,,,,,,,,,,,
2,Append audio,,18:52,19:49,,,,,,,,,,,,,,,
2,Append audio,,1:36.2,3:21,Ajahn Chah Weekend - 13 - Teachings to Marjorie - Ajahn Chah.mp3,,,,,,,,,,,,,,
2,Append audio,,4:09,4:46,,,,,,,,,,,,,,,
2,Append audio,,5:41,6:28,,,,,,,,,,,,,,,
2,Append audio,,8:50,11:00,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2,Teaching,f,10:16,11:02,Maintain mindfulness throughout the day and night.,AChah,Continuity of mindfulness,,,,Mindfulness,Postures,Clear comprehension,Discernment,,,,Continuity of mindfulness,70
2,Read by,,,,,Kittisaro,,,,,,,,,,,,,
2,Quote,f,14:13,15:46,There's just suffering arising and passing away.,AChah,Suffering,Impermanence,,,Mindfulness,Clear comprehension,Discernment,Birth,Death,,,Impermanence,80
2,Extra tags,,,,,,,,,,Continuity of mindfulness,,,,,,,,
2,Read by,,,,,Kittisaro,,,,,,,,,,,,,
2,Quote,f,16:48,18:01.5,You'll want to make an end of things.,AChah,Dispassion,Cessation,,,Impermanence,Relinquishment,Direct experience,Self-identity view,,,,Dispassion,80
2,Extra tags,,,,,,,,,,,,,,,,,Cessation,80
2,Read by,,,,,Kittisaro,,,,,,,,,,,,,
2,Quote,f,1:36.2,3:21,"This is the nature of enlightenment. It's the extinguishing of fire, the cooling of that which was hot. This is peace. This is the end of saṃsāra, the cycle of birth and death.",AChah,Liberation,Nibbāna,Similes,Cessation,Dispassion,Discernment,Relinquishment,Delusion,Unwholesome Roots,,,Nibbāna,70
2,Extra tags,,,,,,Saṃsāra,,,,Happiness,Unconditioned,,,,,,,
2,Read by,,,,,Kittisaro,,,,,,,,,,,,,
2,Alternate audio,,,,Ajahn Chah Weekend - 13 - Teachings to Marjorie - Ajahn Chah.mp3,,,,,,,,,,,,,,
2,Append audio,,4:09,4:46,,,,,,,,,,,,,,,
2,Append audio,,5:41,6:28,,,,,,,,,,,,,,,
2,Quote,f,8:50,11:00,"If the tears don't come, we don't really accept truth.",AChah,Suffering,Truth,,,Compassion,Wat Pah Pong,Cessation of Suffering,,,,,Suffering,80
2,Read by,,,,,Kittisaro,,,,,,,,,,,,,
2,Alternate audio,,,,Ajahn Chah Weekend - 13 - Teachings to Marjorie - Ajahn Chah.mp3,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2,Teaching,0o,6:35,7:54,"++Teachings++ to Marjorie by [Ajahn Chah](teacher:), Thai only.",AChah,Thai audio,,,,,,,,,,,,
2,Append audio,,9:09,10:14,,,,,,,,,,,,,,,
2,Append audio,,11:02,11:50,,,,,,,,,,,,,,,
2,Append audio,,12:44,14:10,,,,,,,,,,,,,,,
2,Append audio,,15:46,16:45,,,,,,,,,,,,,,,
2,Append audio,,18:00,18:49,,,,,,,,,,,,,,,
2,Append audio,,0:00,1:36.2,Ajahn Chah Weekend - 13 - Teachings to Marjorie - Ajahn Chah.mp3,,,,,,,,,,,,,,
2,Append audio,,3:21,4:06,,,,,,,,,,,,,,,
2,Append audio,,4:46,5:39,,,,,,,,,,,,,,,
2,Append audio,,6:28,8:50,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2,Recollection,3,11:03,11:32,"Context of ""Teachings to Marjorie.""",AA,Wat Pah Pong,,,,,,,,,,,,
2,Alternate audio,,,,Ajahn Chah Weekend - 13 - Teachings to Marjorie - Ajahn Chah.mp3,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
3,Other,,0:04,1:34,[Ajahn Amaro](teacher:) introduces Kittisaro and Ajahn Jitindriyā.,AA,Kittisaro,,,,,,,,,,,,
3,Quote,,1:45,,I met Ajahn Chah through the eyes and hearts of those who lived with him.,,Amaravati,Meditation retreats,Ajahn Amaro,,,,,,,,,,
3,Indirect quote,,3:22,,The language of wisdom is the language of the heart.|Ajahn Chah,,Ajahn Chah,Language,Discernment,Mindfulness,Liberation,Spiritual search,Monastic life/Motivation,,,,,,
3,Story,,5:23,,Ajahn Amaro meets Ajahn Chah.,,Ajahn Amaro,,,,Work,Monastic life,Faith,,,,,,
3,Story,,6:31,,"""Sleep is delicious.""",,Ajahn Amaro,Sloth and torpor,,,Fear,Discernment,,,,,,,
3,Recollection,3,8:10,,Ajahn Chah teaches his disciples in everyday living situations.,,Teaching Dhamma,Everyday life,,,,,,,,,,,
3,Story,,,,"""Is the log heavy?""",,Ajahn Chah,Relinquishment,Clinging,Suffering,,,,,,,,,
3,Story,,,,A monk drops a tape recorder after getting an electric shock.,,Ajahn Chah,Relinquishment,Suffering,,,,,,,,,,
3,Quote,,10:49,,"I never lived with him, so I never got the chance to get disillusioned with him.",,Discernment,Teachers,,,Teaching Dhamma,Clinging,,,,,,,
3,Story,,11:57,,Ajahn Sumedho wants Ajahn Chah to affirm whether he had attained a degree of insight.,,Ajahn Sumedho,Stages of awakening,,,Impermanence,Liberation,Bowing,Becoming,,,,,
3,Reference,,,,Collected Teachings p. 606,,,,,,,,,,,,,,
3,Indirect quote,,,,"We talk about things to develop and thigs to give up, but there's really nothing to develop and nothing to give up.|Ajahn Chah",,Ajahn Chah,Right Effort,Relinquishment,Emptiness,Dispassion,,,,,,,,
3,Reference,-,,,Collected Teachings p. 102,,,,,,,,,,,,,,
3,Recollection,3,14:59,,The way Ajahn Chah trained was phenomenal.,,Ardency,Courage,Right Effort,,,,,,,,,,
3,Quote,,15:48,17:47,I feel incredibly indebted to Ajahn Chah.,,Gratitude,Respect for elders,,,Cultural context,Language,Teaching Dhamma,Goodwill,Perfectionism,,,,
4,Other,,0:09,3:04,[Ajahn Amaro](teacher:) introduces Ajahn Sumedho.,AA,,,,,Amaravati,Abhayagiri,Spirit Rock,Teachers,Meditation retreats,,,,
4,Teaching,,3:10,,The inspiration of Ajahn Chah.,,,,,,Mahatma Gandhi,Discernment,Humility,Goodwill,Mentoring,,,,
4,Extra tags,,,,,,,,,,Faith,Learning,,,,,,,
4,Quote,,6:05,,He made sense out of monasticism.,,Monastic life,Saṅgha,,,Vinaya,Dhamma,Trust,,,,,Vinaya,100
4,Quote,,8:21,,"I think with any Westerner, we're so full of ourselves when we go [to Asia]. We want to get enlightened....",,Culture/West,Conceit,Liberation,,Mentoring,Respect for elders,,,,,,,
4,Story,,9:35,,How Ajahn Sumedho met Ajahn Chah.,,,,,,Language,Military,Vinaya,Ordination,,,,,
4,Teaching,3,12:30,,How Ajahn Chah taught me.,,Teaching Dhamma,,,,Ageing,Faith,Happiness,Vinaya,Humor,,,Ajahn Sumedho,80
4,Extra tags,,,,,,,,,,Self-identity view,Culture/West,,Goodwill,Right Effort,,,,
4,Extra tags,,,,,,,,,,Idealism,Clinging,,,,,,,
4,Quote,,,,It was through example that I really learned.,,Ajahn Sumedho,Ajahn Chah,,,,,,,,,,,
4,Teaching,3,17:11,26:07,How would Ajahn Chah fare in England?,,History/Western Buddhist monasticism,Culture/West,,,Respect for elders,Culture/Thailand,Vinaya,Discernment,Pace of life,,,,
4,Story,,,,An emergency landing in Rome.,,Ajahn Chah,Ajahn Sumedho,Fear,Sensual desire,,,,,,,,,
4,Story,,,,Ajahn Chah was threatened while walking almsround in London.,,Ajahn Chah,Ajahn Sumedho,Almsround,Dhamma,,,,,,,,,
4,Teaching,3,26:11,36:35,Ajahn Chah made me look at myself.,,Teaching Dhamma,,,,Hearing the true Dhamma,Posture/Sitting,Pain,Aversion,Admonishment/feedback,,,Ajahn Sumedho,100
4,Extra tags,,,,,,,,,,Humor,Patience,Goodwill,Discernment,Contentment,,,,
4,Extra tags,,,,,,,,,,Cessation,Happiness,Saṅgha,Views,Relinquishment,,,,
4,Indirect quote,,,,Your practice now is patience.|Ajahn Chah,,Ajahn Chah,Ajahn Sumedho,Patience,,,,,,,,,,
4,Story,,,,Ajahn Chah chats for hours after Pāṭimokkha.,,Ajahn Chah,Ajahn Sumedho,Idle chatter,Patience,Judgementalism,Aversion,,,,,,,
5,Other,,0:13,1:44,[Ajahn Amaro](teacher:) introduces Ajahn Pasanno.,AA,Ajahn Pasanno,,,,Abhayagiri,Wat Pah Nanachat,,,,,,,
5,Story,,2:00,,How I met Ajahn Chah.,,Ajahn Pasanno,,,,Types of monks,Wat Pah Pong,Seclusion,,,,,,
5,Indirect quote,,,,"If you want to stay here, you have to be here for five years.|Ajahn Chah",,Ajahn Chah,Ajahn Pasanno,Sequence of training,,,,,,,,,,
5,Quote,,5:42,,"Ajahn Chah was a wonderful teacher, but more important, he was a trainer. He trained people how to live.",,Teaching Dhamma,Monastic life,Mutual lay/Saṅgha support,,,,,,,,,,
5,Story,,,,Māghā Pūjā at Wat Pah Pong.,,Festival days,Lunar observance days,Wat Pah Pong,Meditation,Devotion to wakefulness,Lay life,Saṅgha,,,,,,
5,Story,,8:55,10:47,Thousands of people receive Ajahn Chah upon his return from England.,,Gratitude,,,,Almsround,Lay life,,,,,,,
5,Recollection,3,10:50,16:51,The sea of faith in Northeast Thailand.,,Faith,Culture/Thailand,,,Poverty,Culture/Natural environment,Geography/Thailand,Thai Forest Tradition,Self-reliance,,,Culture/Thailand,200
5,Extra tags,,,,,,,,,,Patience,Teaching Dhamma,Suffering,,,,,,
5,Reflection,3,,,"In Central Thailand, lay people don't come to the monastery on observance days.",,Culture/Thailand,Lay life,Lunar observance days,,Ajahn Pasanno,Tudong,Faith,,,,,,
5,Recollection,,16:51,,The direct and earthy culture of Northeast Thailand.,,Culture/Thailand,Language,,,,,,,,,,,
5,Story,,,,A direct teaching to a man whose wife had died.,,Ajahn Chah,Fierce/direct teaching,Death,Suffering,Teaching Dhamma,Grief,,,,,,,
5,Quote,,20:29,,He really didn't give us a lot of room to feed or problems and our neuroses and our desires and our attachments....That was an extraordinary gift.,,Teaching Dhamma,Nutriment,Suffering,Delusion,,,,,,,,,
5,Extra tags,,,,,,Craving,Clinging,Gratitude,,,,,,,,,,
5,Reflection,3,21:12,23:36,Ajahn Chah used the forest environment to train us.,,Culture/Natural environment,Teaching Dhamma,,,Pace of life,,,,,,,Culture/Natural environment,100
5,Story,,,,Two mating lizards fall out of a tree.,,Ajahn Chah,Almsround,Ajahn Pasanno,Animal,Sensual desire,Suffering,,,,,,,
6,Story,,0:07,,Ajahn Amaro tells his mother that he's never eaten so well since he became a Buddhist monk.,,Ajahn Amaro,Food,Monastic life,,,,,,,Yes,,,
6,Chanting,0,0:56,,"Favorite verses of Ajahn Chah: ""Buddhaṃ me jīvitaṃ yāva-nibbānaṃ saraṇaṃ gacchāmi.""|| Recounted by {teachers}.",,Mantra,Ajahn Chah,Three Refuges,Nibbāna,Unwholesome Roots,Ajahn Sundarā,,,,,,,
6,Indirect quote,,,,Nibbāna is complete normality.|Ajahn Chah,,Ajahn Chah,Nibbāna,Naturalness,,,,,,,,,,
6,Chanting,0,2:51,4:06,Chanting instructions|| by {teachers}.,ASundara,Chanting,,,,Mindfulness of breathing,,,,,,,,
7,Chanting,,Session,,"on Buddha, Dhamma and Saṇgha.",,Three Refuges,Nibbāna,,,,,,,,,,,
8,Reading,m,0:00,,"""Meditation"" from Living Dhamma pp. 50-53.",,,,,,,,,,,,,,
8,Read by,,,,,AJitindriya,,,,,,,,,,,,,
8,Reflection,3,,,"""Cultivate the tree right from the seed.""",,Similes,,,,Practicing in accordance with Dhamma,,,,,,,,
8,Reflection,3,,,"""To practice in a way that's peaceful means to place the mind neither too high or too low, but at the point of balance.""",,Middle Path,,,,Ajahn Chah,,,,,,,,
8,Reflection,3,,,"""So many teachers, so many teachings.""",,Teachers,Doubt,Meditation/Techniques,,,,,,,,,,
8,Teaching,3,,,"""Where there is knowing, there is no need to think.""",,Knowing itself,Directed thought and evaluation,Tranquility,Mindfulness,Discernment,Proliferation,,,,,,,
8,Fragment,,,,,,,,,,,,,,,,,,
8,Teaching,0,,,"""Resolve that right now is the time for training the mind and nothing else.""",,Ardency,Meditation,Mindfulness of breathing,Body scanning,Relinquishment,Sense restraint,Tranquility,,,,,,
8,Fragment,,,,,,,,,,,,,,,,,,
8,Teaching,3,,,"""Sometimes there may be doubt, so you must have sati, to be the one who knows, continually following and examining the agitated mind.""",,Doubt,Mindfulness,Knowing itself,Continuity of mindfulness,Restlessness and worry,Heedfulness,Concentration,Feeling,Mindfulness of breathing,,,,
8,Simile,-,,,Chicken in a coop.,,Similes,Concentration,,,,,,,,,,,
8,Meditation instruction,f0,2:34,6:08,"Meditation instructions from {teachers}: ""Resolve that right now is the time for training the mind and nothing else.""",,Ardency,Meditation,Mindfulness of breathing,,Body scanning,Relinquishment,Sense restraint,Tranquility,,,,Meditation,70
8,Read by,,,,,AJitindriya,,,,,,,,,,,,,
8,Quote,f,6:08,9:13,"Sometimes there may be doubt, so you must have sati, to be the one who knows, continually following and examining the agitated mind.",,Doubt,Mindfulness,Knowing itself,Continuity of mindfulness,Heedfulness,Concentration,Feeling,Mindfulness of breathing,,,,Mindfulness,70
8,Extra tags,,,,,,Restlessness and worry,,,,,,,,,,,,
8,Read by,,,,,AJitindriya,,,,,,,,,,,,,
8,Simile,,,,Chicken in a coop.,,Similes,Concentration,,,,,,,,,,,
9,Other,,0:08,,[Ajahn Amaro](teacher:) introduces Paul Breiter and Joseph Kappel.,AA,Paul Breiter,Joseph Kappel,,,Ajahn Amaro,Aruna Ratanagiri,History/Western Buddhist monasticism,Wat Pah Nanachat,,,,,
9,Story,,5:56,,Ajahn Chah's early life.,,,,,,Culture/Thailand,Truth,Leadership,Ajahn Jayasaro,,,,,
9,Reading,,8:35,,from the [draft biography](): Young Chah plays at being a monk.,,,,,,Ajahn Jayasaro,Almsfood,Five Precepts,,,,,,
9,Reference,,,,Stillness Flowing p. 23,,,,,,,,,,,,,,
9,Reading,,9:36,,from the [draft biography](): Chah decides to enter the village monastery at age nine.,,Types of monks,Monastic life/Motivation,,,Conditionality,Conscience and prudence,Truth,Generosity,Kamma,,,,
9,Extra tags,,,,,,,,,,Work,,,,,,,,
9,Reference,,,,Stillness Flowing p. 25,,,,,,,,,,,,,,
9,Story,,13:02,,Novice Chah disrobes at age 16.,,Novices,Disrobing,,,Sensual desire,Restlessness and worry,,,,,,,
9,Reading,,14:42,,from the [draft biography](): Chah falls in love.,,Relationships,,,,Family,Commerce/economics,Restlessness and worry,,,,,,
9,Reference,,,,Stillness Flowing p. 34,,,,,,,,,,,,,,
9,Story,,18:55,19:52,Ajahn Chah ordains at age 20.,,Ordination,,,,Monastic life/Motivation,Spiritual urgency,Forest versus city monks,,,,,,
9,Reading,o,19:51,,from the [draft biography](): Ajahn Chah's dying father asks him to remain in robes for life.,,Sickness,Recollection/Death,Parents,Monastic life,Learning,Culture/Thailand,Unattractiveness,Forest versus city monks,Sutta,,,,
9,Extra tags,,,,,,Determination,,,,Spiritual urgency,,,,,,,,
9,Indirect quote,,,,"I dedicate my body and mind, my whole life, to the practice of the Lord Buddha’s teachings in their entirety. I will realize the truth in this lifetime … I will let go of everything and follow the teachings. No matter how much suffering and difficulty I have to endure I will persevere, otherwise there will be no end to my doubts. I will make this life as even and continuous as a single day and night. I will abandon attachments to mind and body and follow the Buddha’s teachings until I know their truth for myself.|Ajahn Chah",,Ajahn Chah,Determination,Buddha,Dhamma,Practicing in accordance with Dhamma,Knowledge and vision,Truth,Relinquishment,Suffering,,,,
9,Reflection,,,,Stillness Flowing p. 40,,,,,,,,,,,,,,
9,Extra tags,,,,,,Energy,Doubt,Continuity of mindfulness,,,,,,,,,,
10,Story,,0:03,,A radio interviewer says that the account in [Venerable Father]() sounds like a cult.,,Media,Paul Breiter,Cults,,Devotional practice,Leadership,,,,,,,
10,Quote,,1:43,,Living with Ajahn Chah wasn't easy.,,Suffering,,,,Aversion,Thai Ajahn Chah monasteries,Monastic life,,,,,,
10,Quote,,2:47,4:20,The years [Ajahn Chah] took up his ascetic practices were something of a golden age.,,Ascetic practices,Thai Forest Tradition,,,Ajahn Mun,,,,,,,Ajahn Mun,200
10,Extra tags,,,,,,,,,,,,,,,,,Thai Forest Tradition,150
10,Indirect quote,u,,,"""How do you call yourself a disciple of Ajahn Mun when you only spent seven days with him?"" – ""If a person with good eyes comes close to something, he sees it.""|Ajahn Chah",,Ajahn Chah,Ajahn Mun,Mentoring,Knowledge and vision,,,,,,,,,
10,Recollection,3,4:23,,There was a strong independent streak in Ajahn Chah's practice.,,Self-reliance,,,,Teachers,Seclusion,Ardency,Teaching Dhamma,Patience,,,,
10,Recollection,3,5:54,,Ajahn Chah was always willing to challenge himself.,,Ascetic practices,Ardency,,,Fear,Ghost,Sickness,Culture/Natural environment,Robes,,,,
10,Extra tags,,,,,,,,,,Lodging,Suffering,Meditation/Unusual experiences,,,,,,
10,Recollection,3,8:19,,Ajahn Chah expected his students to rely on themselves.,,Self-reliance,Mentoring,Teaching Dhamma,,Vinaya,Ardency,,,,,,,
10,Recollection,3,9:45,,Ajahn Chah would often send his monks to branch monasteries.,,Monastic life,Thai Ajahn Chah monasteries,,,Teachers,Respect for elders,Ajahn Sinuan,,,,,,
10,Story,,10:30,,Ajahn Sinuan meets Ajahn Chah.,,Ajahn Sinuan,,,,Perception of a samaṇa,Personality,Monastic life/Motivation,Cleanliness,Unattractiveness,,,,
10,Story,,,,It was always said that Ajahn Chah had it in for Ajahn Sinuan.,,Ajahn Chah,Ajahn Sinuan,,,Sloth and torpor,Work,Suffering,Monastic life/Motivation,Saṃsāra,,,,
10,Extra tags,,,,,,,,,,Teaching Dhamma,,,,,,,,
10,Quote,,16:51,,I thought of him as the world's most compassionate sadist.,,Compassion,Fierce/direct teaching,Ascetic practices,,Teaching Dhamma,,,,,,,,
10,Quote,,17:44,,"In an instant he could put you in a space where you just let go of everything, your anger, your worry, your anxiety–the things you thought you had to do a lot of work to get through and get rid of.",,Relinquishment,Aversion,Restlessness and worry,Teaching Dhamma,Humor,Suffering,,,,,,,
10,Quote,,18:50,20:30,He taught different people differently....He gave us what we needed.,,Teaching Dhamma,Mentoring,,,Paul Breiter,Patience,Monastic life,Generosity,Upatakh,,,,
10,Extra tags,,,,,,,,,,Devotional practice,,,,,,,,
10,Simile,0o,20:29,,Parable about teaching Dhamma: Two oxen pulling the same cart.,,Teaching Dhamma,Similes,,,,,,,,,,,
11,Reflection,2s,0:08,,about the occasion.,,Spiritual friendship,,,,Joseph Kappel,,,,,,,,
11,Reflection,3,1:20,,Learning to trust the next breath.,,Trust,Mindfulness of breathing,,,Restlessness and worry,Present moment awareness,,,,,,,
11,Reflection,3,2:40,,What drew us to Ajahn Chah?,,Association with people of integrity,,,,Culture/West,Three Refuges,Teachers,Media,,,,,
11,Reflection,3,4:37,,Ajahn Chah was the living embodiment of these teachings.,,Dhamma,,,,Buddha images,Human,Compassion,,,,,,
11,Indirect quote,,,,It's like taking the church with you.,Anon,Ajahn Chah,,,,,,,,,,,,
11,Recollection,3,7:33,,Ajahn Chah taught us to speak without preparation.,,Teaching Dhamma,,,,Trust,Human,Noble Truth of Suffering,Spaciousness,,,,,
11,Main fragment,r,0:33,0:58.5,,,Teaching Dhamma,Ajahn Chah,,,Trust,,,,,,,Teaching Dhamma,90
11,Teaching,0,11:24,12:35,"Most people celebrate birth, but people should be crying. When people die, everyone grieves and sorrows, but they should be celebrating. ++Teaching++ of [Ajahn Chah](teacher:) recollected by [Joseph Kappel](teacher:).",,Birth,Grief,Death,Happiness,Fierce/direct teaching,,,,,,,,
11,Recollection,3,12:43,14:33,Ajahn Chah could be with people where they are.,,Compassion,Present moment awareness,,,,,,,,,,,
11,Recollection,3o,14:32.5,16:22,Ajahn Chah emphasized sīla and precepts when teaching in the West.,,Virtue,Five Precepts,Teaching Dhamma,Culture/West,Communal harmony,Meditation,Sensual desire,Long-term practice,,,,Virtue,90
11,Reflection,o,16:21,,Jumping off the Saṅgha ocean liner.,,Saṅgha,Similes,Joseph Kappel,Disrobing,Faith,Five Precepts,Ajahn Chah,,,Yes,,,
11,Reflection,0,18:03,,[Ajahn Amaro](teacher:) introduces Paul Breiter and Joseph Kappel.,,,,,,,,,,,,,,
12,,,0:39,,What is the daily schedule like?,AA;JKappel,Monastic routine,,,,Wat Pah Nanachat,Ajahn Amaro,Joseph Kappel,,,,,Wat Pah Nanachat,140
12,Extra tags,,,,,,,,,,Almsround,Work,Abhayagiri,Teaching Dhamma,,,,,
12,Quote,,,,Ajahn Chah had this most amazing disrespect for time.,AA,Ajahn Chah,Pace of life,Teaching Dhamma,,,,,,,,,,
12,Reflection,3,8:45,9:39,Many of the most profound teachings happened under Ajahn Chah's kuti.,JKappel,Teaching Dhamma,Lodging,,,Tranquility,,,,,,,,
12,Reflection,3,10:04,15:24,You weren't there to prepare for something else.,PBreiter,Teaching Dhamma,,,,Sequence of training,Everyday life,Disrobing,Kamma,Monastic life,,,,
12,Extra tags,,,,,,,,,,Ascetic practices,Suffering,Happiness,Saṃsāra,,,,,
12,Quote,,,,Talk about the benefits of lay life....on paper you can make a good case for it. In practice it's a constant challenge just to keep your head above water and remember how you're supposed to deal with things. I urge people in robes to stay there.,,Lay life,Disrobing,Right Action,Monastic life,,,,,,,,,
12,Quote,,,,"Ajahn Pasanno doesn't want me sending everyone to ordain with him, but I think you do better following his way than my way.",,Ajahn Pasanno,Monastic life,Lay life,Paul Breiter,,,,,,,,,
12,Story,,15:35,,"""Sleep is delicious.""",AA,Admonishment/feedback,Goodwill,,,Ajahn Amaro,Joseph Kappel,Upatakh,Wat Pah Nanachat,Robes,,,Ajahn Amaro,80
12,Extra tags,,,,,,,,,,Mentoring,Faith,,,,,,,
14,Other,,0:00,1:52,[Ajahn Amaro](teacher:) introduces Ṭhānissarā.,AA,Ṭhānissarā,,,,Ajahn Sundarā,Ajahn Sumedho,Sīladharā,Gratitude,,,,,
14,Other,,2:31,,[Ajahn Amaro](teacher:) introduces Paul Breiter.,AA,Paul Breiter,,,,,,,,,,,,
14,Quote,,,,There will probably be a book of Varapañño stories.,,,,,,,,,,,,,,
14,Reference,-s,,,[Venearble Father]() and [One Monk](),,,,,,,,,,,,,,
14,Reflection,,3:08,,A profound sense of gratitude.,,Gratitude,,,,Monastic life,,,,,,,,
14,Story,,4:47,,When I met Ajahn Chah.,,Ṭhānissarā,,,,Meditation retreats,Ajahn Sumedho,Personal presence,Hearing the true Dhamma,Liberation,,,,
14,Extra tags,,,,,,,,,,Happiness,,,,,,,,
14,Story,,,,"Ajahn Chah bows to a small, neglected Buddha image in a secular meditation center and inspires Ṭhānissarā's faith.",,Ajahn Chah,Bowing,Buddha images,Perception of a samaṇa,Human,Ṭhānissarā,Faith,,,,,,
14,Indirect quote,,,,"If you've been listening to this and you think this is good or you think this is bad, then you haven't been listening properly.|Ajahn Chah",,Ajahn Chah,Hearing the true Dhamma,Judgementalism,Appropriate attention,,,,,,,,,
14,Reflection,3,9:40,,One of the fundamental aspects of Ajahn Chah's teaching was to establish Right View.,,Teaching Dhamma,Right View,,,Views,Direct experience,,,,,,Right View,100
14,Story,,10:21,,Ajahn Chah visits Ṭhānissarā's meditation community.,,Ṭhānissarā,Non-monastic centers,,,Idealism,Ajahn Sumedho,Pace of life,Personal presence,Saṃsāra,,,,
14,Extra tags,,,,,,,,,,Disenchantment,Monastic life/Motivation,,,,,,,
14,Recollection,3,13:02,,One of Ajahn Chah's main methods was the monastic training.,,Monastic life,Teaching Dhamma,,,Suffering,Direct experience,Idealism,Relinquishment,,,,,
14,Recollection,3,14:58,,"Ajahn Chah encouraged us to work as Saṅgha, as community.",,Monastic life,Saṅgha,,,Culture/West,Aversion,,,,,,,
14,Story,,15:45,,"Ajahn Chah visits the Chithurst community and asks, ""Is the community getting on well?"" – ""Yes."" – ""Well there's not going to be much wisdom here then, is there?""",,Chithurst,Saṅgha,Communal harmony,Discernment,Ajahn Sumedho,,,,,,,,
14,Story,,16:30,19:19,Applying Ajahn Chah's teachings to lay life in South Africa.,,Lay life,,,,Monastic life,Abuse/violence,Self-reliance,Discernment,Compassion,,,,
14,Extra tags,,,,,,,,,,Spaciousness,Liberation,,,,,,,
14,Reflection,3,,,"How would Ajahn Chah have responded to issues like feminism, democracy, engaged Buddhism, interfaith, and materialism that we've had to meet?",,Ajahn Chah,Women in Buddhism,Politics and society,Spiritual traditions,Greed,,,,,,,,
15,Reflection,,0:17,6:12,How do Ajahn Chah's teachings apply to lay life?,,Lay life,,,,Monastic life,Culture/Thailand,Culture/West,,,,,Lay life,300
