Modified:,2025,,,,,,,,,,,,,,,,,,,
1,,,8:21,17:05,,Is walking meditation as 'good' as sitting meditation. Can one achieve the level of undistractedness that one needs to be able to investigate the human experience? Or is it part of the bigger picture of mindfulness for seven full days to experience stream entry?,Posture/Walking,Posture/Sitting,Insight meditation,Stream entry,Meditation/General advice,Continuity of mindfulness,Concentration,,,,Yes,,,
1,Fragment,,11:19,17:05,,,,,,,,,,,,,Yes,,,
1,Story,s,,,,about Ajahn Khao.,Ajahn Khao,,,,,,,,,,,,Ajahn Khao,100
1,Story,-,,,,Walking meditation was Ajahn Khao's preferred mode of practice.,Ajahn Khao,Posture/Walking,,,,,,,,,,,,
1,Story,-,,,,"Ajahn Khao's relics were purple, clear, and incredibly beautiful.",Ajahn Khao,Relics,Abhayagiri,,,,,,,,,,,
1,Recollection,-,,,,Ajahn Khao expresses gratitude for the place he realized Awakening.,Ajahn Khao,Liberation,Gratitude,Lodging,Bodhi Tree,,,,,,,,,
1,,,17:16,22:30,,"Thank you for your talk on mindfulness today—very helpful. I've been practicing for a long time (and have even had a few insights that made big impressions on me) and while my sila has definitely improved, my mindfulness is a priority and I might have a tad more wisdom, my mind looks for ways to suffer. Sometimes I feel like a total failure as a Buddhist. I understand that letting go of identity view is the answer, but how? What am I missing?",Long-term practice,Suffering,Perfectionism,Self-identity view,Aggregates,Relinquishment,Drawbacks,Gladdening the mind,,,Yes,,,
1,Sutta,,,,,SN 22.22: The Burden ([Chanting Book translation](Chanting Book p. 74)),,,,,,,,,,,,,,
1,,,22:44,,,"In your ānāpānasati talks, you talk about sikkhita, defined as…to train, and to learn from. I'm not sure how active to be because when I train, I have a goal in mind, but when I learn from…I'm more relaxed and open to what is revealed. Similar, today with mindfulness defined as…looking after something, I'm not sure how to point the compass without coming from self view. Thank you.",Right Mindfulness,Mindfulness of breathing,Right Effort,Self-identity view,,,,,,,,,,
1,,,29:26,36:26,,"It appears that walking is far more comfortable than sitting these days, but I have never found it to be that settling for my mind. Please offer some advice on how to get 'the most' out of walking meditation.",Posture/Walking,Tranquility,,,Culture/Natural environment,,,,,,Yes,,,
1,,,36:36,39:35,,In the context of deep love—like between spouses or between parent and child—what is the application of the concept of non-attachment? What does it mean?,Family,Relinquishment,Relationships,,Characteristics of existence,Compassion,,,,,Yes,,Relationships,100
1,Quote,,,,,A really loving gift is giving that person the autonomy to be a human being but to really care for them.,Generosity,Self-reliance,Human,Compassion,,,,,,,,,,
1,,,39:46,,,"A scientist—popular, interesting—said as parting shot to his audience, 'don't trust the senses,' i.e., we'd still think the world flat, and that the sun actually rises and sets, if we trusted the sensory world. Your thoughts on clear comprehension via 'sense-doors?' The 'just-rightness' of it all. I wonder if we still thought the world flat and the sun to rise whether we might care for it better.",Sense bases,Science,Clear comprehension,,Ignorance,Four Noble Truths,Perception,,,,,,,
1,Cut audio,,40:31.5,40:48,,,,,,,,,,,,,,,,
1,Cut audio,,41:04,41:13,,,,,,,,,,,,,,,,
1,Sutta,,,,,"Ud 3.10: ""However one conceives it, it will always be other than that.""",,,,,,,,,,,,,,
1,,,44:11,50:26,,How does one work with the vedanā and neutral sensations?,Mindfulness of feeling,Feeling,Neutral feeling,,Happiness,Pain,Unwholesome Roots,Delusion,Mindfulness,,Yes,,,
1,Extra tags,,,,,,,,,,Continuity of mindfulness,,,,,,,,,
1,,,50:37,,,"If unwholesome thoughts arise and it creates fear and a repeating pattern, what is the best method for breaking the patterns? For instance, mettā meditation replacing the fear or attention with something else? Thank for the inspiration.",Fear,Goodwill,Unskillful qualities,Habits,,,,,,,,,,
2,,,0:12,2:19,,"On 'The Discourse on Setting in Motion the Wheel of The Dhamma,' toward the end it says, 'my knowledge and vision of reality of regarding the Four Noble Truths, in their three phases and twelve aspects.' What are the 'three phases and twelve aspects?' Thanks for your teachings.",Four Noble Truths,,,,,,,,,,Yes,,Four Noble Truths,150
2,Sutta,,,,,SN 56.11: Dhammacakkappavattanasutta ([Chanting Book translation](Chanting Book V2 p. 2)),,,,,,,,,,,,,,
2,,,2:29,,,"In the chant on 'The Buddha's Words on Loving Kindness,' what does the line that says 'unburdened with duties' mean? Does it mean that we are to not have duties, or that we do not feel burdened by them, or does it mean something else? Thank you!",Work,Chanting,,,,,,,,,,,,
2,Reference,,,,,Chanting Book p. 37,Chanting,,,,,,,,,,,,,
2,,,7:11,,,"This has happened a few times only but I'm puzzled, please help. When my mind was very calm, a sudden sort of energetic feeling is all over the body and my spine feels very cold. And then suddenly I have a flash of memory from childhood of drowning in the tank in our backyard. On a different occasion I saw the dead putrefied face of an old woman, horrific, mouth wide open. How do I deal with all this? I get a shock and concentration stops, sometimes sending shivers.",Meditation/Unusual experiences,Concentration,Rapture,Recollection/Death,,,,,,,,,,
2,,,13:14,14:50,,You spoke about 'training the heart' over the last couple of days. Could you tell more what 'heart' actually means from the point of practice? Thanks you.,,Heart/mind,,,Pāli,Translation,,,,,Yes,,Heart/mind,100
2,,,14:58,18:29,,I didn't totally understand the difference between the mind and mental qualities in regards to the four foundations. Would you elaborate?,Mindfulness of mind,Mindfulness of dhammas,,,,,,,,,Yes,,,
2,Sutta,,,,,"MN 10.34: Satipaṭṭhānasutta Sutta, Mindfulness of Mind.",,,,,,,,,,,,,,
2,,,18:38,22:31,,You mentioned that asubha practice can cool sensual desire. But what if what you are attracted to is not so much a physical thing but an attraction of the heart—of good qualities you see. What cools the heart if you are hooked?,Unattractiveness,Dispassion,Clinging,,Ageing,Impermanence,,,,,Yes,,,
2,,,22:40,26:28,,"How often and for how long do you recommend practicing meditation at home? Daily, twice a day, 45 minutes, 30 minutes? Thank you!!!",Meditation/General advice,Lay life,Time management,,Idealism,,,,,,Yes,,Meditation/General advice,100
2,,,26:36,30:30,,How do you know if sloth and torpor are present or if you're just plain tired? When is it better to rest the mind or the body than to meditate?,Sloth and torpor,,,,Gladdening the mind,Energy,Posture/Walking,,,,Yes,,Sloth and torpor,100
2,,,30:42,,,"For all the monastics individually—when was the last time something made you really angry, and if you don't mind sharing, what was it? Just trying to feel the humanness within the robes. Thanks.",Aversion,Monastic life,,,,,,,,,,,,
2,,,32:16,37:54,,"Thank you for so many wonderful teachings. I am contemplating cessation and would like to hear more about the cessation of the body-death. I have been with a few beings as they have died, 1 human and a few pets. Is the manner of death important to having a 'good' rebirth? Does being afraid or suffering a great deal affect the next life directly or is the experience of death just added to ones overall karma?",Death,Rebirth,Cessation,Fear,Stream entry,Health care,Patience,Humility,,,Yes,,,
2,Extra tags,,,,,,Suffering,Kamma,,,,,,,,,,,,
2,,n,38:01,,,Is it possible to post a list of the focuses of the 16 steps? It would be a helpful resource for the remainder of the retreat.,,,,,,,,,,,,,,
2,,,38:36,,,Its been years since I needed to do so much laying down meditation. My back is not cooperating this retreat. Can you refresh my memory on tricks to not fall asleep? Eyes open feels as if I struggle to maintain it.,Posture/Lying down,Sloth and torpor,,,,,,,,,,,,
2,,,42:52,48:15,,"Regarding the anussatis, how does one recollect or contemplate the devas?",Recollection/Devas,,,,Recollection,Deva,Kamma,Rebirth,Skillful qualities,,Yes,,,
2,Sutta,,,,,AN 6.10,,,,,,,,,,,,,,
2,,,48:26,54:42,AP;AKd,"Regarding the 1st precept of non-killing / non-harming, what to do on a practical / decision level regarding something like termites? I sold my last house because I didn't want to fumigate, but I can't keep moving to avoid killing termites / ants that eat at a house. Thank you for your compassion and explanation.",Killing,Animal,,,Kamma,,,,,,Yes,,,
2,Story,,,,,Abhayagiri deals with a cockroach infestation.,Abhayagiri,Animal,Killing,Kamma,,,,,,,,,,
2,,,54:49,,,"The problem of extremes. Yesterday, pīti. This morning, the horrors of the bait and craving for annihilation in all their ugliness. Then, pīti again. The only thing I've figured is to back off from meditation when things get too extreme. Any other suggestions?",Meditation/General advice,Rapture,Craving not to become,,,,,,,,,,,
3,,,0:13,5:02,,"During my meditation, I can occasionally calm the mind to the point where it seems devoid of thought. It is temporary, like a door opening. How should I use this opportunity? Concentrate on the breath? Wait for thoughts to arise and watch them? Explore / investigate a topic that is causing my suffering? Other? With gratitude.",Tranquility,Meditation/General advice,Concentration,,Investigation of states,Skillful qualities,Unskillful qualities,Right Effort,Discernment,,Yes,,,
3,Extra tags,,,,,,,,,,Self-reliance,,,,,,,,,
3,,,5:11,,,"With all of many excellent frames of reference the Buddha has given us to understand our experience, it can be confusing to know which to use when! Do you recommend training systematically or letting ones intuition be as their guide? Thank you.",Right Mindfulness,Intuition,,,,,,,,,,,,
3,,,6:19,11:55,,"Can you please speak a little more about the process of bringing in a wholesome, brightening reflection into meditation? This morning you spoke about using directed thought / evaluation to explore the primary object (breath) then bringing in the 'brightening' object. In this way, the attention shifts back and forth from breath to 'brightening' object? Should one use this reflection often? Always? Please speak about this process. Thank you.",Directed thought and evaluation,Gladdening the mind,Mindfulness of breathing,Recollection,Right Effort,Recollection/Buddha,Goodwill,Perception of light,Self-reliance,,Yes,,Gladdening the mind,150
3,Indirect quote,,,,,"If the mind is already clear and alert and imbued with the quality of knowing, you don't have to be saying 'Buddho.' You're already doing it.|Ajahn Chah",Ajahn Chah,Clear comprehension,Knowing itself,Buddho mantra,,,,,,,,,,
3,,,12:05,,,"I've enjoyed practicing with connecting the breath to whatever is conditioning the mind. Twice however, when evaluating, I've come across something new: a plain, white, fizzy, barrier. It's not un-friendly and I can feel a faint tug from whatever is behind it but that's as far as I get. Have my saṅkhāra’s developed a new stealth technology? Are they allowed to do that? Any advice on how to proceed (or secret passwords)? Gratefully appreciated.",Mindfulness of breathing,Meditation/Unusual experiences,Volitional formations,,,,,,,,,,,
3,,,15:09,,,"As I understand it, it is rare and fortunate to have a human birth because of the amount of suffering in the human realm that may lead one to practice to end suffering. On the other hand, devas have less suffering. Therefore they would be less motivated to practice to end suffering, correct? If so, would it not be better for one to wish oneself and others to be reborn in the human realm if one aspires full liberation?",Human,Deva,Rebirth,Liberation,,,,,,,,,,
3,Extra tags,,,,,,Suffering,,,,,,,,,,,,,
3,,,18:07,20:24,,"When you described pīti yesterday, it was different than how I think of it. Sometimes, I get a feeling of a great, expansive happiness like the realization that this practice actually works. It's exciting and empowering but I'm not jumping up and down. It's a combination of the mind settling and opening. Is that a cousin of pīti? Does pīti only happen in meditation?",Rapture,,,,Recollection/Dhamma,Energy,,,,,Yes,,Rapture,120T
3,Commentary,,,,,Path of Purification p. 137: Five levels of pīti.,Rapture,,,,,,,,,,,,,
3,,,20:34,,,"Thank you for these wonderful teachings. I understand that 'citta' is both the heart and mind but my felt experience is often so different. My mind is often crabby and critical and down right mean, at least to me, but my heart is soft and sweet and easily moved. In fact, my mind can make my heart cry! Please help with this dilemma. Much mettā.",Nature of mind,Heart/mind,Judgementalism,,,,,,,,,,,
3,,,22:25,31:28,,"I know parting with loved ones is a natural course of life, but deep sadness and grief arises when I reflect on that. Could you instruct on how to work with this grief? Is there a level of understanding when there is no grief? Thank you!",Grief,Naturalness,,,Recollection,Recollection/Death,Impermanence,Kamma,Goodwill,,Yes,,Grief,100
3,Sutta,,,,,AN 5.57 Five Recollections ([Chanting Book translation](Chanting Book p. 55)),,,,,,,,,,,,,,
3,Sutta,s,,,,"SN 47.13, SN 47.14: The deaths of Sariputta and Moggallana.",Buddha/Biography,Great disciples,Death,Grief,,,,,,,,,,
3,Indirect quote,,,,,Now I'm an orphan.|Ajahn Chah,Ajahn Chah,Parents,Death,Grief,Wat Pah Pong,Mae Chee,,,,,,,,
3,,,31:39,,,"1. What is meant by 'releasing' the mind? Releasing it from any hindrance? Can you place illustrate with examples? 2. How is 'calming mental fabrication' different from 'releasing the mind?' Any examples to illustrate? 3. When mental fabrication causes a bodily or verbal fabrication such as in anxiety or sensual desire, it it too late to breathe and calm fabrications?",Mindfulness of breathing,Tranquility,Volitional formations,Release,,,,,,,,,,
3,,,39:10,43:11,,How do you use mindfulness of breathing when are doing a recollection? Do you first use mindfulness of breathing to settle the mind / body and then turn your attention to the recollection? Is the awareness of breathing in the background?,Mindfulness of breathing,Recollection,,,Investigation of states,,,,,,Yes,,Mindfulness of breathing,100
3,Extra tags,,,,,,,,,,,,,,,,,,Recollection,100
3,Sutta,,,,,MN 118: Ānāpānasati Sutta,,,,,,,,,,,,,,
3,,,43:20,45:03,,Should I focus on one object of mindfulness at a time or can I be mindful of all 4 at one time? Thank you!,Right Mindfulness,,,,Proliferation,Simplicity,Happiness,,,,Yes,,,
3,,,45:15,50:45,,You mentioned 'inner confidence…' can you describe it in more detail and the ways to cultivate it? Respectfully.,Self-reliance,Faith,,,Recollection/Buddha,Human,Recollection/Saṅgha,,,,Yes,,Recollection/Saṅgha,100
3,Sutta,,,,,MN 19: Two Kinds of Thought,,,,,,,,,,,,,,
3,Reflection,,,,,Ajahn Khao was a real human being.,Ajahn Khao,Recollection/Saṅgha,Human,Family,Wat Pah Pong,Ajahn Chah,Ajahn Sumedho,,,,,,,
3,,,50:58,56:01,AKd,"Dear Aj. Karuṇadhammo, could you say a bit more about how you find a belief in rebirth to be motivational? And that it 'just makes sense?'  Do you think, perhaps, about the person who will inherit your rebirth and how it would be good to load them up with good kamma? Thanks!",Rebirth,Kamma,Faith,,Death,Nature of mind,Form,Views,Spiritual urgency,,Yes,,Rebirth,140
3,,,56:15,1:02:57,,"Could you please speak a bit about karma and volition? For instance, if an unwholesome thought such as anger, or fear arises or wants to arise of its own accord in the mind, does one get unwholesome karma? Or is the bad karma produced only through the grasping or rejection of it? Or is bad karma produced only if action is taken? Or are different kinds of karma produced for thought vs. action?",Kamma,Volition,Proliferation,Clinging,Pāli,Translation,,,,,Yes,,Kamma,100
3,Extra tags,,,,,,Right Action,,,,,,,,,,,,,
3,,,63:05,,,Please talk about 1) whole-body breathing 2) choice-less awareness. Thank you Ajahn Pasanno and Ajahn  Karuṇadhammo for wonderfully helpful talks.,Mindfulness of breathing,Knowing itself,,,,,,,,,,,,
3,,,69:18,,,Is contemplating the heart center a form of the second foundation of mindfulness?,Mindfulness of feeling,,,,,,,,,,,,,
3,,,71:05,,,"How does one work with ones own judgments that come up so often during the meditation practice? (They are mostly judgments of myself, for not getting there…)",Judgementalism,Guilt/shame/inadequacy,,,,,,,,,,,,
3,Comment,,74:16,,,"I have enjoyed the mindfulness instruction and Dhamma talks very much. When talking about the main subject in English, could you also please use the equivalent word in Pali? For words such as 'the Four Noble Truths,' 'hindrances,' and 'the Four Foundations of Mindfulness,' etc.",Pāli,,,,,,,,,,,,,
4,,,0:03,,,"How refined should the practice of being sensitive to the entire body be? Say, should I be able to sense my earlobe or liver? I find it hard to sense the body when it gets calm. Is it normal or is it a lack of discernment?",Mindfulness of body,Mindfulness of breathing,,,,,,,,,,,,
4,,,2:03,,,It's my first time listen to Ajahn Ñāniko. What have you done to him Luang Por?,Ajahn Ñāṇiko,,,,,,,,,,,,,
4,,,2:31,5:11,,Would you say more about the meaning of merit (puñña)? Are there other words or definitions in English? Thanks again for your teachings.,Merit,Translation,,,Skillful qualities,Happiness,Anumodanā,,,,Yes,,Merit,90
4,,,5:22,10:17,,"I find the mind especially distractable during meal times. Partly this reflects longstanding habits of talking, reading, listening to news, etc, while eating. In the retreat context, it's also due to the heightened 'social' aspect of meal time (even though in silence). Can you give some suggestions for staying more present and mindful while eating? A deep bow of gratitude for your wonderful teachings…",Food,Proliferation,Habits,Meditation retreats,Mindfulness of body,Sensual desire,Perception,Nutriment,,,Yes,,Food,120
4,Extra tags,,,,,,Present moment awareness,,,,,,,,,,,,,
4,,,10:28,,,"A Buddhist teacher explains as I understand it, that the first three factors of enlightenment are causes and the last four are the effects. And that a meditation practitioner therefore works on the first three (with right view) and the last four will follow in time. Please comment. Thank you.",Factors of Awakening,Right View,,,,,,,,,,,,
4,,,15:03,19:42,,What is a stream enterer? Can a stream enterer go back? Are there lay people who attain stream entry and remain in lay life?,Stream entry,Lay life,,,Stages of awakening,Nibbāna,Sutta,Great disciples,Purpose/meaning,,Yes,,,
4,Other,,,,,Written question in Thai: ขอโอกาสกร้าบพระเดชพระคุณหลวงพ่อ ถาม คําถาม Q: Stream enterer คืออะไร? การมุ่สู่โสดาปัตติผล? หรือการมุ่งสู่นิพพาน? Q: นอกจาก นางวิสาขา มหาอุบาสิตแล้ว มีฆราวาส/lay person คนใดบ้างที่เป็นเพียงคนธรรมดาไม่ได้ออกบวช แต่สามารถบรรลุโสดาปัตติผลได้? Q: ผู้ฏิบัติที่ยังมีสามี/ภรรยา สามารถจะมีวาสนาสั่งสมบุญบารมีเพือให้บรรลุสุ่โสดาปัตติผลได้ไหม? โดยที่ไม่ต้องเลิกร้าง/แยกเตียงกับคู่ครอง ขอแนวทางคิคด้วย,Question in Thai,,,,,,,,,,,,,
4,Reference,,,,,[The Island](),,,,,,,,,,,,,,
4,,,19:51,22:00,,"Regarding yesterdays teaching that rebirth is happening every moment, could you give instructions on how to discern the preceding step, becoming (bhava)? Would you consider transition from sleep into an awakened state being as 'rebirth' and whether there is becoming manifesting upon waking up?",Rebirth,Becoming,Nature of mind,,Self-identity view,Birth,,,,,Yes,,Becoming,100
4,,,22:16,,,Do the monks at Wat Pah Pong chant 'Chinnabunchon?' Would you show how to chant it?,Wat Pah Pong,Chanting,,,,,,,,,,,,
4,,,26:09,,,"I have an autoimmune disorder of undiagnosed origin. I was wondering if it was worth this precious time of practice to send mettā and thoughts of healing to the body. If so, how do you recommend approaching it? Also, is this compatible with seeing this ailment as a heavenly messenger (and as a contemplation of the body's demise)? As symptom management reduces it to a mild physical irritation should I also contemplate unpleasant feelings? Or is it best to just stay grounded in the breath and mettā and not risk proliferation. Much gratitude.",Sickness,Mindfulness of feeling,Recollection/Death,Proliferation,,,,,,,,,,
4,Extra tags,,,,,,Goodwill,,,,,,,,,,,,,
4,Comment,,30:40,,,"Thank you so much Luang Por for reminding us that chanting is also listening, paying attention, and being mindful. I noticed that when we were chanting at a fast pace, several people wouldn't be able to follow. Many of us are not familiar with Pali or Pali translated into English (combined with low light and small print). Some of us might just need a little more time. So thank you.",Chanting,Gratitude,,,,,,,,,,,,
4,,,31:30,36:22,,Is it a good remedy to sit with eyes open when afflicted with sloth and torpor? Standing? Any other ideas?,Sloth and torpor,Posture/Sitting,Posture/Standing,,Buddho mantra,Three Refuges,Perception of light,Mudra,,,Yes,,Sloth and torpor,110
4,Quote,,,,,"With sloth and torpor, we want to give the mind enough work so that it can engage itself in the activitity of meditation.",Sloth and torpor,Energy,,,,,,,,,,,,
4,,,36:35,39:00,,What is the English translation of the meal time blessing? Thank you.,Anumodanā,,,,,,,,,,Yes,,,
4,Reference,,,,,Chanting Book p. 50,,,,,,,,,,,,,,
4,,,39:30,45:17,,"I am still very attached to my husband and children. I don't want to relinquish the intimacy I share with my husband. I will suffer when they are gone. How do I reconcile this practice of relinquishment with the reality that I am a wife, mother and householder? With love.",Gratitude,Family,Lay life,Relinquishment,Spaciousness,Suffering,Clinging,Cause of Suffering,Communal harmony,,Yes,,Family,80
4,Extra tags,,,,,,,,,,,,,,,,,,Relinquishment,150
4,Quote,,,,,Relinquishment is a skillful acknowledgement of the areas where we do create suffering.,Relinquishment,Suffering,Cause of Suffering,,,,,,,,,,,
4,Story,,,,,"Visākhā, the stream enterer who raised 20 children.",Great disciples,Stream entry,Family,Culture/India,,,,,,,,,,
4,Quote,,,,,Families that grow up with strong spiritual models are an incredible blessing.,Family,Mentoring,,,,,,,,,,,,
4,,,45:25,47:47,,My relationship with my kids can be so contentious and draining—so different than I thought it would be. How can I love and train them even though it seems they were born to resist these things?,Family,Children,Conflict,,,,,,,,Yes,,,
4,Indirect quote,0,,,,"Reflection from Ajahn Chah: ""Ducks should really be more like chickens.""",Ajahn Chah,Cause of Suffering,Proliferation,Humor,,,,,,,,,,
4,,,47:56,57:18,,"Although in reasonable condition, I am realizing that fear / anxiety of death / non-becoming is pervasive in the background of my daily life. Does the Buddha speak to that which continues after the body dies? Other than the five recollections and contemplating impermanence, does he offer guidance on how to best prepare to greet ones own death? Thank you so much.",Fear,Death,Rebirth,Recollection,Naturalness,Spiritual urgency,Clear comprehension,Mindfulness of body,Dispassion,Divine Abidings,Yes,,Death,110
4,Extra tags,,,,,,Impermanence,,,,,Recollection/Devas,Protective Meditations,Factors of Awakening,,,,,,
4,Indirect quote,,,,,"The Dhamma is neither tall nor short, black nor white; it's just right (_por dee_)|Ajahn Kinaree",Ajahn Kinaree,Dhamma,Middle Path,,,,,,,,,,,
4,,,57:30,,,Can you please talk a bit about samatha meditation and its uses for calming a very agitated or restless mind and how one might go about finding a 'disk of earth' or an object of suitable color? Do they sell these somewhere? Amazon? Thank you for your explanation.,Calming meditation,Kasiṇa,,,,,,,,,,,,
4,,,61:33,65:41,,I am wondering if Buddha spoke about what part of us reincarnates. Is it possible to remember our past lives? Thank you.,Rebirth,Psychic powers,,,Aggregates,Self-identity view,Ajahn Pasanno,Supernatural,Wat Pah Nanachat,,Yes,,,
4,Extra tags,,,,,,,,,,Ghost,,,,,,,,,
4,Story,,,,,A being at Wat Pah Nanachat employs a go-between to request that Ajahn Pasanno dedicate merit.,Supernatural,Wat Pah Nanachat,Ajahn Pasanno,Merit,,,,,,,,,,
4,,,65:48,,,"The other day when I was meditating, my heart started beating very fast. Then I got really cold and my body started shivering. I started breathing very deep to calm the body down but still couldn't control the shaking. At times like this, is it better to stop and take care of the body or keep meditating through it? Thank you.",Meditation/Unusual experiences,,,,,,,,,,,,,
4,,n,67:40,,,"Can you provide a reference as to where this printed version of the 16 stages of ānāpānasati comes from? Author, publication?",,,,,,,,,,,,,,
4,,,68:20,,,The delusional gravity of the mind has grown stronger as I have aged. I can space out now like never before! Do you have suggestions for cutting through this spacey delusion?,Delusion,Ageing,,,,,,,,,,,,
5,,,0:15,,,"How do I use the teaching today about investigating the cause of suffering when working with betrayal? Been married to high school sweetheart for 40 years. Raised children together and best of friends. Lately he has gone off the deep end. Midlife crisis? - who knows, but he started drinking and acting out sexually. The feelings of shock, betrayal, hurt, anger and fear are beyond words. If new relationship I would leave, but he has been in my life since I was a child. Impossible to accept but hard to leave. How do I find the cause of suffering (noble truth) you spoke of today? And how to bring some equanimity and space around this?",Cause of Suffering,Relationships,Family,Intoxicants,,,,,,,,,,
5,Extra tags,,,,,,Sexual misconduct,Aversion,Equanimity,,,,,,,,,,,
5,,,8:50,,,How does a 'stream enterer' know in their next life that she/he is a stream enterer?,Stream entry,Rebirth,,,,,,,,,,,,
5,,,10:52,,,"Can you talk about the quality of disgust, and how it is beneficial for practice? For example, awareness of the disgusting nature of eating and the digestive process arises when I'm eating. In all honesty, I try to finish my food as quickly as possible when this happens. Unpleasant. Is there a better / more skillful way to hold this experience?",Unattractiveness,Food,,,Disenchantment,Progress of insight,,,,,,,,
5,,,24:15,,,"I just wanted to share my gratitude for Ajahn Karuṇadhammo, Ajahn Ñāniko, and Debbie (you too Luang Por) for giving each day, very needed and timely encouragements—sometimes immediately answering a question I had just posed to myself. It's like you are all just reading my mind / heart. Questions go deeper and so do your reflections on Dhamma. (Bow, bow, bow, añjali.)",Gratitude,Ajahn Pasanno,Ajahn Karuṇadhammo,Ajahn Ñāṇiko,,,,,,,,,,
5,Extra tags,,,,,,Debbie Stamp,Teaching Dhamma,,,,,,,,,,,,
5,,,25:51,33:51,,"There is a borderline between being fierceful (in a wholesome way) and being aggressive.  I can't say anything about Dhamma teachers as I have never experienced Thai Ajahns, but a few yoga teachers I've studied with in my opinion were rather just exercising their power over students. How to tell the difference between a teacher who genuinely means well to their students while acting fierce-fully from someone on a power trip?",Teaching Dhamma,Fierce/direct teaching,Abuse/violence,,Truth,Compassion,Generosity,Personality,,,Yes,,Fierce/direct teaching,120
