1,,,23:04,,What did you mean by 'lifting up?' Is it an object of attention?,AP,Directed thought and evaluation,,,,Restlessness and worry,Sloth and torpor,Postures,Energy,,,,Recollection,70
1,Edited audio,,,3:01,UD2019-5_S01_F01.mp3,,,,,,,,,,,,,,
1,Indirect quote,,,,Namo viññaṇa dhatu (Homage to the element of consciousness).|Ajahn Chah,,Ajahn Chah,Consciousness,Elements,Knowing itself,,,,,,,,,
1,,,26:06,,Can one bring up a theme to gain deeper understanding?,AP,Insight meditation,,,,Relinquishment,Cause of Suffering,Dependent origination,Conditionality,Not-self,,,,
1,Extra tags,,,,,,,,,,Long-term practice,,,,,,,,
1,Indirect quote,,,,Whatever is of the nature to arise is of the nature to cease.|SN 56.11: Dhammacakkappavattana Sutta,,Impermanence,,,,,,,,,,,,
1,,,30:10,,Can you reflect on incidents that cause suffering in your life to explore your habitual patterns?,AP,Suffering,Habits,,,Noble Truth of Suffering,Desire,Not-self,Conditionality,,,,,
1,,,31:28,,You mentioned 'Look for the gap.' Is this related to looking for fading away?,AP,Insight meditation,Dispassion,,,Cessation,Cessation of Suffering,Impermanence,Faith,,,,,
1,Follow-up,,,,So we're not just looking at the blank...,,Wrong concentration,,,,Emptiness,Nature of the cosmos,Unwholesome Roots,Not-self,,,,,
1,,,34:30,,I recently went to a Zen gathering. My understanding is that they don't focus on the Four Noble Truths. They try to be present in the moment and get to some sort of no-mind state. How did this arise and why is it considered Buddhism?,AP,Zen,Four Noble Truths,Present moment awareness,History/Mahāyāna Buddhism,Emptiness,Buddha,,,,Yes,,,
1,Story,,,,"Ajahn Pasanno visits a Dzogchen master who says, ""Whatever teachings you hear, if they don't fit into or fulfill the Four Noble Truths, then it's just not Buddhism.""",,Ajahn Pasanno,Vajrayāna,Hearing the true Dhamma,Four Noble Truths,,,,,,,,,
1,,,39:18,,Bhāvanā means 'bring into being.' How do I balance this with making the mind clear or peaceful?,AP,Meditation,Tranquility,Calming meditation,,Noble Truth of Suffering,Contentment,Insight meditation,Sloth and torpor,Patience,,,,
1,,,43:36,44:05,You mentioned Ajahn Chah [reflecting on viññaṇadhatu](excerpt:UD2019-5_S1_F1). Was this the consciousness of the six senses or something more fundamental like citta?,AP,Ajahn Chah,Consciousness,Elements,Sense bases,Release,Liberation,,,,,,,
1,Extra tags,,,,,,Heart/mind,,,,,,,,,,,,
1,Edited audio,,,0:27,UD2019-5_S01_F07.mp3,,,,,,,,,,,,,,
1,,,1:22:40,,Did the Buddha ever say to send lovingkindness to oneself?,AKd,Goodwill,Tipiṭaka,,,Heart/mind,Spaciousness,,,,Yes,,,
1,Reference,,,,Chanting Book p. 43.,,,,,,,,,,,,,,
1,Note,-,,,"Not all translations of this passage include the phrase ""to all as to myself."" For examples, see the available online translations of AN 4.125 and AN 3.65.",,,,,,,,,,,,,,
1,,,1:25:19,,What would you use for someone who is extremely confused and angry? Lovingkindness seems so far away.,AKd,Delusion,Aversion,Goodwill,,Concentration,Spaciousness,,,,Yes,,,
1,,,1:29:46,1:32:30,"If you lose the firm center of lovingkindness, how do you reestablish it?",AKd,Goodwill,Concentration,Right Effort,,Visualization,Mantra,Seclusion,Ajahn Karuṇadhammo,,,,Goodwill,180P
2,Indirect quote,,7:18,8:42,"If you want to succeed in your practice, you have to think a lot.... You have to think all the time about Dhamma.|Ajahn Baen",ANy,Ajahn Baen,Directed thought and evaluation,Investigation of states,Recollection/Dhamma,Chanting,,,,,,,Recollection/Dhamma,150
2,Reference,,,,Chanting Book p. 6.,,,,,,,,,,,,,,
2,,,33:02,,"On a daily basis, coming home, my mind is too distracted to pick up any of these objects of meditation. Would you recommend doing ānāpānasati first and then switching over?",ANy,Everyday life,Restlessness and worry,Mindfulness of breathing,,Mantra,Recollection/Buddha,,,,,,,
2,,,34:20,36:17,"You mentioned the example of the monk who wanted to commit suicide and then he remembered his virtue and that uplifted him. In the Saṃyutta Nikaya there are a few instances where monks committeed suicide, but the Buddha said they attained Nibbāna (SN 22.87 Vakkali; SN 35.87 Channa). How is that possible?",ANy,Monastic life,Suicide,Sutta,Buddha/Biography,Jhāna,Māra,Saṃsāra,Delusion,,,,,
2,Extra tags,,,,,,Nibbāna,,,,,,,,,,,,
2,Comment,,36:20,,Appreciation for Ajahn Ñāṇiko's guided meditation on Buddhanusati and lovingkindness.,,Gratitude,Ajahn Ñāṇiko,Recollection/Buddha,Goodwill,,,,,,,,,
2,,,36:57,40:50,Can you say more about recollection of renunciation? How can this be used skillfully or not?,ANy,Recollection/Generosity,Renunciation,,,Contentment,Self-pity,Sickness,Equanimity,Buddha/Biography,,,,
2,Extra tags,,,,,,,,,,Fasting,Devotion to wakefulness,Lunar observance days,Abhayagiri,,,,,
2,Recollection,,,,Going without in the early days of Abhayagiri Monastery.,ANy,Renunciation,Abhayagiri,Almsfood,Contentment,,,,,,,,,
2,Indirect quote,,1:04:58,1:06:37,We have to get out of the habit of being thieves.|Ajahn Buddhadāsa,AP,Ajahn Buddhadāsa,Relinquishment,Stealing,,Aggregates,Clinging,Naturalness,,,,,,
2,Quote,,,,"The peace of Nibbāna is not something that you gain, that you get, that you claim ownership over; it's by relinquishing and releasing these bases of identity.",,Nibbāna,Recollection/Peace,Relinquishment,Release,Aggregates,Self-identity view,,,,,,,
2,,,1:12:48,,How would I apply the perception of unattractiveness in my daily life?,AP,Unattractiveness,Everyday life,,,Sensual desire,Ageing,Proliferation,Dispassion,Appropriate attention,,,,
2,Comment,,1:15:36,1:17:26,"Instead of thinking of one thing which I was having difficulty with, I brought to mind all the things that were working.",,Directed thought and evaluation,Appropriate attention,,,,,,,,,,,
2,Response,,,,,AP,Guilt/shame/inadequacy,Recollection/Virtue,Faith,,,,,,,,,,
2,,,1:17:28,,Is there a recollection about recalling one's own successes and good qualities?,AP,Recollection/Virtue,,,,Perfections,Directed thought and evaluation,Right Effort,,,,,,
2,Comment,,1:19:29,1:21:18,"I'm going to recollect this day, and your kindness in teaching, and the people who planned the Upāsikā Day.",,Gratitude,Teaching Dhamma,Compassion,Recollection/Generosity,,,,,,,,,
2,Extra tags,,,,,,Faith,,,,,,,,,,,,
2,Response,,,,,AP,Abhidhamma,Teaching Dhamma,,,,,,,,,,,
