1,Comment,,0:33,,"In the image of planting a seed (AN 1.314-315), for Dhamma practice it needs to be a seed that comes from the Buddha.",AY,Similes,Hearing the true Dhamma,Practicing in accordance with Dhamma,Teaching Dhamma,,,,,,,,,
1,Extra tags,,,,,,Buddha,,,,,,,,,,,,
1,Response,,,,,AP,Right View,Christianity,,,,,,,,,,,
1,,,2:14,9:05,"In the example you gave of the snake (MN 22), can you give an example of how the Dhamma can bite you?",,Similes,,,,Abhidhamma,Conflict,Meditation/Techniques,Clinging,Unwholesome Roots,,,,
1,Extra tags,,,,,,,,,,Right Intention,Learning,,,,,,,
1,Story,,,,The teachings of Dhammakaya.,AP,Self-identity view,Commerce/economics,Nibbāna,Generosity,,,,,,,,,
1,Story,,,,An Abhidhamma teacher visits Ajahn Chah.,AP,Abhidhamma,Ajahn Chah,,,,,,,,,,,
1,,,9:14,,How does one look at intention?,,Volition,Right Intention,,,Four Noble Truths,Discernment,Delusion,,,Yes,,,
1,Quote,,,,Sometimes you don't want to look at intention too closely because you'll convince yourself of anything.,AP,Volition,Delusion,,,,,,,,,,,
1,,,11:09,,Can you talk about how 'Aha!' moments relate to the gradual path?,AP,Liberation,,,,Faculties,,,,,,,,
1,,,12:34,14:39,"When I read a story that someone has awakened, what does this mean? Does it mean that the practice continues on another level?",,Liberation,,,,Language,Hearing the true Dhamma,Faith,Discernment,,,,,
1,Comment,,14:44,,The simile of the snake (MN 22) describes my practice. I've been bitten quite a lot.,,Similes,,,,,,,,,,,,
1,Response,,,,,,Suffering,Humility,,,,,,,,,,,
1,,,15:32,,"In the West, there are so many religious practices from the East. How do we relate to them all.",AP,Spiritual traditions,Hinduism,,,Buddha/Biography,Teaching Dhamma,,,,,,,
1,Sutta,,,,MN 95: Caṅkī Sutta,,Conditionality,Faith,,,,,,,,,,,
1,Quote,a,,,"I've been an abbot for thirty years, and I'm quite happy. One of the reasons I'm happy is I don't feel I have to go and convince anybody of anything.",AP,Ajahn Pasanno,Monastic life,Happiness,Contentment,Teaching Dhamma,,,,,,,,
1,Comment,,19:18,19:56,Your statement that faith comes from building confidence and confidence comes from direct experience is so true.,,Faith,Direct experience,Conflict,,,,,,,,,,
1,Response,,,,,AP,,,,,,,,,,,,,
2,Question,,0:18,1:58,Could you elaborate on how the Four Foundations of Mindfulness are analogous to the first jhāna? How does this differ from second jhāna?,AP,Right Mindfulness,Jhāna,,,Directed thought and evaluation,,,,,,,,
2,,,2:03,7:56,"In the analogy of the accountant (MN 107), it seems that the training works linearly. Are there basic practices that are important to focus on in the beginning? Are there other practices which should not be attempted in the beginning?",AP,Similes,Practicing in accordance with Dhamma,,,Faith,Kamma,Unconditioned,Learning,Relinquishment,,,,
2,Extra tags,,,,,,,,,,Concentration,,,,,,,,
2,Story,,,,A monk carrying money asks to stay at Wat Pah Pong.,,Ajahn Chah,Wat Pah Pong,Not handling money,,,,,,,,,,
2,Comment,,8:00,,You spoke about suffusing the body with extreme well-being. But I've been in states like that and my body seems to disappear.,,Jhāna,Happiness,Rapture,Mindfulness of body,,,,,,,,,
2,Extra tags,,,,,,Meditation/Unusual experiences,,,,,,,,,,,,
2,Response,,,,,AP,,,,,,,,,,,,,
2,Quote,-,,,"It isn't so much the experience of extreme well-being that is the goal. It's the ability to gain clarity and stability so that one can see through the experience as something that is uncertain or impermanent, has a changing nature. The mind often wants to disregard that. The tendency to identify self with experience on a refined mental level is tempered by the body experience.",AP,Jhāna,Happiness,Rapture,Clear comprehension,Concentration,Knowledge and vision,Impermanence,Delusion,Self-identity view,,,,
2,Extra tags,,,,,,Mindfulness of body,Relinquishment,,,,,,,,,,,
2,Follow-up,,,,Are you saying you can become attached to these states?,,Clinging,,,,,,,,,,,,
2,Comment,,11:37,13:00,The descriptions in Mae Chee Kaew's biography of how difficult it was for her to give up her experiences with the astral world speak to me.,,Mae Chee Kaew,Clinging,Deva,,,,,,,,,,
2,Reference,,,,[Mae Chee Kaew](),,,,,,,,,,,,,,
2,Response,,,,,AP,Happiness,Mindfulness of body,,,,,,,,,,,
2,,,13:04,,"In regards to the simile of the path to Rājagaha (MN 107), could you describe classic mistakes made by sincere beginning, intermediate and advanced practitioners?",AY;AJoti,Similes,,,,Faith,Doubt,Truth,Virtue,Liberation,,,,
2,Extra tags,,,,,,,,,,Conditionality,Christianity,Suffering,,,,,,
2,Story,,19:55,,"They ask the Zen master what would it say if they wrote the biography of his life? ""One mistake after another.""",RCenter,Zen,Learning,Humility,,,,,,,,,,
2,Comment,s,20:09,21:19,about the role of heaven as a haven in the practice.,RCenter,Deva,Faith,Three Refuges,Four Noble Truths,,,,,,,,,
2,,,21:23,26:46,How do we know when to ask for directions on the path as opposed to just continuing farther? What would we ask?,AY,Questions,Practicing in accordance with Dhamma,,,Suffering,Discernment,Conditionality,Faith,,,,,
2,Sutta,,,,SN 12.23: Suffering is the cause of faith.,,Suffering,Faith,Conditionality,,,,,,,,,,
2,Follow-up,,,,"What about when things are pleasant, but we're not headed in the right direction?",Anon,Happiness,Suffering,Mindfulness,Deva,Relinquishment,,,,,,,,
2,Sutta,-,,,MN 75: Simile of the leper.,,Similes,,,,,,,,,,,,
2,Sutta,-,,,SN 56.35: Stream entry after 100 years.,,Stream entry,Four Noble Truths,,,,,,,,,,,
2,,,26:57,30:17,Can you speak more about the impermanence of goodness?,AP,Impermanence,Virtue,,,Conditionality,Happiness,Compassion,Fear,Suffering,,,,
2,Extra tags,,,,,,,,,,Clinging,,,,,,,,
2,Sutta,,,,AN 8.39: Five great gifts which give freedom from fear.,,Generosity,Five Precepts,Fear,,,,,,,,,,
2,Indirect quote,,,,The basis of Right View is knowing that this cup is a broken glass.|Ajahn Chah,,Ajahn Chah,Right View,Impermanence,,,,,,,,,,
