Modified:,2025,,,,,,,,,,,,,,,,,,
Session #,Kind,Flags,Start time,End time,Text,Teachers,QTag1,QTag2,QTag3,QTag4,ATag1,ATag2,ATag3,ATag4,ATag5,Off topic?,Exclude?,FTags,FTagOrder
1,Sutta,,,,"SN 1.25{bodhi}: ""Skillful, knowing the world's parlance, he uses such terms as mere expressions.""",,,,,,,,,,,,,,
2,Reading group,,Session,,,,,,,,,,,,,,,,
2,Reading,2,,,"[The Island](), Introduction by [Ajahn Sumedho](teacher:), pp. [16-18](The Island p. 18).",ASumedho,,,,,,,,,,,,,
2,Reading,2:,,,"[The Island](), Chapter 1, pp. [28-30](The Island p. 28).",,,,,,,,,,,,,,
2,Vinaya,-,,,Mv 1.6.,,,,,,,,,,,,,,
2,Comment,,17:08,20:51,I was thinking about our obsession to create things. We create our world out of the things that we create. So Nibbāna being no thing-ness seems just right.,,Proliferation,Nibbāna,Non-identification,,,,,,,,,,
2,Response,,,,,,Volitional formations,Conventions,Impermanence,Philosophy,Aggregates,Insight meditation,Suffering,,,,,,
2,Indirect quote,-,,,The things of this world are merely conventions of our own making....|Ajahn Chah in [Convention and Liberation](Collected Teachings p. 21),,Ajahn Chah,Conventions,,,,,,,,,,,
2,,,21:21,25:08,This state of nothingness or no-thing-ness is kind of liberating. Is that something that can be quick or something we attain and is forever?,,Non-identification,Liberation,,,Insight meditation,Long-term practice,Arahant,Ajahn Chah,,,,,
2,Reference,,,,[Nibbana for Everyone]().,,,,,,,,,,,,,,
2,,,25:10,33:39,Does it mean that these three stages [of awakening] are still shaky? Like they can still go back to thingness?,,Stages of awakening,Arahant,,,Stream entry,Realms of existence,Impermanence,Once return,Sensual desire,,,,
2,Extra tags,,,,,,,,,,Ill-will,Non-return,Fetters,Ajahn Chah,,,,,
2,Reference,,,,"_Śhūrangama Sūtra_, Fifty Skandha Demon States.",,,,,,,,,,,,,,
2,,,37:48,42:16.5,In Nonviolent Communication they say that when you talk to people it’s better to tell them exactly what you want them to do than what you don’t want them to do. Why exactly is it like this?,,Nonviolent Communication,Language,,,Teaching Dhamma,Precepts,Thich Nhat Hahn,Western psychology,Buddha/Biography,,,,
2,Extra tags,,,,,,,,,,Ajahn Sumedho,Four Noble Truths,,,,,,,
2,,,42:16.9,44:26,During the Buddha’s time do you know anything similar to the precepts or did the precepts come after the Buddha?,,Precepts,Buddha/Biography,,,Tipiṭaka,,,,,,,,
2,Follow-up,,,,People practiced a lot before the Buddha's time. Did they establish something like the precepts?,,Precepts,Geography/India,,,,,,,,,,,
2,Comment,,,,The Jain movement had quite strong ethical conduct.,,Jainism,,,,,,,,,,,,
2,Comment,2,53:17,54:35,"When we let go of the kilesas, it’s not just the absence of kilesas. There is a brightness and freeing of the heart. The Buddha said that there is a cloud, but when the cloud shifts, we’re not just left with the sky, but it allows the sun to shine through.",RHatha,Unwholesome Roots,Relinquishment,Liberation,Similes,,,,,,,,,
2,Response,,,,,,Direct experience,,,,,,,,,,,,
3,Reading,s:,Session,,"from [The Island](), Chapter 1, pp. [30-35](The Island p. 30).",,,,,,,,,,,,,,
3,Reading,2,,,"Nyanatiloka Bhikkhu, ""Nibbāna,"" _Buddhist Dictionary_, p. [105](https://www.budsas.org/anson/ebud/bud-dict/dic3_n.htm).",Nyanatiloka,,,,,,,,,,,,,
3,Reading,2,,,"[Mind Like Fire Unbound](), p. [2](Mind Like Fire Unbound p. 11).",,,,,,,,,,,,,,
3,Sutta,s,,,MN 26.13; SN 38.1; AN 10.60; Ud 3.10; AN 3.55; AN 6.55; SN 43.1-44.,,,,,,,,,,,,,,
3,Vinaya,,,,Mv 1.5 (also occurs at SN 6.1 and MN 26.19).,,,,,,,,,,,,,,
3,,,27:43,29:50,"When I was looking at [The Island]() about a year ago, there are lots of Pāli quotes, and it’s not obvious that it is coming from Bhikkhu Bodhi or another translator. That particular passage you read out with the forsaking (The Island p. [32](The Island p. 32)); did you translate it yourself? I think Bhikkhu Bodhi uses relinquishment of acquisitions.",,Pāli,Translation,Bhikkhu Bodhi,Ajahn Amaro,Ajahn Pasanno,,,,,,,,
3,,,29:50,34:09,"Something that I’ve noticed is that my wish to translate something differently at one point in my practice changes later when I realize, ‘Hmm…perhaps I'm just trying to get around the point.’ I feel uncomfortable with that translation and then later on realize I have to practice with this one. Does that sometimes happen to you?",,Hearing the true Dhamma,Translation,,,Truth,,,,,,,,
3,Story,,,,Jack Kornfield translates for Ajahn Chah at Insight Meditation Center and puts his own spin on the precepts. Ajahn Chah figures it out.,,Jack Kornfield,Ajahn Chah,Joseph Kappel,Insight Meditation Society,Translation,Precepts,,,,,,Translation,150
3,,,48:11,52:51,Could you clarify where Nibbāna fits into the different stages of enlightenment?,,Nibbāna,Stages of awakening,,,Stream entry,Impermanence,Insight meditation,Relinquishment,,,,,
3,Sutta,,,,AN 9.3: Meghiya (also at Ud 4.1).,,,,,,,,,,,,,,
3,Indirect quote,u,,,"""Sawahng, Sa-aht, Sangop"" — ""Bright, pure, peaceful""|many Thai Forest Tradition teachers",,Thai Forest Tradition,,,,,,,,,,,,
3,,,52:54,56:10,The urge to become—is it just inherent in us as a species or is it inherent everywhere in life?,,Becoming,Human,,,Animal,Gratification,Buddha/Biography,,,,,,
3,Sutta,,,,MN 26.19.,,,,,,,,,,,,,,
4,Reading,s:,Session,,"from [The Island](), Chapter 1, pp. [39-42](The Island p. 39).",,,,,,,,,,,,,,
4,Reading,2,,,"Bhikkhu Bodhi, ""Introduction,"" _The Middle Length Discourses of the Buddha_, pp. 31-2.",BBodhi,,,,,,,,,,,,,
4,Note,,,,"The recording of the January 11 reading (_The Island_, pp. 35-39) was lost.",,,,,,,,,,,,,,
4,Comment,,8:33,10:25,I always associate [Nibbāna] with the word coolness....,,Nibbāna,Similes,Equanimity,,,,,,,,,,
4,Response,,,,,,Dispassion,,,,,,,,,,,,
4,Indirect quote,-,,,Nibbāna is totally cool. Meditate and chill out.|Ajahn Kusalo,,Ajahn Kusalo,Nibbāna,Similes,Artistic expression,,,,,,,,,
4,Sutta,,,,SN 35.28: Ādittapariyāya Sutta ([Chanting book translation](Chanting Book V2 p. 24)).,,,,,,,,,,,,,,
4,,,10:26,11:17,In which Sutta is Nibbāna mentioned as the Fifth Noble Truth?,,Nibbāna,Four Noble Truths,,,Truth,,,,,,,,
4,Sutta,,,,MN 140.26: Nibbāna is undeceptive.,,,,,,,,,,,,,,
4,,,27:50,34:51,What is the difference between the fetter of self-view and the one of conceit? Where does the desire to be personally known and cared for stop?,,Self-identity view,Conceit,,,Not-self,Aggregates,Similes,Insight meditation,,,,Conceit,150T
4,Sutta,,,,SN 22.89: Khemaka Sutta.,,,,,,,,,,,,,,
4,Comment,2,34:54,38:24,"Exploring the different qualities or expressions of Nibbāna, I was comparing them with the Sinhalese language. You said Nibindatti. _Bindinava_ means breaking up in Sinhalese. The second half of Nibbāna is _bana_. To give an example of what _bana_ means, let’s say you have a truckload of things. Taking the things out, lowering them down and putting them down is _bana_. So the whole process is emptying out.",RHatha,Nibbāna,Pāli,Sinhalese,,Etymology,Ven. Ananda Maitreya,,,,,,,
4,Story,,,,Ajahn Anando gives a retreatant his empty coffee cup to wash.,AA,Meditation retreats,Ajahn Anando,,,,,,,,,,,
4,,,45:53,53:27,"When Sariputta and Moggallāna died, [the Buddha] expressed almost a sense of grief in the context of the absence from the assembly. I wonder how that fits with the idea of Nibbāna.",,Great disciples,Death,Buddha/Biography,Grief,Pain,Suffering,Emotion,Tranquility,Theravāda,,,,
4,Cut audio,,48:55.54,49:22.52,,,,,,,,,,,,,,,
4,Sutta,,,,"SN 47.14: Ukkacelā Sutta: ""This assembly appears to me empty now....""",,,,,,,,,,,,,,
4,Sutta,,,,SN 36.6: The Arrow.,,,,,,,,,,,,,,
4,Story,,,,Ajahn Sumedho's experience of his mother's death.,,Ajahn Sumedho,Parents,Death,Grief,,,,,,,,,
5,Reading,s:,Session,,"from [The Island](), Chapter 2, pp. [43-48](The Island p. 43).",,,,,,,,,,,,,,
5,Reading,2,,,"Richard Gombrich, ‘Metaphor, Allegory, Satire,’ in _How Buddhism Began: The Conditioned Genesis of the Early Teachings_, p. 65-68.",,,,,,,,,,,,,,
5,Reading,2,,,[Wings to Awakening]() p. [6](Wings to Awakening p. 29).,,,,,,,,,,,,,,
5,Reading,2,,,[Mind Like Fire Unbound]() p. [41](Mind Like Fire Unbound p. 43).,,,,,,,,,,,,,,
5,Reading,2,,,"Roberto Calasso, _Ka_, pp. 369-70.",,,,,,,,,,,,,,
5,Reading,2,,,"Gita Mehta, _A River Sutra_, p. 290.",,,,,,,,,,,,,,
5,,,16:12,23:33,"When it comes to what is being reborn [in the metaphor from SN 44.9, The Island p. 52]. What sustains [the flame] is the air of oxygen, but this is still quite vague. Can you elaborate on this> Often when we talk about reincarnation but there is no self this question comes up again and again. So I’d love to hear what is actually reborn?",,Rebirth,Similes,Not-self,,Hinduism,Etymology,Conditionality,Habits,Self-identity view,,,,
5,Extra tags,,,,,,,,,,Insight meditation,Knowing itself,Liberation,,,,,,
5,Sutta,,,,DN 9.49: The Buddha asks an inquirer if they existed in the past and future.,,,,,,,,,,,,,,
5,Simile,,,,Waves coming into the shore.,,Conditionality,Similes,,,,,,,,,,,
5,Sutta,,,,SN 1.25: The Buddha uses personal pronouns.,,,,,,,,,,,,,,
5,,,23:36,27:44,"So Luang Por Sumhedo’s talk the other day where he said that our conditioning is still kind of continuous, so it is the habits that are being reborn. And still there is this awareness which knows all of that and is related to freedom. They still need to play out even though that might have been recognized, but the rebirth process could still happen for quite a while even though recognition is there.",,Ajahn Sumedho,Conditionality,Habits,Rebirth,Theravāda,Nibbāna,Buddha/Biography,,,,,,
5,Sutta,,,,"Snp 1074-6: Upasīva's Question: ""One who has reached the end has no criterion by which they can be measured.""",,Knowing itself,Death,,,,,,,,,,,
5,Reference,,,,Pilgrim Kamanita p. 119.,,,,,,,,,,,,,,
5,,,39:15.5,43:11,"Using the words passion and greed as if they are interchangeable seems difficult for me to see. Passion seems a lot wider. How is one passionate about something? How am I greedy about something? If I’m passionate about Buddhism, how am I greedy about Buddhism?",,Desire,Greed,,,Unwholesome Roots,Aversion,Etymology,Teaching Dhamma,Practicing in accordance with Dhamma,,,,
5,Sutta,s,,,SN 56.11: Dhammacakkappavattana Sutta ([Chanting book translation](Chanting Book V2 p. 2)); SN 22.59 Anattalakkhaṇa Sutta ([Chanting book translation](Chanting Book V2 p. 14)); SN 35.28: Ādittapariyāya Sutta ([Chanting book translation](Chanting Book V2 p. 24)).,,,,,,,,,,,,,,
5,Follow-up,,,,I relate more to rage and passion than I do to greed. Is it okay to make my three poisons…?,,Aversion,Greed,Unwholesome Roots,,,,,,,,,,
5,,,43:12.5,45:47,"Is the Buddha incapable of rage and passion himself? From the coolness of enlightenment as he described it, could you not use rage and passion skillfully? Like you’re acting but aware of it for the liberation of all beings, using it in a skillful way, dispassionately full of compassion. Does that make sense?",,Buddha,Aversion,Desire,Liberation,Fierce/direct teaching,Vinaya,,,,,,,
5,Extra tags,,,,,,Compassion,,,,,,,,,,,,
5,Vinaya,,,,BuPj 4.1.2: A harsh rebuke by the Buddha.,,,,,,,,,,,,,,
6,Reading,s:,Session,,"from [The Island](), Chapter 2, pp. [48-52](The Island p. 48).",,,,,,,,,,,,,,
6,Sutta,s,,,SN 35.28 (also at Mv 1.21); Iti 93; SN 44.9.,,,,,,,,,,,,,,
6,,,11:31.5,12:31,"This is a bit pedantic, but shouldn’t it be 1,003? It says the three Kassapa brothers and their 1,000 disciples.",,,,,,Language,,,,,,,,
6,Sutta,,,,SN 35.28: Ādittapariyāya Sutta ([Chanting book translation](Chanting Book V2 p. 24)).,,,,,,,,,,,,,,
6,Vinaya,,,,Mv 1.15: The story of the Kassapa brothers.,,,,,,,,,,,,,,
6,,,12:34,16:20,You were saying the chanting takes 50 minutes. I understood the Buddha tells Ananda the early suttas because Ananda was not there in the beginning. Was it more like a summary?,,Chanting,Sutta,Buddha/Biography,Great disciples,Spiritual traditions,Teaching Dhamma,Learning,History/Sri Lankan Buddhism,,,,,
6,Sutta,,,,SN 35.28: The Fire Sermon ([Chanting book translation](Chanting Book V2 p. 24)).,,,,,,,,,,,,,,
6,,,16:23,17:40.5,It sounds relatively common that people became enlightened. Do we take that as true? Did it happen afterwards? Does it happen now that people can become enlightened by listening to you?,,Liberation,,,,Buddha/Biography,,,,,,,,
6,Sutta,,,,MN 69.29.,,,,,,,,,,,,,,
6,,,17:43,22:20,"I was curious why the ascetics used to grow their hair in dreadlocks, but the Buddha decided to shave.",,Culture/India,Buddha/Biography,Monastic life,,Vinaya,Cleanliness,Simplicity,Renunciation,Ajahn Amaro,,,,
6,Comment,,,,I heard that sometimes the yogis at that time would grow their hair all their life and only at the time of death cut their hair.,,Culture/India,,,,,,,,,,,,
6,,,24:57,26:45,"When you give a teaching to many people, is there a special technique? Because there were no loud speakers or microphones. When the audience is 1,000 people, is there somebody repeating every 20 meters?",,Teaching Dhamma,,,,Buddha/Biography,,,,,,,,
6,,,26:54,27:36.5,"I thought there was a rule that you can’t talk about your attainments. But if 1,000 people became arahants, how did anyone know?",,Vinaya,Arahant,Buddha/Biography,,Psychic powers,,,,,,,,
6,,,27:38,28:52.5,Is Maha Kassapa the same one from the Gateless Gate (Koan #6) who smiles when the Buddha holds up a flower?,,Great disciples,Koan,,,Mahāyāna,,,,,,,,
6,,,28:53,30:41.5,"Coming back to Arahantship, as Chris was mentioning, you’re not supposed to talk about your attainments, but is there a notion of how likely it is happening nowadays in the monastic community?",,Arahant,Vinaya,Saṅgha,,Ajahn Chah,,,,,,,,
6,Indirect quote,,,,Why do you want to know if I'm an arahant? It would be better for your to explore why you are not.|Ajahn Chah,,Ajahn Chah,Arahant,,,,,,,,,,,
6,,,30:42.5,33:19,On the subject of the Buddha's early teaching to Upaka the wanderer. Does he make an appearance later? Did he get a second chance?,,Buddha/Biography,,,,Commentaries,,,,,,,,
6,Comment,,,,Upaka became a hunter and husband of the (later) enlightened nun Cappa.,,Great disciples,,,,,,,,,,,,
6,,,49:44,51:31.5,There are people who tend to teach a lot about the deva realm. One story says that in the first discourse thousands of devas were enlightened. I wonder if they were non-returners?,,Deva,Buddha/Biography,Non-return,,Great disciples,Stream entry,Ven. Ananda Maitreya,,,,,,
6,Sutta,,,,SN 56.11: Dhammacakkappavattana Sutta: [The devas rejoicing](Chanting Book V2 p. 10).,,,,,,,,,,,,,,
7,Reading,s:,Session,,"from [The Island](), Chapter 2, pp. [52-56](The Island p. 52).",,,,,,,,,,,,,,
7,Sutta,s,,,Thig 504-6; SN 14.12; Thag 1223-4; Thig 512; Snp 1086-7; Thig 112-16; SN 6.15.,,,,,,,,,,,,,,
7,Story,,0:00,11:53,Reprinting _The Enlightened Nuns from the Time of the Buddha_ by Panadure Vajira Silmatha.,,Dhamma books,Bhikkhunī,Buddha/Biography,,Ajahn Candasirī,Ajahn Amaro,Artistic expression,Non-return,Bodhisattva,,,,
7,Story,,,,"The wanderer Upaka falls in love with Cāpā, marries her, then returns to the Buddha, ordains as a monk, and becomes a non-returner.",,Commentaries,Buddha/Biography,,,,,,,,,,,
7,Vinaya,-,,,Mv 1.6: Upaka meets the Buddha.,,,,,,,,,,,,,,
7,Sutta,-,,,Thig 13.3: Cāpātherīgāthā (Upaka is apparently called Kāḷa here).,,,,,,,,,,,,,,
7,Reference,-,,,"[Upaka](https://www.aimwell.org/DPPN/upaka.html), [Pali Proper Names]().",,,,,,,,,,,,,,
7,Sutta,-,,,SN 2.24 mentions Upaka as a non-returner.,,,,,,,,,,,,,,
7,,,11:58,15:41,Did you just mention in [The Dictionary of Pāli Proper Names](https://www.aimwell.org/DPPN/upaka.html) that [Upaka] became an arahant on landing?,,Non-return,Arahant,,,Pure Land,Rebirth,Brahma gods,,,,,,
7,Follow-up,,,,So people can get enlightened in different realms?,,Realms of existence,Liberation,,,,,,,,,,,
7,,,20:20,24:18,"What is the water that puts out the fire [in Thig 504-506, Sumedhā's verses]? Is it just awareness?",,Similes,Present moment awareness,,,Sense restraint,Precepts,Spiritual friendship,,,,,,
7,Sutta,,,,SN 45.2: Half of the Holy Life.,,,,,,,,,,,,,,
7,Sutta,,,,AN 10.51{bodhi} Avijjā Sutta.,,Ignorance,Association with people of integrity,Fourfold Assembly,,,,,,,,,,
7,,,35:57.5,36:36,Chanda is positive desire. So is that like relishing without any of this dearness?,,Desire,,,,Bases of Success,,,,,,,,
7,Comment,,40:07.5,47:58,"The story of Patācārā realizing the end of suffering [in Thig 112-116, The Island pp. 54-55] illustrates the possibility of samādhi while going about daily activities.",,Great disciples,Liberation,Concentration,Monastic life,,,,,,,,,
7,Response,,,,,,Jhāna,Concentration,Buddha/Biography,Similes,Liberation,Mahāyāna,,,,,,,
7,Vinaya,-,,,Kd 21.1.5: Ānanda realizes arahantship the dawn before the First Council while just beginning to lie down.,,Great disciples,Buddha/Biography,Arahant,Postures,Psychic powers,,,,,,,,
7,,,48:04,51:12,"If I heard correctly, you said the four traits that the Buddha mentioned were the Four Bases of Success and chanda was the first one.",,Sense bases,Desire,,,Energy,Heart/mind,Discernment,Truth,,,,,
8,Reading,s:,Session,,"from [The Island](), Chapter 3, pp. [58-61](The Island p. 58).",,,,,,,,,,,,,,
8,Reading,2,,,"Buddhadāsa Bhikkhu, unpublished Dhamma talk, 1988.",,,,,,,,,,,,,,
8,Reading,2,,,A 10.92;  Wings to Awakening pp. 35-37.,,,,,,,,,,,,,,
8,Comment,,18:45,23:50,"I heard that often when Ajahn Buddhadāsa would ist receiving guests he might have a chicken under his arm. And if a mosquito landed on him, he would gently move the chicken towards the mosquito, and that way he wasn't breaking the Vinaya.",,Ajahn Buddhadāsa,Animal,Killing,,,,,,,,,Ajahn Buddhadāsa,120
8,Response,,,,His presence was like sitting in front of a living mountain.,,Ajahn Buddhadāsa,Personal presence,,,,,,,,,,,
8,Story,,,,Ajahn Amaro's visit to Suan Mokh in 1998.,,Wat Suan Mokkh,Ajahn Amaro,Ajahn Paññānanda,Ajahn Buddhadāsa,Non-identification,Teaching Dhamma,Ajahn Santikaro,,,,,,
8,Question,,23:53,29:36,I understand that the Dhamma is beyond duality. But does the distinction between conditioned and unconditioned support duality?,,Dhamma,Advaita Vedanta,Unconditioned,,Language,Conventions,Non-identification,,,,,,
8,Reference,,,,"Richard Gombrich, ‘Metaphor, Allegory, Satire,’ in _How Buddhism Began: The Conditioned Genesis of the Early Teachings_, pp 86-87, quoted in The Island p. 118.",,,,,,,,,,,,,,
8,Sutta,,,,"SN 1.25{bodhi}: ""Skilful, knowing the world’s parlance, he uses such terms as mere expressions.""",,,,,,,,,,,,,,
8,Follow-up,,,,The usage of symbols sometimes helps as well....,,Symbolism,,,,,,,,,,,,
8,Quote,-,,,All similes and analogies are partial.,,Knowing itself,,,,,,,,,,,,
8,Question,,49:08,51:15,"When kamma meets this present moment way of handling experience, this synchronic approach, is there some sort of free will there?",,Kamma,Conditionality,Philosophy,,,,,,,,,,
8,Reference,,,,Wings to Awakening pp. 35-37.,,,,,,,,,,,,,,
8,Quote,,,,The concept of free will is quite European.,,Philosophy,Culture/West,,,,,,,,,,,
8,Reference,,,,"""Is God a Taoist?"", Raymond M. Smullyan in _The Mind's 'I'_, edited by Douglas R. Hofstadter and Daniel C. Dennett.",,,,,,,,,,,,,,
9,Reading,s:,Session,,"from [The Island](), Chapter 3, pp. [61-63](The Island p. 61).",,,,,,,,,,,,,,
9,Sutta,,,,SN 12.20; SN 12.41; AN 10.92.,,,,,,,,,,,,,,
9,,,14:37,16:28,"On the night of the Buddha's enlightenment, he used the perception of Dependent Origination to penetrate the truth into the Five Khandhas...?",,Buddha/Biography,Dependent origination,,,,,,,,,,,
9,Vinaya,,,,Mv 1.1: The Buddha contemplates Dependent Origination under different trees.,,,,,,,,,,,,,,
9,,,16:30,19:14,Dependent co-origination is referred to as Dhamma. The unoriginated and unconditioned is also Dhamma. Could you explain?,,Dependent origination,Dhamma,Unconditioned,,Cessation,Conventions,,,,,,,
9,Sutta,,,,MN 28.22: One who sees Dependent Origination sees the Dhamma.,,,,,,,,,,,,,,
9,,,31:25,37:50,How do you tell the difference between genuine insight and conceptual fabrication?,,Insight meditation,Proliferation,,,Cessation of Suffering,Spiritual friendship,Suffering,Lawfulness,Doubt,,,,
9,Extra tags,,,,,,,,,,Stream entry,Self-reliance,,,,,,,
9,Follow-up,,,,The fact that it can't be verified intuitively makes me uncomfortable. I can see how that would lead to delusion of falsity.,,Self-reliance,Delusion,,,,,,,,,,,
9,Story,,,,Ajahn Sumedho asks Ajahn Chah whether he [Ajahn Sumedho] is a stream enterer.,,Ajahn Sumedho,Ajahn Chah,Stream entry,Doubt,,,,,,,,,
9,,,37:50,41:16,"If someone disrobed but held the five or eight precepts, would the attain at least sotapanna?",,Disrobing,Stream entry,,,Arahant,Culture/West,Buddha,Monastic life/Motivation,,,,Disrobing,110
10,Reading,s:,Session,,"from [The Island](), Chapter 3, pp. [64-67](The Island p. 64).",,,,,,,,,,,,,,
10,Sutta,s,,,MN 43.11; Ud 1.10; Iti 94.,,,,,,,,,,,,,,
10,Reading,2,,,"Master Hsüan Hua, _Sixth Patriarch’s Dharma Jewel Platform Sūtra, with Commentary_, p. 149.",,,,,,,,,,,,,,
10,Reading,2,,,_Śhūrangama Sūtra_ 1.169.,,,,,,,,,,,,,,
10,,,4:32,11:03,"Ajahn Geoff often says that non-duality is not part of the Buddha's teachings because it refers to unity rather than complete transcendence. In your experience, do most teachings on non-duality refer to an allness or something more compatible with the Buddha's teachings?",,Ajahn Ṭhānissaro,Right View,Unconditioned,Advaita Vedanta,Equanimity,Non-identification,Knowing itself,Language,Culture/West,,,,
10,Extra tags,,,,,,,,,,Culture/India,,,,,,,,
10,Sutta,,,,"MN 137.17: Equanimity based on diversity, etc.",,Equanimity,,,,,,,,,,,,
10,Sutta,,,,MN 1.25: They are attached to the All.,,,,,,,,,,,,,,
10,Indirect quote,,,,"One of my pet peeves is when people say, 'I really love non-duality.'|Eric McCord",,Language,,,,,,,,,,,,
10,,,25:25,26:58,What about the cow that killed the arahant Bahiya (Ud 1.10)?,,Animal,Kamma,Rebirth,,Human,Volition,,,,,,,
10,,,26:59,39:28,"When Luang Por Sumedho talks about resting in awareness in which everything is included, is this connected to the subject part [of non-duality] or is this neither there nor in between (Ud 1.10)?",,Ajahn Sumedho,Knowing itself,Non-identification,Equanimity,Buddhist identity,Not-self,Language,Ajahn Chah,Wat Pah Nanachat,No,,,
10,Extra tags,,,,,,Advaita Vedanta,,,,Unestablished consciousness,Brahma gods,,,,,,,
10,Recollection,,,,"When Ajahn Amaro first arrived at Wat Pah Nanachat, a monk recommended _Zen Mind, Beginner's Mind_.",,Ajahn Amaro,Wat Pah Nanachat,Zen,,,,,,,,,,
10,,,45:36,,My perception of Theravāda is that it's a lot about striving but then Advaita Vedanta and Luang Por Sumedho talk about acceptance of what is right now. It doesn't have the same morality. How do you reconcile these two things?,,Theravāda,Right Effort,Advaita Vedanta,Ajahn Sumedho,Self-identity view,Suffering,Eightfold Path,,,,,,
10,Extra tags,,,,,,Virtue,,,,,,,,,,,,
10,Reference,,,,I'm not getting anywhere in my meditation. Amaravati Vault,,,,,,,,,,,,Yes,,
11,Reading,s:,Session,,"from [The Island](), Chapter 4, pp. [68-70](The Island p. 68).",,,,,,,,,,,,,,
11,Sutta,,,,Ud 3.10.,,,,,,,,,,,,,,
11,Reading,2,,,"Ven. P.A. Payutto, _Dependent Origination_, pp. 14-5.",,,,,,,,,,,,,,
11,Reflection,,9:56,10:13.5,Addiction to becoming is the core source of suffering.,,Addiction,Becoming,Cause of Suffering,,,,,,,,,Addiction,80
11,Reference,,,,The Island pp. 68-69.,,,,,,,,,,,,,,
11,,,10:20,11:37,Did the Buddha get any violent reaction from attacking Hinduism's central tenet of the atman?,,Buddha/Biography,Hinduism,Not-self,,Addiction,,,,,,,,
11,Sutta,,,,"MN 75.5: Māgandiya Sutta, ""Wrecker of being.""",,,,,,,,,,,,,,
11,Sutta,,,,MN 26.19: The Buddha hesitates to teach.,,,,,,,,,,,,,,
11,Reflection,s,11:40,13:46,on the career of the Bodhisattva.,,Bodhisattva,,,,Compassion,Perfections,Tipiṭaka,Gil Fronsdal,Mahāyāna,,,Bodhisattva,80
11,Extra tags,,,,,,,,,,History/Early Buddhism,,,,,,,,
11,Sutta,,,,MN 26.19: The Buddha hesitates to teach.,,,,,,,,,,,,,,
11,,,13:48,19:25.5,I've heard that to become a Buddha one must ask the blessing of an existing Buddha. Is this true?,,Previous Buddhas,Buddha,Bodhisattva,,Determination,,,,,,,,
11,Story,,,,The Brahmin Sumedha vows to become a Buddha (found in the Buddhavaṃsa and Jātaka tales).,,Previous Buddhas,Bodhisattva,Determination,,,,,,,,,,
11,Follow-up,,,,This makes it even more surprising that the Buddha doubted to fulfill his role (MN 26.19).,AP;AA,Buddha/Biography,Doubt,Brahma gods,Teaching Dhamma,Addiction,,,,,,,,
11,Reference,-,,,Chanting Book p. 124: Dhamma talk request.,,,,,,,,,,,,,,
11,,,19:29,20:40,"Is there any reference in the Pāli Canon to Maitreya, the next Buddha's aspiration being made to the Buddha Gotama?",AA;AKc,Tipiṭaka,Metteyya Bodhisatva,Buddha/Biography,,Āgama,,,,,,,,
11,Sutta,,,,DN 26.25: The Pāli Nikaya's only reference to Metteyya Bodhisattva.,,Metteyya Bodhisatva,,,,,,,,,,,,
11,Reference,0,,,++Āgama:++ MĀ 66: Two aspirants make vows to the Buddha Gotama. ,,,,,,,,,,,,,,
11,,,26:09,29:05,Does the Buddha require faith in order to complete the path?,AA;AP,Faith,,,,Self-identity view,Faculties,Courage,Trust,Recollection/Buddha,,,Faith,120
