Modified:,2025,,,,,,,,,,,,,,,,,,
0,,,17:26,24:43,"If you had to choose one monastery in Thailand that you can always go back to, where you had the best moments or experiences, what would it be?",,Ajahn Pasanno,Thai Ajahn Chah monasteries,,,Dtao Dum,Culture/Natural environment,,,,,,Dtao Dum,180
0,Story,,,,Ajahn Pasanno has the intuition that his time in Thailand had come to an end.,,Ajahn Pasanno,Dtao Dum,Culture/Thailand,Monastic life,,,,,,,,,
0,Story,,,,Ajahn Pasanno's decision to help with Abhayagiri.,,Abhayagiri,Ajahn Karuṇiko,Ajahn Amaro,Saṅghapāla,Ajahn Karuṇadhammo,,,,,,,,
0,,,24:44,33:44.5,"It sounds like you're quite a community builder in various places.... When I first came here (to Chithurst), I was struck by the way the community works amazingly well. Have you seen any examples of communities of laypeople living together based on monastic principles?",AP;AAh;SNanasiri;AKd,Ajahn Pasanno,Community,Saṅgha,Lay life,Precepts,Vinaya,Portland Friends of the Dhamma,Amaravati,Gaia House,,,Community,200e
0,Extra tags,,,,,,,,,,Culture/Thailand,Upasikā Kee Nanayon,Culture/West,,,,,,
0,,,33:45,35:32,How do you find it best to differentiate between true insights and insight defilements?,AP;ACittapala,Insight meditation,Unwholesome Roots,,,Tranquility,Relinquishment,Simplicity,,,,,Insight meditation,120
0,Quote,,,,A really true insight—you don't get anything from.,AP,Insight meditation,Relinquishment,,,,,,,,,,,
0,,,35:32,44:12,"Can you offer any reflections about people's tendency to measure samādhi, concentration, and jhāna and their doubt and discontent about how much is enough to develop insight?",,Calming meditation,Concentration,Jhāna,Insight meditation,Craving,Relinquishment,Etymology,Translation,Right Mindfulness,,,,
0,Extra tags,,,,,,,,,,Right Effort,,,,,,,,
0,Indirect quote,,,,Samādhi is a holiday for the heart.|Ajahn Chah,,Ajahn Chah,Concentration,Ajahn Sumedho,,,,,,,,,,
0,Simile,,,,Samādhi is like a chicken in a bamboo coop.,,Concentration,Similes,Ajahn Chah,Spaciousness,Mindfulness,,,,,,,,
0,Sutta,,,,MN 44.12: The bases of samādhi.,,,,,,,,,,,,,,
0,Simile,,,,Unification of mind is like a bowl of fruit.,,Unification,Ajahn Chah,Similes,,,,,,,,,,
0,,,44:13,45:40,"Is that [developing samādhi; refer to the [previous question](Chithurst2025_S00_F08)] possible to do in a 24-hour period? I find it difficult to continuously do what you said, especially when I'm asleep.",,Concentration,Continuity of mindfulness,,,Long-term practice,,,,,,,,
0,Comment,,45:41,46:56,"At Wat Pah Nanachat a monk asked you, ""What advice would you have for young monastics on the path?"" You replied, ""Peaks and valleys, ups and downs.""",TCandasaro,Monastic life,Long-term practice,,,,,,,,,,,
0,Response,,,,,,Long-term practice,,,,,,,,,,,,
0,,,46:56.5,47:51.5,Do you think the knowing of the peace of samādhi is always something which will be remembered? It gives a kind of confidence.,,Concentration,Tranquility,Faith,,Purpose/meaning,,,,,,,,
0,,,47:57,53:35,"Insights give a lot of confidence in the practice, a lot of trust. So when insights come, is it important to nourish them?",,Insight meditation,Faith,,,Bases of Success,Desire,Discernment,Craving,Self-identity view,,,,
0,Extra tags,,,,,,,,,,The New Yorker,Calvin and Hobbes,,,,,,,
