Modified:,2026,,,,,,,,,,,,,,,,,,
Session #,Kind,Flags,Start time,End time,Text,Teachers,QTag1,QTag2,QTag3,QTag4,ATag1,ATag2,ATag3,ATag4,ATag5,Off topic?,Exclude?,FTags,FTagOrder
11,Sutta,,,,MN 10: Satipaṭṭhāna Sutta.,,Right Mindfulness,,,,,,,,,,,,
11,Reading,2,,,"[Wings to Awakening](), passages from the [satipaṭṭhāna section](Wings to Awakening p. 115).",,,,,,,,,,,,,,
11,,,24:12,26:16,What does Ajahn Ṭhānissaro mean by stilling the breath sensations (Wings to Awakening p. 122).,,Mindfulness of breathing,Ajahn Ṭhānissaro,Tranquility,,,,,,,,,,
11,Sutta,,,,MN 118.18: Ānāpānasati Sutta.,,,,,,,,,,,,,,
11,,,26:20,,Do you have any thoughts about the two interpretations of 'body of breath' in MN 118.18?,,Mindfulness of breathing,Mindfulness of body,Meditation/Techniques,,Tranquility,Volitional formations,Pāli,,,,,,
12,Reading group,,Session,,,,,,,,,,,,,,,,
12,Reading,2,,,Satipatthana pp. 182-187.,,Hindrances,,,,,,,,,,,,
12,Sutta,,,,MN 39: Mahā-Asupura Sutta.,,,,,,,,,,,,,,
12,Comment,2,38:58,44:23,Sometimes pervading the body with rapture can take the mind away from the meditation object.,AKc,Rapture,Mindfulness of breathing,Concentration,,,,,,,,,,
12,Response,,,,,AP;AKd,Tranquility,Volition,Nature of mind,Unification,,,,,,,,,
12,Reference,-,,,"Collected Teachings p. 309, ""Tranquility and Insight.""",,,,,,,,,,,,,,
12,Comment,2s,44:25,,about translations of ekaggatā and ekodibhāvaṃ.,AKd,Unification,Translation,Bhikkhu Bodhi,Ajahn Ṭhānissaro,,,,,,,,,
12,Response,,,,,AP,Hindrances,Tranquility,,,,,,,,,,,
13,Teaching,1,0:00,5:42,The relationship between the Five Hindrances and the Seven Factors of Awakening.,,,,,,Mindfulness of dhammas,Āgama,Abhidhamma,,,,,,
13,Reading,,5:43,9:15,"SN 46.38, Bojjhaṅgasaṁyutta, “Without Hindrances.”",,,,,,,,,,,,,,
13,Reflection,,,,The value of listening to Dhamma.,,Hearing the true Dhamma,Stream entry,Hindrances,Factors of Awakening,,,,,,,,,
13,Sutta,-,,,AN 5.26: Listening to Dhamma is one of five situations that can lead to liberation.,,,,,,,,,,,,,,
13,Reading,,9:18,,"SN 46.39, Bojjhaṅgasaṁyutta, “Trees.”",,,,,,,,,,,,,,
13,Reading,,13:51,,"SN 46.40, Bojjhaṅgasaṁyutta, “Hindrances.”",,,,,,,,,,,,,,
13,Sutta,,,,SN 56.11: Dhammacakkappavattana Sutta ([Chanting Book translation](Chanting Book V2 p. 2)),,,,,,,,,,,,,,
13,Reading,,16:00,28:45,"SN 46.55, Bojjhaṅgasaṁyutta, “Saṅgārava.”",,Similes,,,,,,,,,,,,
13,,,28:49,36:22,Do you have any thoughts about the cultivation of the later Factors of Awakening?,,Rapture,Conditionality,,,Investigation of states,Mindfulness,Tranquility,Skillful qualities,,,,,
13,Recollection,,,,Ajahn Chah's description of pīti.,,Ajahn Chah,Rapture,Mindfulness of breathing,,,,,,,,,,
14,Reading,,0:55,,"SN 3.24, Kosalasaṁyutta, “Archery.”",,Generosity,,,,,,,,,,,,
14,,,10:19,12:52,"What are other possible translations of the recurring question [in the suttas], 'What do you think?'",AP;AKd,Pāli,Translation,,,Questions,,,,,,,,
14,Sutta,,,,SN 22.59 Anattalakkhaṇa Sutta ([Chanting book translation](Chanting Book V2 p. 14)).,,,,,,,,,,,,,,
14,Reading,,12:54,,"SN 47.5, Satipaṭṭhānasaṁyutta, “A Heap of the Wholesome.”",,,,,,,,,,,,,,
14,Reading,,15:29,25:25,"SN 47.12, Satipaṭṭhānasaṁyutta, “Nālandā.”",,Faith,,,,,,,,,,,,
14,Reading,,25:33,,MN 108: Gopakamogallāna Sutta.,,,,,,,,,,,,,,
15,Reading group,,Session,,,,,,,,,,,,,,,,
15,Sutta,,,,"SN 54.12, Ānāpānasaṁyutta, “In Perplexity.”",,,,,,,,,,,,,,
15,Sutta,,,,"AN 4.61, “Worthy Deeds.”",,,,,,,,,,,,,,
15,,,14:12,22:29,What's the difference between sleep and sloth and torpor?,,Sloth and torpor,,,,Bhikkhu Bodhi,Translation,Devotion to wakefulness,Craving not to become,,,,,
15,Story,,,,"Ajahn Pasanno's first meditation retreat: ""You've been stealing sleep!""",,Ajahn Pasanno,Devotion to wakefulness,,,,,,,,,,,
15,Story,,,,"After Ajahn Pasanno's illness, he needs to sleep an hour more.",,Ajahn Pasanno,Sickness,,,,,,,,,,,
15,,,22:32,23:44,Is laziness more aversion than sloth and torpor?,,Aversion,Sloth and torpor,,,Pāli,Energy,,,,,,,
15,,,23:47,25:28,What is meant by 'sees the range' in AN 4.61?,,,,,,Discernment,Hindrances,Commentaries,,,,,,
15,Reading,,25:35,32:27,"AN 5.23, “Defilements.”",,Hindrances,Similes,,,,,,,,,,,
15,,,32:35,,What is the suitable basis in AN 5.23?,,Hindrances,,,,Psychic powers,Great disciples,Jhāna,,,,,,
15,Sutta,,,,Ud 4.4: A yakkha clobbers Sariputta.,,Great disciples,Non-human beings,Psychic powers,,,,,,,,,,
15,Commentary,,,,"The Visuddhimagga discusses training for psychic powers, Path of Purification pp. 369-427.",,,,,,,,,,,,,,
16,Reading,,0:00,3:56,"AN 6.27, “Occasion.”",,,,,,,,,,,,,,
16,Reading,,4:07,13:21,"AN 10.61, “Ignorance.”",,Ignorance,Nutriment,,,,,,,,,,,
16,,,13:24,14:38,How does good conduct bring about the Four Foundations of Mindfulness in AN 10.61?,,Virtue,Right Mindfulness,,,Practicing in accordance with Dhamma,,,,,,,,
16,,,14:39,18:50,Could you elaborate on the difference between nutriment [AN 10.61] and the causal relationships in Dependent Origination?,AP;AShj,Nutriment,Dependent origination,Conditionality,,Commentaries,Pāli,Thai,,,,,,
16,Reading,,18:54,,"AN 10.95, “Uttiya.”",,Views,,,,,,,,,,,,
17,Reading,,Session,,MN 75: Māgandiya Sutta.,,,,,,,,,,,,,,
17,,,32:07,35:04,Do you have any advice on how to approach unwholesome habits that are based on hindrances?,,Habits,Unskillful qualities,Hindrances,,Conditionality,Mindfulness of dhammas,Self-identity view,,,,,,
17,Sutta,,,,MN 75.15: Māgandiya Sutta.,,,,,,,,,,,,,,
17,,,35:06,40:14,Would you say that clinging is around the senses and not the sensual desires?,AP;AKd,Clinging,Sense bases,Sensual desire,,Aggregates,,,,,,,,
17,Follow-up,,,,How do we uproot clinging?,,Clinging,Discernment,,,,,,,,,,,
17,Comment,,,,One can only apply the concept of inverted perception from MN 75.29 to the other sense bases.,ANy,Delusion,Perception,Sense bases,,Ajahn Khao,,,,,,,,
17,Response,,,,Showering after being exposed to poison oak.,AP,Clinging,Feeling,,,,,,,,,,,
17,Recollection,,,,Ajahn Mahā Boowa perceived difficulty and problems as a whetstone for mindfulness.,APes,Ajahn Mahā Boowa,Mindfulness,,,,,,,,,,,
17,Response,-,,,,AP,Four Noble Truths,Conditionality,,,,,,,,,,,
18,Reading,,0:00,2:46,"AN 5.161, “Removing Resentment (1).”",,,,,,,,,,,,,,
18,,,2:49,,Could you speak about disregarding the person as a strategy for working with resentment (AN 5.161)?,,,,,,Aversion,,,,,,,,
18,,,3:57,7:03,"In the practice of removing resentment (AN 5.161), how does developing equanimity differ from reflecting on kamma?",,,Equanimity,Kamma,,Divine Abidings,Judgementalism,,,,,,,
18,,2,7:05,10:55,about the practice of metta in response to ill-will.,,Language,Goodwill,,Equanimity,Discernment,,,,,,,,
18,Sutta,,,,"AN 5.161, “Removing Resentment (1).”",,,,,,,,,,,,,,
18,Reading,s,11:00,29:46,"AN 5.162, “Removing Resentment (2);” AN 7.64, “Anger.”",,,,,,,,,,,,,,
18,,,30:07,,"In the Five Hindrances, does ill-will apply only to people?",,Hindrances,,Aversion,,Similes,,,,,,,,
18,Sutta,s,,,SN 46.55; MN 39.14.,,,,,,,,,,,,,,
19,Reading,,Session,,"AN 7.61, “Dozing.”",,Sloth and torpor,,,,,,,,,,,,
19,Reflection,0,,,[Ajahn Pasanno](teacher:) reflects on the qualities described in the lesser-known second half of this sutta.,,Contentment,Seclusion,Relinquishment,,,,,,,,,,
19,Sutta,-,,,MN 118: Ānāpānasati Sutta.,,,,,,,,,,,,,,
19,Comment,,14:02,15:05,"AN 7.61 is similar to the beginning of the Metta Sutta (Snp 1.8, [Chanting Book translation](Chanting Book p. 37)).",AJoti,Contentment,Humility,,,,,,,,,,,
19,Response,,,,,,,,,,,,,,,,,,
19,,,15:09,20:32,Do you have any thoughts about how to discern neutral feeling?,,Neutral feeling,Feeling,,,Delusion,Mindfulness,Patience,Restlessness and worry,,,,,
19,Sutta,,,,AN 7.61.,,,,,,,,,,,,,,
19,Comment,,20:34,,about noticing restlessness even in peaceful meditation.,ACu,Restlessness and worry,Tranquility,,,,,,,,,,,
19,Response,,,,,,Self-identity view,Relinquishment,Contentment,Patience,Impermanence,Dispassion,Cessation,Mindfulness of dhammas,,,,,
20,Reading group,,Session,,,,,,,,,,,,,,,,
20,Sutta,,,,"AN 4.128, “Astounding (2).”",,,,,,,,,,,,,,
20,Sutta,,,,MN 23: Vammika Sutta.,,,,,,,,,,,,,,
20,Sutta,,,,"SN 42.13, Gāmaṇisaṁyutta, “Pāṭaliya.”",,,,,,,,,,,,,,
20,Discussion,,12:18,,of the symbolism in MN 23.,,Symbolism/metaphor,,,,Sensual desire,Hindrances,Thai,Doubt,,,,,
20,,,16:06,17:36,How is sensual desire like being in debt (MN 39.14)?,,Sensual desire,Similes,,,,,,,,,,,
20,Reflection,s,46:14,48:19,on SN 42.13: The Buddha's clarity with definitions and bringing doubts about views back to conduct.,,Teaching Dhamma,Doubt,Views,Virtue,,,,,,,,,
20,Comment,,48:22,48:53,Reflecting on the results of good conduct is the basis for samādhi [in SN 42.13].,AKd,Recollection/Virtue,Concentration,,,,,,,,,,,
20,Response,,,,,,Recollection/Virtue,,,,,,,,,,,,
20,Comment,,48:56,,I'm puzzled why the lucky throw on both counts happens in both cases in SN 42.13.,AKc,Views,,,,,,,,,,,,
20,Response,,,,,,Views,Virtue,Kamma,,,,,,,,,,
20,Sutta,,,,AN 3.65: Kālāma Sutta.,,,,,,,,,,,,,,
21,Reading,,Session,,MN 109: Mahāpuṇṇama Sutta.,,,,,,,,,,,,,,
21,Reflection,s,16:09,22:47,on MN 109: The danger in clinging to khandhas.,,Clinging,Self-identity view,,,,,,,,,,,
21,Reference,,,,[Reflection on dukkha](Chanting Book p. 11) from the Morning Chanting.,,,,,,,,,,,,,,
21,Sutta,,,,SN 22.59 Anattalakkhaṇa Sutta ([Chanting book translation](Chanting Book V2 p. 14)).,,,,,,,,,,,,,,
21,,,23:02,24:35,How is nama-rupa usually defined?,AP;AShj,Consciousness,,,,Volition,,,,,,,,
21,Sutta,,,,SN 12.67: Sheaves of reeds.,,Aggregates,Consciousness,Similes,,,,,,,,,,
21,,,24:38,31:18,Have any teachers explained the meaning of the questions in MN 109?,,Questions,,,,,,,,,,,,
21,Comment,0,,,Commentarial explanation of the context of MN 109.,,Questions,Teaching Dhamma,Culture/India,Views,Culture/West,Christianity,,,,,,,
21,Sutta,,,,DN 1: Brahmajāla Sutta.,,Views,Culture/India,,,,,,,,,,,
21,,,31:20,40:21,The obtuse bhikkhu who thought about what self is touched by the results of action (MN 109.14)—that's the place where kamma comes into the question?,AP;AShj,Self-identity view,Kamma,,,Views,Middle Path,Doctrine-of-self clinging,Characteristics of existence,,,,,
21,Follow-up,,,,Right view talks about being being reborn. Is this a conventional use of language? It's not talking about selves being reborn?,,Right View,Rebirth,Language,Self-identity view,,,,,,,,,
21,Sutta,,,,SN 5.10: Simile of the chariot.,,Conventions,Self-identity view,Characteristics of existence,,,,,,,,,,
21,Sutta,,,,???: Simile of the flame (same flame in evening and morning?),,,,,,,,,,,,Yes,,
22,Reading,,Session,,MN 64: Mahāmālunkya Sutta and Bhikkhu Bodhi's footnote explaining the Majjhima Nikāya Commentary.,,,,,,,,,,,,,,
22,Comment,,18:37,19:32,"MN 64 speaks about the underlying tendencies even in infants, which goes against the idea of getting back to your childlike purity.",,Fetters,Children,,,,,,,,,,,
22,Response,s,,,,AP;AJoti,,,,,,,,,,,,,
22,Teaching,1,22:36,27:24,MN 64.9 explains how jhāna forms the basis for insight.,,Jhāna,Characteristics of existence,Insight meditation,,Formless attainments,,,,,,,,
22,Follow-up,,,,Does that imply that insight is realized during that absorption?,,Insight meditation,Jhāna,,,,,,,,,,,
22,Discussion,,27:25,,of formless attainments and awareness of body.,,Formless attainments,Mindfulness of body,,,,,,,,,,,
23,Reading group,,Session,,from Burden off the Mind pp. 14-17,,,,,,,,,,,,,,
23,Reading,2,,,"§5: SN 22.100, Khandhasaṁyutta, “The Leash.”",,,,,,,,,,,,,,
23,Reading,2,,,"§6: SN 22.48, Khandhasaṁyutta, “Aggregates.”",,,,,,,,,,,,,,
23,Reading,2,,,§7: excerpt from SN 22.79.,,,,,,,,,,,,,,
23,,,5:00,5:37,What is your understanding of the moving picture show [in Ajahn Ṭhānissaro's translation of SN 22.100]?,,Similes,Artistic expression,,,Culture/India,,,,,,,,
23,Comment,,9:07,11:45,The only difference between the aggregates and the clinging aggregates in SN 22.48 is that the clinging aggregates are clingable.,,Aggregates,Clinging,,,,,,,,,,,
23,Response,,,,,AP,,,,,,,,,,,,,
23,Sutta,-,,,"SN 22.85.28: Yamaka Sutta: ""... welfare and happiness for a long time.""",,,,,,,,,,,,,,
23,Comment,,11:47,13:16,Bhikkhu Bodhi's new translation for practices and precepts is behaviors and precepts.,,Attachment to precepts and practices,Bhikkhu Bodhi,Translation,,,,,,,,,,
23,Note,,,,See _The Numerical Discourses of the Buddha_ p. 1882.,,,,,,,,,,,,,,
23,Response,,,,,,Virtue,Habits,,,,,,,,,,,
23,,,13:18,16:51,"The Morning Chanting [in the old [Abhayagiri Chanting Book](Abhayagiri Chanting Book p. 22)] first translates upādāna as clinging, but when it goes to the various khandhas, the translation is identification. Could you reflect on clinging as identification?",,Clinging,Translation,Aggregates,Self-identity view,Sensual desire,Attachment to precepts and practices,Doctrine-of-self clinging,Fetters,,,,,
23,,,20:25,,How do you understand the description of fabrication in SN 22.79?,,Volitional formations,,,,Aggregates,Proliferation,Ajahn Chah,,,,,,
23,Reading,,,,"Bhikkhu Bodhi's footnote to SN 22.79, _The Connected Discourses of the Buddha_ p. 1071.",,Translation,Pāli,Volition,,,,,,,,,,
24,Reading group,,Session,,from Burden off the Mind pp. 17-20,,,,,,,,,,,,,,
24,Reading,2,,,§8: excerpt from MN 28: Mahāhatthipadopama Sutta.,,,,,,,,,,,,,,
24,Reading,2,,,§9: excerpt from SN 22.57.,,,,,,,,,,,,,,
24,Reading,2,,,§10: MN 44.22: Cūḷavedalla Sutta.,,,,,,,,,,,,,,
24,Reading,2,,,§11: excerpt from SN 22.57.,,,,,,,,,,,,,,
24,Reading,2,,,§12: excerpt from SN 22.57.,,,,,,,,,,,,,,
24,Reading,2,,,§13: excerpt from Sangīti Sutta (DN 33).,,,,,,,,,,,,,,
24,Reading,2,,,§14: MN 44.13: Cūḷavedalla Sutta.,,,,,,,,,,,,,,
24,Reading,2,,,§15: excerpt from SN 22.57.,,,,,,,,,,,,,,
24,Reading,2,,,§16: excerpt from SN 22.57.,,,,,,,,,,,,,,
24,Reading,2,,,§17: MN 109.9: Mahāpuṇṇama Sutta.,,,,,,,,,,,,,,
24,Sutta,,,,"SN 22.1, Khandhasaṁyutta, “Nakulapitā.”",,,,,,,,,,,,,,
24,,,5:38,6:15,Is there another place in the suttas (besides MN 44.24) where neutral feeling is pleasant when conjoined with mindfulness?,,Sutta,Neutral feeling,Happiness,Mindfulness,,,,,,,,,
24,Teaching,,6:51,,The meaning of perception.,,Perception,,,,Sense bases,Thai,Memory,,,,,,
24,Sutta,,,,SN 22.79.,,,,,,,,,,,,,,
24,,,8:34,10:49,Is it significant that SN 22.79 describes perception in terms of color and consciousness in terms of taste?,,Perception,Consciousness,Sense bases,,,,,,,,,,
24,,,13:36,,How is it that knowledge makes neutral feeling pleasant (MN 44.24)?,,Neutral feeling,Happiness,,,,,,,,,,,
24,,,14:33,,MN 44.14 defines perception and feeling as mental formations. I thought those were just conditional arising on account of contact (MN 109.9)?,,Perception,Feeling,Volitional formations,Conditionality,Pāli,,,,,,,,
24,Extra tags,,,,,,Contact,,,,,,,,,,,,
24,Teaching,,,,Ajahn Buddhadasā's translation of the Ānāpānasati Sutta (MN 118.19; [Chanting Book translation](Chanting Book p. 85)) translates cittasaṅkhāra as the mental conditioner.,,Ajahn Buddhadāsa,Translation,Mindfulness of breathing,Volitional formations,,,,,,,,,
24,Reference,-,,,Mindfulness with Breathing p. 72.,,,,,,,,,,,,,,
24,Follow-up,,,,"The bodily fabrication doesn't seem to involve volition, but vitakka and vicāra do.",,Body/form,Volitional formations,Volition,Directed thought and evaluation,Aggregates,,,,,,,,
24,Comment,,,,"In the Ānāpānasati Sutta, much of the practice is intentionally calming different saṅkhāras.",,Mindfulness of breathing,Volitional formations,Tranquility,Mindfulness of body,,,,,,,,,
24,Response,,,,,,,,,,,,,,,,,,
24,Discussion,,20:43,22:03,about different meanings and contexts of saṅkhāra.,,Pāli,Volitional formations,,,Nibbāna,Meditation,Ven. Anālayo,,,,,,
25,Reading,,0:00,,"SN 22.2, Khandhasaṁyutta, “At Devadaha” and Bhikkhu Bodhi's footnote on p. 1045.",,,,,,,,,,,,,,
25,Reflection,,,,This is a nice snapshot of the Saṅgha at the time of the Buddha.,,Saṅgha,Buddha/Biography,Great disciples,,,,,,,,,,
25,Simile,,,,Sāriputta as a midwife (MN 141.5).,,Great disciples,,,,,,,,,,,,
25,,,12:03,16:46,"In SN 22.2, Sāriputta equates unwholesome states with lust and attachment to the aggregates. What about ill-will and enmity?",AP;AShj;AKd;AJoti,Unskillful qualities,Craving,Clinging,Aggregates,Craving not to become,Judgementalism,,,,,,,
25,Extra tags,,,,,,Ill-will,Aversion,,,,,,,,,,,
25,,,16:48,17:36,"In SN 22.2, Bhikkhu Bodhi translates displeasure, but our [morning chanting](Chanting Book p. 11) has grief. Are they the same?",,Grief,Translation,,,,,,,,,,,
25,,,17:39,18:50,What does fever mean in SN 22.2?,,Pāli,,,,Sensual desire,,,,,,,,
25,,,18:51,21:33,Why does Sāriputta recommend teaching the aggregates to people who don't know about Buddhism (SN 22.22)?,,Teaching Dhamma,Aggregates,,,Questions,Culture/India,,,,,,,
25,Append audio,,22:32,24:06,,,,,,,,,,,,,,,
25,,o,21:38,24:06,Was the word saṅkhāra used before the Buddha?,,Volitional formations,Pāli,,,Language,Teaching Dhamma,Aggregates,,,,,,
25,,,24:08,25:20,Did the paradigm of the khandhas exist before the Buddha's time?,,Aggregates,History/Indian Buddhism,,,,,,,,,,,
25,Sutta,,,,SN 22.59 Anattalakkhaṇa Sutta ([Chanting book translation](Chanting Book V2 p. 14)).,,,,,,,,,,,,,,
25,Reading,,25:46,38:58,"SN 22.3, Khandhasaṁyutta, “Hāliddakāni (1)” and Snp 4.9 (Dr. Saddhatissa translation).",,,,,,,,,,,,,,
25,Teaching,o,26:11,31:37,"Explanation of ""The Questions of Māgaṇḍiya"" (Snp 4.9) and Dr. Saddhatissa's translation of the Sutta Nipāta. ",AP;AShj,History/Early Buddhism,Dr. Saddhatissa,Translation,,Great disciples,Pāli,Culture/Sri Lanka,,,,,,
25,Story,,,,Ajahn Chah tells Ajahn Sumedho to take Dr. Saddhatissa as the Saṅgharāja of England.,,Ajahn Chah,Ajahn Sumedho,Dr. Saddhatissa,Study monks,,,,,,,,,
25,Reflection,,39:01,43:00,"In SN 22.3, Venerable Mahākaccāna extrapolates from the literal to the figurative.",,Great disciples,Teaching Dhamma,Symbolism/metaphor,,Commentaries,Aggregates,Sense bases,Proliferation,,,,,
26,Reading group,,Session,,,,,,,,,,,,,,,,
26,Reading,2,,,Satipatthana pp. 202-207.,,,,,,,,,,,,,,
26,Sutta,,,,"SN 22.5, Khandhasaṁyutta, “Concentration.”",,,,,,,,,,,,,,
26,Sutta,,,,"SN 22.29, Khandhasaṁyutta, “Delight.”",,,,,,,,,,,,,,
26,Sutta,,,,"SN 5.1, Bhikkhunīsaṁyutta, “Āḷavikā.”",,,,,,,,,,,,,,
26,Sutta,,,,"SN 5.9, Bhikkhunīsaṁyutta, “Selā.”",,,,,,,,,,,,,,
26,Reading,,0:40,3:45,[Footnote](Satipatthana p. 202) in Satipatthana inferring that the concept of the Five Aggregates predated the Buddha.,,History/Early Buddhism,,,,,,,,,,,,
26,,,9:33,12:41,Have you contemplated the elements as a basis for contact?,AKd;AJoti,Body/form,Elements,Contact,,Unattractiveness,Not-self,,,,,,,
26,Comment,,19:05,19:54,"In contrast to the commentary, Venerable Analayo describes the aggregates as a tool for getting free of suffering.",AKc,Commentaries,Ven. Anālayo,Cessation of Suffering,,,,,,,,,,
26,Response,,,,,,,,,,,,,,,,,,
27,Reading group,,Session,,,,,,,,,,,,,,,,
27,Sutta,,,,"SN 45.159, Maggasaṁyutta, “The Guest House.”",,,,,,,,,,,,,,
27,Sutta,,,,"SN 5.10, Bhikkhunīsaṁyutta, “Vajirā.”",,,,,,,,,,,,,,
27,Reading,2,,,"The Questions of King Milinda, I.i, “No Person is Found,” p. 29-32 (Mil 25).",,,,,,,,,,,,,,
27,Teaching,,3:32,5:16,"SN 45.159 relates the Five Aggregates to the First Noble Truth, which must be understood.",,Noble Truth of Suffering,,,,Characteristics of existence,,,,,,,,
27,Teaching,,9:11,10:52,Introduction to _[The Questions of King Milinda](Mil 25)_.,,History/Early Buddhism,Sutta,,,,,,,,,,,
27,Comment,,17:54,20:54,Most people would say that all the parts together comprise the chariot.,AJoti,Similes,Not-self,,,,,,,,,,,
27,Response,s,,,,AKd;AShj;ACu,Similes,Aggregates,Not-self,,,,,,,,,,
27,Question,,20:55,24:18,How do you contemplate the Five Aggregates in practice?,AKd;ACu,Recollection,,,,Not-self,Characteristics of existence,Direct experience,Ageing,,,,,
27,Sutta,,,,SN 22.59 Anattalakkhaṇa Sutta ([Chanting book translation](Chanting Book V2 p. 14)).,,,,,,,,,,,,,,
27,,,24:26,27:11,"If the task is to fully understand and you have an affinity for understanding form, does that affect how you understand the other aggregates?",,Noble Truth of Suffering,Body/form,,,Thai Forest Tradition,Mindfulness of body,Insight meditation,,,,,,
27,Sutta,,,,AN 1.616: Mindfulness directed to the body and the deathless.,,,,,,,,,,,,,,
28,Reading group,,Session,,,,,,,,,,,,,,,,
28,Sutta,,,,"SN 22.26, Khandhasaṁyutta, “Gratification (1).”",,,,,,,,,,,,,,
