Modified:,2025,,,,,,,,,,,,,,,,,,
1,,,6:26,12:00,"What is the difference between mindfulness, bare attention, and clear comprehension? Can you flesh out the word understanding?",,Mindfulness,Direct experience,Clear comprehension,,Right Effort,Discernment,Right Mindfulness,Ardency,Investigation of states,,,,
1,Extra tags,,,,,,,,,,Mindfulness of breathing,Greed,Aversion,,,,,,
1,Sutta,,,,MN 118: Ānāpānasati Sutta,,Mindfulness of breathing,,,,,,,,,,,,
1,,,12:20,15:46,Sometimes you hear something...[audio unclear]....What is your opinion?,,,,,,Gladdening the mind,Discernment,Release,Cessation of Suffering,,,,,
1,Sutta,,,,"AN 8.19: ""Just as the ocean has only one taste...""",,Liberation,,,,,,,,,,,,
2,,,0:08,,What would be a way to connect with the deva-like humans?,,Human,,,,Realms of existence,,,,,,,,
2,,,1:08,,What would be a way to connect with the devas if you were out walking by yourself...[audio unclear]?,,Culture/Natural environment,,,,Recollection/Buddha,Spiritual search,,,,,,,
2,,,3:02,7:47,I've heard that devas and brahmas aren't able to become enlightened. Is that right?,AY;AP,Liberation,,,,Delusion,Heedlessness,Sutta,Great disciples,Four Noble Truths,,,,
2,Sutta,,,,SN 56.11: Dhammacakkappavattana Sutta,,,,,,,,,,,,,,
2,Story,,,,Ajahn Sudanto's pūjā on Mount Hood.,,Pacific Hermitage,Ajahn Sudanto,Pūjā,Recollection/Devas,Culture/Natural environment,Merit,Goodwill,,,,,,
2,Comment,,7:52,,Contemplating the devas opens my mind to waking up.,,Liberation,,,,,,,,,,,,
2,Response,,,,,,Mindfulness,Energy,Proliferation,Depression,Sutta,Culture/Natural environment,,,,,,,
2,Comment,,11:45,,"I ask myself, ""Do I believe in Māra?"" There's no doubt. I try to balance this with the devas.",,Māra,,,,,,,,,,,,
2,Response,,,,,,Skillful qualities,,,,,,,,,,,,
2,,,13:01,14:22,Are angels devas...[audio unclear]?,,Christianity,,,,God,Delusion,,,,,,,
2,Comment,,14:29,15:52,Maybe recollection of the devas isn't frequently taught because it could slip into a desire for heaven.,,Craving for material existence,,,,,,,,,,,,
2,Response,,,,,,Sutta,Hell,Kamma,Delusion,,,,,,,,,
2,Comment,,16:01,,For me it is a question of whether I can believe it or not. It depends on where I place my mind.,,Faith,Science,Emptiness,Proliferation,,,,,,,,,
2,Extra tags,,,,,,Dalai Lama,Death,,,,,,,,,,,
2,Response,,,,,,Doubt,Trust,Tranquility,,,,,,,,,,
3,,,0:13,2:26,"Could you speak more about the concept of relinquishment, giving up, and how it relates to giving?",,Relinquishment,Recollection/Generosity,Generosity,,Clinging,,,,,,,,
3,Comment,,2:30,5:18,I'm looking at contemplating peace as opposed to grasping for peace as a result of aversion to dukkha. There's not the same result.,,Recollection/Peace,Clinging,Aversion,Suffering,,,,,,,,,
3,Response,,,,,,Noble Truth of Suffering,Craving not to become,Relinquishment,Kamma,,,,,,,,,
3,Comment,,5:23,,So you maximize the internal benefit you receive...[audio unclear]?,,Recollection/Generosity,Generosity,,,,,,,,,,,
3,Response,s,,,,AKd;AP;AY,Faith,Discernment,Clinging,Habits,Proliferation,Idealism,,,,,,,
