Modified:,2025,,,,,,,,,,,,,,,,,,
3,30/04/2017,Upasika Renewal Day Devotion and Ritual Becoming the Buddha - Ajahn Pasanno.mp3,2:58:09,AP,Devotion to the Buddha and Our Teachers,,17,,,,,10689,,,,,,,
<---->,,,,,,,,,,,,,,,,,,,
Session #,Kind,Flags,Start time,End time,Text,Teachers,QTag1,QTag2,QTag3,QTag4,ATag1,ATag2,ATag3,ATag4,ATag5,Off topic?,Exclude?,FTags,FTagOrder
1,Summary,n,Session,,,,,,,,,,,,,,,,
1,Reference,,,,_Becoming the Buddha_ by Donald Swearer (commercial).,,,,,,,,,,,,,,
1,Story,,8:19,11:35.7,It took three tries to make Abhayagiri's sandstone Buddha image.,,Abhayagiri,Buddha images,Artistic expression,,Ajahn Achalo,Postures,,,,,,,
1,Teaching,2,13:47,15:11,"The Buddha symbolizes wisdom, compassion and purity in balance.",,Buddha,Discernment,Compassion,Virtue,,,,,,,,,
1,Story,,28:35.5,30:59.5,The origin of Buddha images.,,History/Early Buddhism,Buddha images,,,Culture/West,Geography/India,,,,,,,
1,Reflection,,31:18,32:22,"Buddha images show the eyes open because Buddha literally means ""awake.""",,Buddha images,Buddha,,,,,,,,,,,
1,Story,,35:41,37:30,"???? gives extensive teachings about the meaning of each word in the recollection of Buddha, Dhamma, and Saṅgha.",,,Three Refuges,,,Wat Pah Nanachat,Theravāda,,,,,Pending,,
1,Append audio,,39:40,40:00,,,,,,,,,,,,,,,
1,Reference,,,,Chanting Book pp. 4-8.,,,,,,,,,,,,,,
1,Story,o,37:34,39:34,"???? flees Vietnam with a group of boat people, but the engine breaks down. Thai pirates board the boat and threaten the refugees, but then pay homage to the 17-year old novice and help repair the boat.",,Abuse/violence,Respect,Compassion,,,,,,,,Pending,,
1,Story,,40:33,41:35,"A Sri Lankan monk is attacked by a bull elephant. He chants ""Itipi so...."" The elephant stops.",,Animal,Abuse/violence,Chanting,Recollection/Buddha,,,,,,,,,
1,Extra tags,,,,,,Three Refuges,,,,,,,,,,,,
1,Reference,s,,,Chanting Book V2 p. 54; Chanting Book pp. 4-8.,,,,,,,,,,,,,,
1,Reflection,,42:09,44:30.5,"In Theravāda culture, the Buddha is always a human being.",,Buddha,Human,Theravāda,,Mahāyāna,,,,,,,Buddha,100
1,Reflection,s,44:40.5,46:05,"on AN 3.136: ""Whether a Buddha appears in the world or not....""",,Characteristics of existence,Buddha,,,Truth,,,,,,,,
1,Indirect quote,,,,"Whether you've got a well or don't have a well, there's water in the ground.",,Ajahn Chah,Similes,,,,,,,,,,,
1,Teaching,,46:37,49:59.5,"The story of the Bodhisattva seeing the old person, the sick person, and the dead person isn't in the scriptures.",,Buddha/Biography,Tipiṭaka,Stories,,Jātaka Tales,Postulants,,,,,,Buddha/Biography,200
1,Sutta,,,,DN 14.2 ascribes this story to the previous Buddha Vipassī.,,Previous Buddhas,,,,,,,,,,,,
1,Sutta,,,,Snp 3.1 describes the Bodhisattva's going forth.,,,,,,,,,,,,,,
1,Teaching,,50:03.5,56:53,The time of the Buddha was a time of great change.,,Buddha/Biography,History/Early Buddhism,,,Saṅgha decision making,Spiritual traditions,Views,,,,,,
1,Sutta,,,,DN 1: Brahmajāla Sutta.,,,,,,,,,,,,,,
1,Sutta,,,,Snp 3.1: King Bimbisāra meets the Bodhisattva.,,,,,,,,,,,,,,
1,Story,,57:57.5,59:26,The origin of the Guan Yin statue in Abhayagiri's Reception Hall.,,Buddha images,Abhayagiri,,,Generosity,,,,,,,,
1,,,1:04:07,1:07:01,Does the phrase 'much dust in their eyes' refer to obfuscation? Can you give encouragement to those living in a household surrounded by obfuscation?,,Ignorance,Lay life,,,Three Refuges,Virtue,Monastic life,,,,,,
1,,,1:07:08,1:11:50,"Are devas imagery or symbolism, or are they tangible for some people? Particularly the talk around the heavenly minstrels and nagas in the water (Snp 3.11)....",AP;AKd,Deva,Symbolism,Realms of existence,,Ajahn Pasanno,Recollection/Devas,Virtue,Kamma,,,,Deva,160T
1,Edited audio,,,,UD2017-1_S01_F14.mp3,,,,,,,,,,,,,,
2,Reading,,1:12:07,1:31:20.5,MN 26: The Noble Search.,,Buddha/Biography,,,,,,,,,,,,
2,Reflection,s,,,on the meaning of freedom.,,Liberation,Culture/West,,,,,,,,,,,
2,Reflection,s,,,on the conditions suitable for Dhamma practice.,,Culture/Natural environment,Sense bases,Energy,,,,,,,,,,
2,Sutta,s,,,Ud 1.1-3: The Buddha's reflections after awakening.,,,,,,,,,,,,,,
2,Sutta,,,,MN 36.42: Awakening to the Four Noble Truths.,,Four Noble Truths,,,,,,,,,,,,
2,Sutta,,,,"SN 22.26: Benefit, drawback, and escape.",,Aspects of Understanding,,,,,,,,,,,,
2,Reference,,,,"Dhamma talk request, Chanting Book p. 124.",,,,,,,,,,,,,,
2,Reflection,,1:32:04.5,1:32:34.4,Bowing to the Buddha is bowing to the qualities the Buddha manifested and recollecting those qualities in ourselves.,,Bowing,Buddha images,Recollection/Buddha,Recollection/Virtue,,,,,,,,Bowing,70
2,Extra tags,,,,,,,,,,,,,,,,,Buddha images,70
2,,,1:35:35.5,1:40:45.5,"The passage where the Buddha attains enlightenment and then thinks, 'They're never going to get it,' (MN 26.19) speaks to me about self-doubt. Could you speak about conquering doubt?",,Buddha/Biography,Human,Doubt,,Self-identity view,Skillful qualities,Faith,,,,,,
2,Indirect quote,,,,"Every time I think about myself, I get depressed.|Ajahn Sumedho",,Ajahn Sumedho,Self-identity view,Depression,,,,,,,,,,
2,Quote,,,,It's not me being successful when I'm diligent and me failing when I'm not. That's what happens in the human condition.,,Energy,Self-identity view,Human,,,,,,,,,,
2,Comment,2,1:40:49.5,1:43:14,The Buddha's reflection about those who have little dust in their eyes (MN 26.21) may refer to those who have the ability to be inspired towards long-term practice.,ASd,Buddha/Biography,Faith,Human,,,,,,,,,,
2,Response,,,,,,History/Early Buddhism,Culture/Thailand,,,,,,,,,,,
2,,,1:43:21,1:44:58,Can you speak about why the number one god in the universe had to appeal to the Buddha to teach out of compassion (MN 26.20)?,,Brahma gods,Buddha/Biography,Teaching Dhamma,Compassion,Symbolism,,,,,,,,
2,,,1:45:16,1:48:29,"When you don't feel like practicing, what do you do?",,Energy,Ajahn Pasanno,,,Wat Pah Pong,Cleanliness,Ajahn Chah,Spiritual friendship,,,,,
3,Story,,1:49:27,1:52:55,The making of the small replicas of the main Buddha image.,,Buddha images,Artistic expression,Abhayagiri,,Devotional practice,Lay life,,,,,,,
3,Reflection,,1:54:44,2:01:02,Ajahn Chah as a focus of devotion.,,Ajahn Chah,Devotional practice,,,Respect for elders,Skillful qualities,,,,,,,
3,Quote,,,,"Ajahn Chah was an exemplary being and incredible teacher, but that didn't mean that you always agreed with him or that he was always just very nice to you all the time.",,Ajahn Chah,Human,,,,,,,,,,,
3,Fragment,,1:57:05,2:01:02,,,,,,,,,,,,,,,
3,Recollection,,,,The annual Ajahn Chah remembrance day in January.,,Ajahn Chah Remembrance Day,,,,Stupas/monuments,Devotional practice,,,,,,,
3,Reflection,,2:01:09,2:02:10,The aspects of pūjā or devotion are an opportunity to nourish the roots of our practice.,,Devotional practice,Pūjā,,,Sloth and torpor,Energy,,,,,,Devotional practice,70
3,Indirect quote,,2:05:09,2:06:16.5,I just follow the Buddha. You do the same.|Ajahn Chah,,Ajahn Chah,Buddha,,,Humility,Three Refuges,,,,,,,
3,Teaching,2,2:06:50.5,2:11:16,The Buddha's first exclamation after his enlightenment evokes the sense of being free from saṃsāra.,,Buddha/Biography,Saṃsāra,Liberation,,Proliferation,Cessation,Craving,,,,,Saṃsāra,130
3,Sutta,,,,Dhp 153-154 ([Chanting Book translation](Chanting Book p. 83)).,,,,,,,,,,,,,,
3,Reflection,,2:14:24,2:16:22,"When one holds to that which is true, it has a transformative quality.",,Truth,,,,Three Refuges,Protective chants,,,,,,Truth,110
3,Cut audio,,2:14:42.5,2:14:52.6,,,,,,,,,,,,,,,
3,Reference,,,,"Sacca-kiriyā-gāthā, Bhikkhu Manual p. 95.",,,,,,,,,,,,,,
3,Teaching,2,2:16:50.5,2:21:20.5,The paramī are bright qualities that carry one across from confusion to peace.,,Perfections,Etymology,,,Theravāda,Mahāyāna,Chanting,History/Early Buddhism,Buddha,,,Perfections,140
3,Extra tags,,,,,,,,,,Liberation,,,,,,,,
3,Reference,,,,"""Dana paramī sampanno"" chant",,,,,,,,,,,,Yes,,
3,Teaching,2,2:21:23.5,2:22:18,There is no difference between the mind of enlightenment of a Buddha and anyone else who experiences awakening.,,Buddha,Arahant,Liberation,,Perfections,Personality,,,,,,Arahant,110T
3,Reflection,s,2:22:20,2:24:59,on the personalities of the great disciples.,,Great disciples,Personality,,,Mindfulness,Memory,Buddha/Biography,Perfections,,,,Great disciples,130
3,Teaching,,2:25:02.5,2:43:11,A detailed description of the paramī as qualities that can transform ourselves and others.,,Perfections,,,,Generosity,Virtue,Culture/West,Renunciation,Discernment,,,Perfections,200
3,Extra tags,,,,,,,,,,Energy,Right Effort,Patience,Ajahn Chah,Truth,,,,
3,Extra tags,,,,,,,,,,Determination,Goodwill,Equanimity,,,,,,
3,Fragment,,2:27:03,2:30:48,,,,,,,,,,,,,,,
3,Story,,,,Master Hsu Yun and the bandits.,,Master Hsu Yun,Stealing,,,Bowing,Tudong,Perfections,Virtue,,,,,
3,Sutta,,,,"SN 56.11.11: The Dhamma Eye: ""All that has the nature to arise....""",,,,,,,,,,,,,,
3,Teaching,2,2:44:08,2:45:18,Mindfulness of breathing is the practice that the Buddha recommended most.,,Mindfulness of breathing,Buddha/Biography,,,,,,,,,,,
3,Sutta,,,,SN 54.11: The Buddha practices mindfulness of breathing while on retreat.,,Mindfulness of breathing,Buddha/Biography,Meditation retreats,,,,,,,,,,
3,Reflection,0,2:45:55,2:46:39,{teachers} encourages the recipients of the small Buddha images to chant and do ceremonies so that the images gain power to invoke wholesome qualities from the heart.,,Buddha images,Pūjā,Skillful qualities,Buddha,,,,,,,,,
3,,,2:47:30,2:51:06,Can you reflect about the meaning of 'essence and conventions' in Chanting Book p. 5?,,Conventions,,,,Buddha images,Teaching Dhamma,Ceremony/ritual,Liberation,,,,Conventions,120
3,Sutta,,,,MN 30: Cūḷasāropama Sutta.,,,,,,,,,,,,,,
3,,,2:51:36,2:52:44,Do the perfections have a progressive quality to them?,,Perfections,,,,Jātaka Tales,Generosity,,,,,,,
